Priority,Alert_Description,Start_ISO,Start_Epoch,Start_Hour,Start_DOW,Is_Weekend,Duration_Sec,Duration_Min,Priority_Norm,Priority_Level,Component_Type,Component_Name,Test,Raw_Type,Raw_Name,Raw_Test,Src_Type,Src_Name,Ner_Type,Ner_Name,Regex_Type,Regex_Name
Minor,Redo transport lagging duration is high on Oracle Database eG_Backend_DB_DR:1521:egrepdr,2025-08-01T05:49:00,1754027340,5,4,False,554.0,9.233,Minor,1,host,Oracle,Redo transport lagging duration is high,host,Oracle,Redo transport lagging duration is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Many maintenance {system-update},2025-08-01T05:49:00,1754027340,5,4,False,360.0,6.0,Minor,1,resource,system-update,Many maintenance,resource,system-update,Many maintenance,regex,regex,host,system-update,resource,system-update
Minor,Many instances have been removed recently from AWS Cloud KBZ-Project,2025-08-01T05:49:00,1754027340,5,4,False,927.0,15.45,Minor,1,aws cloud,KBZ-Project,Many instances have been removed recently,aws cloud,KBZ-Project,Many instances have been removed recently,regex,regex,aws cloud,AWS,aws cloud,KBZ-Project
Minor,Many maintenance {Summary},2025-08-01T05:49:00,1754027340,5,4,False,364.0,6.067,Minor,1,resource,Summary,Many maintenance,resource,Summary,Many maintenance,regex,regex,UNK,Summary,resource,Summary
Minor,Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T05:49:00,1754027340,5,4,False,81.0,1.35,Minor,1,host,Oracle,Maximum query elapsed time is high,host,Oracle,Maximum query elapsed time is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T05:49:00,1754027340,5,4,False,81.0,1.35,Minor,1,host,Oracle,Query is taking high CPU time,host,Oracle,Query is taking high CPU time,regex,regex,oracle database,Oracle,host,Oracle
Minor,One or more long running queries have been detected on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T05:49:00,1754027340,5,4,False,269.0,4.483,Minor,1,host,Oracle,One or more long running queries have been detected,host,Oracle,One or more long running queries have been detected,regex,regex,oracle database,Oracle,host,Oracle
Minor,Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T05:49:00,1754027340,5,4,False,802.0,13.367,Minor,1,host,Oracle,Elapsed time of Oracle job is high,host,Oracle,Elapsed time of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Read rate from datafile sfcubstab_100.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB,2025-08-01T05:48:00,1754027280,5,4,False,6360.0,106.0,Minor,1,host,Oracle,Read rate from datafile sfcubstab_100.dbf is high,host,Oracle,Read rate from datafile sfcubstab_100.dbf is high,regex,regex,oracle database,datafile,host,Oracle
Minor,Read rate from datafile sfcubstab_89.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB,2025-08-01T05:48:00,1754027280,5,4,False,6360.0,106.0,Minor,1,host,Oracle,Read rate from datafile sfcubstab_89.dbf is high,host,Oracle,Read rate from datafile sfcubstab_89.dbf is high,regex,regex,oracle database,datafile,host,Oracle
Minor,Read rate from datafile sfcubstab_165.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB,2025-08-01T05:48:00,1754027280,5,4,False,6360.0,106.0,Minor,1,host,Oracle,Read rate from datafile sfcubstab_165.dbf is high,host,Oracle,Read rate from datafile sfcubstab_165.dbf is high,regex,regex,oracle database,datafile,host,Oracle
Minor,Read rate from datafile sfcubstab_60.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB,2025-08-01T05:48:00,1754027280,5,4,False,6360.0,106.0,Minor,1,host,Oracle,Read rate from datafile sfcubstab_60.dbf is high,host,Oracle,Read rate from datafile sfcubstab_60.dbf is high,regex,regex,oracle database,datafile,host,Oracle
Minor,Read rate from datafile sfcubstab.11439.1173264065 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB,2025-08-01T05:48:00,1754027280,5,4,False,6360.0,106.0,Minor,1,host,Oracle,Read rate from datafile sfcubstab.11439.1173264065 is high,host,Oracle,Read rate from datafile sfcubstab.11439.1173264065 is high,regex,regex,oracle database,datafile,host,Oracle
Minor,Many instances have been removed recently from AWS Cloud bluejay-workflow-prod,2025-08-01T05:47:00,1754027220,5,4,False,3451.0,57.517,Minor,1,aws cloud,bluejay-workflow-prod,Many instances have been removed recently,aws cloud,bluejay-workflow-prod,Many instances have been removed recently,regex,regex,aws cloud,AWS,aws cloud,bluejay-workflow-prod
Minor,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc,2025-08-01T05:47:00,1754027220,5,4,False,882.0,14.7,Minor,1,host,Kubernetes,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic,host,Kubernetes,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic,regex,regex,kubernetes cluster,obic-interest-extrp-service-9cd9c45b-v7mpg,host,Kubernetes
Minor,Many redo buffer entries exist on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T05:46:00,1754027160,5,4,False,620.0,10.333,Minor,1,host,Oracle,Many redo buffer entries exist,host,Oracle,Many redo buffer entries exist,regex,regex,oracle database,Oracle,host,Oracle
Minor,Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T05:46:00,1754027160,5,4,False,256.0,4.267,Minor,1,host,Oracle,Parse CPU to parse elapsed ratio is low,host,Oracle,Parse CPU to parse elapsed ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Minor,Many redo log space requests have been issued on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T05:46:00,1754027160,5,4,False,622.0,10.367,Minor,1,host,Oracle,Many redo log space requests have been issued,host,Oracle,Many redo log space requests have been issued,regex,regex,oracle database,Oracle,host,Oracle
Minor,Many blocked connections for user _BACKGROUND on Oracle Database eG_Backend_DB:1521:egrepdc,2025-08-01T05:46:00,1754027160,5,4,False,1494.0,24.9,Minor,1,host,Oracle,Many blocked connections for user _BACKGROUND,host,Oracle,Many blocked connections for user _BACKGROUND,regex,regex,oracle database,Oracle,host,Oracle
Minor,There are many waiting containers in pod aws-guardduty-agent-nwk7w of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T05:46:00,1754027160,5,4,False,3321.0,55.35,Minor,1,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-nwk7w of namespace amazon-guardduty,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-nwk7w of namespace amazon-guardduty,regex,regex,kubernetes cluster,aws-guardduty-agent-nwk7w,host,Kubernetes
Major,Memory utilization is high on ONPREM_KBZPRDSTBY_CDB,2025-08-01T05:46:00,1754027160,5,4,False,2622.0,43.7,Major,2,host,ONPREM_KBZPRDSTBY_CDB,Memory utilization is high,host,ONPREM_KBZPRDSTBY_CDB,Memory utilization is high,regex,regex,host,ONPREM_KBZPRDSTBY_CDB,host,ONPREM_KBZPRDSTBY_CDB
Minor,Memory utilization is high on ONPREM_KBZPRDDCPDB_PDB,2025-08-01T05:46:00,1754027160,5,4,False,2622.0,43.7,Minor,1,host,ONPREM_KBZPRDDCPDB_PDB,Memory utilization is high,host,ONPREM_KBZPRDDCPDB_PDB,Memory utilization is high,regex,regex,host,ONPREM_KBZPRDDCPDB_PDB,host,ONPREM_KBZPRDDCPDB_PDB
Minor,Elapsed time of Oracle job is high on Oracle Database New_CB_DB_DR:1665:kbzprddcpdb,2025-08-01T05:45:00,1754027100,5,4,False,265.0,4.417,Minor,1,host,Oracle,Elapsed time of Oracle job is high,host,Oracle,Elapsed time of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#4},2025-08-01T05:45:00,1754027100,5,4,False,575.0,9.583,Minor,1,resource,CBSCustomerServiceBalance_1528\w3wp#4,Load failures rate is high,resource,CBSCustomerServiceBalance_1528\w3wp#4,Load failures rate is high,regex,regex,host,CBSCustomerServiceBalance_1528\w3wp#4,resource,CBSCustomerServiceBalance_1528\w3wp#4
Minor,CPU usage of Oracle job is high on Oracle Database New_CB_DB_DR:1665:kbzprddcpdb,2025-08-01T05:45:00,1754027100,5,4,False,265.0,4.417,Minor,1,host,Oracle,CPU usage of Oracle job is high,host,Oracle,CPU usage of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T05:45:00,1754027100,5,4,False,312.0,5.2,Minor,1,host,Oracle,Percentage of long table scans is high,host,Oracle,Percentage of long table scans is high,regex,regex,oracle database,long,host,Oracle
Major,Disk nvme5n1 on BI_Reporting_Prod is very busy,2025-08-01T05:45:00,1754027100,5,4,False,668.0,11.133,Major,2,host,BI_Reporting_Prod,Disk nvme5n1,host,BI_Reporting_Prod,Disk nvme5n1,regex,regex,host,BI_Reporting_Prod,host,BI_Reporting_Prod
Minor,Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T05:44:00,1754027040,5,4,False,63.0,1.05,Minor,1,host,Oracle,Query is taking high CPU time,host,Oracle,Query is taking high CPU time,regex,regex,oracle database,Oracle,host,Oracle
Minor,Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T05:44:00,1754027040,5,4,False,63.0,1.05,Minor,1,host,Oracle,Maximum query elapsed time is high,host,Oracle,Maximum query elapsed time is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,CPU usage of Oracle job is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB,2025-08-01T05:44:00,1754027040,5,4,False,282.0,4.7,Minor,1,host,Oracle,CPU usage of Oracle job is high,host,Oracle,CPU usage of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Elapsed time of Oracle job is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB,2025-08-01T05:44:00,1754027040,5,4,False,282.0,4.7,Minor,1,host,Oracle,Elapsed time of Oracle job is high,host,Oracle,Elapsed time of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Elapsed time of Oracle job is high on Oracle Database New_CB_DB:1665:kbzprddcpdb,2025-08-01T05:44:00,1754027040,5,4,False,302.0,5.033,Minor,1,host,Oracle,Elapsed time of Oracle job is high,host,Oracle,Elapsed time of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,CPU usage of Oracle job is high on Oracle Database New_CB_DB:1665:kbzprddcpdb,2025-08-01T05:44:00,1754027040,5,4,False,302.0,5.033,Minor,1,host,Oracle,CPU usage of Oracle job is high,host,Oracle,CPU usage of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Many recent ORA-16038 errors in the Alert Log of Oracle Database eG_Backend_DB:1521:egrepdc,2025-08-01T05:44:00,1754027040,5,4,False,596.0,9.933,Minor,1,oracle database,Oracle,UNK,oracle database,Oracle,UNK,ner,ner,oracle database,Oracle,UNK,UNK
Minor,Many recent errors in the Alert Log of Oracle Database eG_Backend_DB:1521:egrepdc {Summary},2025-08-01T05:44:00,1754027040,5,4,False,598.0,9.967,Minor,1,resource,Summary,Many recent errors in the Alert Log of Oracle Database eG_Backend_DB:1521:egrepdc,resource,Summary,Many recent errors in the Alert Log of Oracle Database eG_Backend_DB:1521:egrepdc,regex,regex,oracle database,Oracle,resource,Summary
Minor,High CPU utilization when waiting for I/O on AWS_CBS_Reporting_DB,2025-08-01T05:44:00,1754027040,5,4,False,271.0,4.517,Minor,1,host,AWS_CBS_Reporting_DB,High CPU utilization when waiting for I/O,host,AWS_CBS_Reporting_DB,High CPU utilization when waiting for I/O,regex,regex,host,AWS_CBS_Reporting_DB,host,AWS_CBS_Reporting_DB
Major,Destination status LOG_ARCHIVE_DEST_2 is abnormal on Oracle Database eG_Backend_DB:1521:egrepdc,2025-08-01T05:43:00,1754026980,5,4,False,596.0,9.933,Major,2,host,Oracle,Destination status LOG_ARCHIVE_DEST_2 is abnormal,host,Oracle,Destination status LOG_ARCHIVE_DEST_2 is abnormal,regex,regex,oracle database,Oracle,host,Oracle
Minor,One or more long running queries have been detected on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T05:43:00,1754026980,5,4,False,92.0,1.533,Minor,1,host,Oracle,One or more long running queries have been detected,host,Oracle,One or more long running queries have been detected,regex,regex,oracle database,Oracle,host,Oracle
Minor,Destination has log gap issues for LOG_ARCHIVE_DEST_5 on Oracle Database New_CB_CDB:1665:KBZPRDDC,2025-08-01T05:43:00,1754026980,5,4,False,311.0,5.183,Minor,1,host,Oracle,Destination has log gap issues for LOG_ARCHIVE_DEST_5,host,Oracle,Destination has log gap issues for LOG_ARCHIVE_DEST_5,regex,regex,oracle database,Oracle,host,Oracle
Critical,TimeSinceLastChckPoint {REPLICAT/RLOTNC},2025-08-01T05:43:00,1754026980,5,4,False,1976.0,32.933,Critical,3,oracle goldengate replicat,RLOTNC,TimeSinceLastChckPoint,oracle goldengate replicat,RLOTNC,TimeSinceLastChckPoint,regex,regex,UNK,REPLICAT/RLOTNC,oracle goldengate replicat,RLOTNC
Minor,Many blocked connections for user UNKNOWN on Oracle Database eG_Backend_DB_DR:1521:egrepdr,2025-08-01T05:42:00,1754026920,5,4,False,291.0,4.85,Minor,1,host,Oracle,Many blocked connections for user UNKNOWN,host,Oracle,Many blocked connections for user UNKNOWN,regex,regex,oracle database,Oracle,host,Oracle
Minor,Write rate to datafile SFCUBSTAB_47.dbf is high on Oracle Database AWS_CBS_Reporting_DB:1665:KBZRPTDCPDB,2025-08-01T05:42:00,1754026920,5,4,False,7380.0,123.0,Minor,1,host,Oracle,Write rate to datafile SFCUBSTAB_47.dbf is high,host,Oracle,Write rate to datafile SFCUBSTAB_47.dbf is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Write rate to datafile SFCUBSTAB_54.dbf is high on Oracle Database AWS_CBS_Reporting_DB:1665:KBZRPTDCPDB,2025-08-01T05:42:00,1754026920,5,4,False,2686.0,44.767,Minor,1,host,Oracle,Write rate to datafile SFCUBSTAB_54.dbf is high,host,Oracle,Write rate to datafile SFCUBSTAB_54.dbf is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Many redo log space requests have been issued on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T05:42:00,1754026920,5,4,False,25.0,0.417,Minor,1,host,Oracle,Many redo log space requests have been issued,host,Oracle,Many redo log space requests have been issued,regex,regex,oracle database,Oracle,host,Oracle
Minor,Write rate to datafile SFCUBSTAB_55.dbf is high on Oracle Database AWS_CBS_Reporting_DB:1665:KBZRPTDCPDB,2025-08-01T05:42:00,1754026920,5,4,False,7140.0,119.0,Minor,1,host,Oracle,Write rate to datafile SFCUBSTAB_55.dbf is high,host,Oracle,Write rate to datafile SFCUBSTAB_55.dbf is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Write rate to datafile SFCUBSTAB_53.dbf is high on Oracle Database AWS_CBS_Reporting_DB:1665:KBZRPTDCPDB,2025-08-01T05:42:00,1754026920,5,4,False,2691.0,44.85,Minor,1,host,Oracle,Write rate to datafile SFCUBSTAB_53.dbf is high,host,Oracle,Write rate to datafile SFCUBSTAB_53.dbf is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Many redo buffer entries exist on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T05:42:00,1754026920,5,4,False,26.0,0.433,Minor,1,host,Oracle,Many redo buffer entries exist,host,Oracle,Many redo buffer entries exist,regex,regex,oracle database,Oracle,host,Oracle
Minor,Load failures rate is high {CBSCustomerServiceBalance_1528\Summary},2025-08-01T05:41:00,1754026860,5,4,False,2128.0,35.467,Minor,1,resource,CBSCustomerServiceBalance_1528\Summary,Load failures rate is high,resource,CBSCustomerServiceBalance_1528\Summary,Load failures rate is high,regex,regex,host,CBSCustomerServiceBalance_1528\Summary,resource,CBSCustomerServiceBalance_1528\Summary
Minor,Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#6},2025-08-01T05:41:00,1754026860,5,4,False,2128.0,35.467,Minor,1,resource,CBSCustomerServiceBalance_1528\w3wp#6,Load failures rate is high,resource,CBSCustomerServiceBalance_1528\w3wp#6,Load failures rate is high,regex,regex,host,CBSCustomerServiceBalance_1528\w3wp#6,resource,CBSCustomerServiceBalance_1528\w3wp#6
Minor,Load failures rate is high {CBSAccountingService_1568\Summary},2025-08-01T05:41:00,1754026860,5,4,False,2131.0,35.517,Minor,1,resource,CBSAccountingService_1568\Summary,Load failures rate is high,resource,CBSAccountingService_1568\Summary,Load failures rate is high,regex,regex,host,CBSAccountingService_1568\Summary,resource,CBSAccountingService_1568\Summary
Minor,Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T05:41:00,1754026860,5,4,False,231.0,3.85,Minor,1,host,Oracle,Parse CPU to parse elapsed ratio is low,host,Oracle,Parse CPU to parse elapsed ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Minor,There have been many container termination failures for pod aws-guardduty-agent-nwk7w of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T05:41:00,1754026860,5,4,False,267.0,4.45,Minor,1,host,Kubernetes,There have been many container termination failures for pod aws-guardduty-agent-nwk7w of namespace amazon-guardduty,host,Kubernetes,There have been many container termination failures for pod aws-guardduty-agent-nwk7w of namespace amazon-guardduty,regex,regex,kubernetes cluster,namespace,host,Kubernetes
Minor,Average shared lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015,2025-08-01T05:41:00,1754026860,5,4,False,308.0,5.133,Minor,1,sap hana database,KBZ-PRD-DB-SYSDB:35015,Average shared lock wait time is high,sap hana database,KBZ-PRD-DB-SYSDB:35015,Average shared lock wait time is high,regex,regex,UNK,SAP,sap hana database,KBZ-PRD-DB-SYSDB:35015
Minor,Average exclusive lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015,2025-08-01T05:41:00,1754026860,5,4,False,308.0,5.133,Minor,1,sap hana database,KBZ-PRD-DB-SYSDB:35015,Average exclusive lock wait time is high,sap hana database,KBZ-PRD-DB-SYSDB:35015,Average exclusive lock wait time is high,regex,regex,UNK,SAP,sap hana database,KBZ-PRD-DB-SYSDB:35015
Minor,Many maintenance {system-update},2025-08-01T05:41:00,1754026860,5,4,False,318.0,5.3,Minor,1,resource,system-update,Many maintenance,resource,system-update,Many maintenance,regex,regex,host,system-update,resource,system-update
Critical,AWS VPN tunnel Huawei_MMF_KBZ_Prod_VPC_Static_Routing:vpn-012b9c95483df4280 is down in region ap-southeast-1 of AWS Cloud KBZT,2025-08-01T05:41:00,1754026860,5,4,False,458.0,7.633,Critical,3,aws cloud,AWS,UNK,aws cloud,AWS,UNK,ner,ner,aws cloud,AWS,UNK,UNK
Minor,Many maintenance {Summary},2025-08-01T05:41:00,1754026860,5,4,False,322.0,5.367,Minor,1,resource,Summary,Many maintenance,resource,Summary,Many maintenance,regex,regex,UNK,Summary,resource,Summary
Minor,Load failures rate is high {CBSAccountingService_1568\Summary},2025-08-01T05:40:00,1754026800,5,4,False,1434.0,23.9,Minor,1,resource,CBSAccountingService_1568\Summary,Load failures rate is high,resource,CBSAccountingService_1568\Summary,Load failures rate is high,regex,regex,host,CBSAccountingService_1568\Summary,resource,CBSAccountingService_1568\Summary
Minor,Memory usage is high for system dc-itsns-pdws-intm-Network-jmp01 . This system is hosted on VMware vSphere ESX server dc-ucsx03-12,2025-08-01T05:40:00,1754026800,5,4,False,1846.0,30.767,Minor,1,host,VMware,Memory usage is high for system dc-itsns-pdws-intm-Network-jmp01 . This system is hosted,host,VMware,Memory usage is high for system dc-itsns-pdws-intm-Network-jmp01 . This system is hosted,regex,regex,UNK,VMware,host,VMware
Minor,Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T05:40:00,1754026800,5,4,False,40.0,0.667,Minor,1,host,Oracle,Percentage of long table scans is high,host,Oracle,Percentage of long table scans is high,regex,regex,oracle database,long,host,Oracle
Minor,Many maintenance {Summary},2025-08-01T05:40:00,1754026800,5,4,False,621.0,10.35,Minor,1,resource,Summary,Many maintenance,resource,Summary,Many maintenance,regex,regex,UNK,Summary,resource,Summary
Minor,Many maintenance {system-update},2025-08-01T05:40:00,1754026800,5,4,False,621.0,10.35,Minor,1,resource,system-update,Many maintenance,resource,system-update,Many maintenance,regex,regex,host,system-update,resource,system-update
Minor,Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T05:40:00,1754026800,5,4,False,80.0,1.333,Minor,1,host,Oracle,Maximum query elapsed time is high,host,Oracle,Maximum query elapsed time is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T05:40:00,1754026800,5,4,False,80.0,1.333,Minor,1,host,Oracle,Query is taking high CPU time,host,Oracle,Query is taking high CPU time,regex,regex,oracle database,Oracle,host,Oracle
Critical,Test DynamoDBReUtTest is not reporting at configured measure period on eG Agent eG_RUM_Agent,2025-08-01T05:39:00,1754026740,5,4,False,3039.0,50.65,Critical,3,eG agent,eG_RUM_Agent,DynamoDBReUtTest,eG agent,eG_RUM_Agent,DynamoDBReUtTest,regex,regex,eg agent,eG,eG agent,eG_RUM_Agent
Minor,Maximum elapsed time is high on Oracle Cluster CBS_DB:1580,2025-08-01T05:39:00,1754026740,5,4,False,2064.0,34.4,Minor,1,host,Oracle,Maximum elapsed time is high,host,Oracle,Maximum elapsed time is high,regex,regex,UNK,Oracle,host,Oracle
Minor,Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T05:38:00,1754026680,5,4,False,427.0,7.117,Minor,1,host,Oracle,Elapsed time of Oracle job is high,host,Oracle,Elapsed time of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Read rate from datafile sfcubstab.8776.1173737815 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB,2025-08-01T05:38:00,1754026680,5,4,False,6960.0,116.0,Minor,1,host,Oracle,Read rate from datafile sfcubstab.8776.1173737815 is high,host,Oracle,Read rate from datafile sfcubstab.8776.1173737815 is high,regex,regex,oracle database,datafile,host,Oracle
Critical,High disk space usage on /archive_new drive of eG_Backend_DB,2025-08-01T05:38:00,1754026680,5,4,False,2438.0,40.633,Critical,3,host,eG_Backend_DB,High disk space usage on /archive_new,host,eG_Backend_DB,High disk space usage on /archive_new,regex,regex,host,eG_Backend_DB,host,eG_Backend_DB
Minor,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v5k4x of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc,2025-08-01T05:37:00,1754026620,5,4,False,869.0,14.483,Minor,1,host,Kubernetes,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v5k4x of namespace javaic,host,Kubernetes,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v5k4x of namespace javaic,regex,regex,kubernetes cluster,obic-interest-extrp-service-9cd9c45b-v5k4x,host,Kubernetes
Minor,Many redo log space requests have been issued on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T05:37:00,1754026620,5,4,False,20.0,0.333,Minor,1,host,Oracle,Many redo log space requests have been issued,host,Oracle,Many redo log space requests have been issued,regex,regex,oracle database,Oracle,host,Oracle
Minor,Write rate to datafile SFCUBSTAB_17.dbf is high on Oracle Database AWS_CBS_Reporting_DB:1665:KBZRPTDCPDB,2025-08-01T05:37:00,1754026620,5,4,False,7680.0,128.0,Minor,1,host,Oracle,Write rate to datafile SFCUBSTAB_17.dbf is high,host,Oracle,Write rate to datafile SFCUBSTAB_17.dbf is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Write rate to datafile SFCUBSTAB_18.dbf is high on Oracle Database AWS_CBS_Reporting_DB:1665:KBZRPTDCPDB,2025-08-01T05:37:00,1754026620,5,4,False,7980.0,133.0,Minor,1,host,Oracle,Write rate to datafile SFCUBSTAB_18.dbf is high,host,Oracle,Write rate to datafile SFCUBSTAB_18.dbf is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Many redo buffer entries exist on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T05:37:00,1754026620,5,4,False,22.0,0.367,Minor,1,host,Oracle,Many redo buffer entries exist,host,Oracle,Many redo buffer entries exist,regex,regex,oracle database,Oracle,host,Oracle
Minor,Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T05:36:00,1754026560,5,4,False,214.0,3.567,Minor,1,host,Oracle,Parse CPU to parse elapsed ratio is low,host,Oracle,Parse CPU to parse elapsed ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Minor,There are many waiting containers in pod aws-guardduty-agent-ws4b9 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T05:36:00,1754026560,5,4,False,7320.0,122.0,Minor,1,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-ws4b9 of namespace amazon-guardduty,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-ws4b9 of namespace amazon-guardduty,regex,regex,kubernetes cluster,aws-guardduty-agent-ws4b9,host,Kubernetes
Major,High CPU utilization when waiting for I/O on eG_Backend_DB_DR,2025-08-01T05:36:00,1754026560,5,4,False,299.0,4.983,Major,2,host,eG_Backend_DB_DR,High CPU utilization when waiting for I/O,host,eG_Backend_DB_DR,High CPU utilization when waiting for I/O,regex,regex,host,eG_Backend_DB_DR,host,eG_Backend_DB_DR
Major,High disk space usage on /export/home/oracle drive of BIREPO_DB_Node_1,2025-08-01T05:35:00,1754026500,5,4,False,545.0,9.083,Major,2,host,BIREPO_DB_Node_1,High disk space usage on /export/home/oracle,host,BIREPO_DB_Node_1,High disk space usage on /export/home/oracle,regex,regex,host,BIREPO_DB_Node_1,host,BIREPO_DB_Node_1
Minor,Blocking threads in the JVM of eG Agent 10.13.96.40,2025-08-01T05:35:00,1754026500,5,4,False,900.0,15.0,Minor,1,eg agent,eG,UNK,eg agent,eG,UNK,ner,ner,eg agent,eG,UNK,UNK
Minor,Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T05:35:00,1754026500,5,4,False,47.0,0.783,Minor,1,host,Oracle,Percentage of long table scans is high,host,Oracle,Percentage of long table scans is high,regex,regex,oracle database,long,host,Oracle
Critical,TCP connection failed when accessing the web page HomePage. This is affecting External Web ibanking,2025-08-01T05:35:00,1754026500,5,4,False,246.0,4.1,Critical,3,external web,ibanking,UNK,external web,ibanking,UNK,regex,regex,UNK,UNK,external web,ibanking
Minor,Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T05:35:00,1754026500,5,4,False,82.0,1.367,Minor,1,host,Oracle,Maximum query elapsed time is high,host,Oracle,Maximum query elapsed time is high,regex,regex,oracle database,Oracle,host,Oracle
