,original_index,text,label,cleaned_text
4362,5557,ကြောင်တောင်တောင် တွေ လည်း ရှိ နေ တာ ပဲ နော်,no,ကြောင်တောင်တောင် တွေ လည်း ရှိ နေ တာ ပဲ နော်
4363,5395,တောင် စောက်ဖြစ်ရှိ မ လုပ် လုပ် ပဲ,po,တောင် စောက်ဖြစ်ရှိ မ လုပ် လုပ် ပဲ
4364,4759,ဆဲ ဖလမ,ab,ဆဲ ဖလမ
4365,4630,မ စိတ်ပျက်,ab,မ စိတ်ပျက်
4366,6147,လောက် ထည့် ဖင်ယား,po,လောက် ထည့် ဖင်ယား
4367,5042,မ မအလ,po,မ မအလ
4368,2104,ရင် ထဲ မှာ မချိမဆန့် ခံစား ရ တယ် ။,no,ရင် ထဲ မှာ မချိမဆန့် ခံစား ရ တယ် ။
4369,2607,မအေလိုး သေမိန့်ပေးရမှာ ခွေးတွေ,ab,မအေလိုး သေမိန့်ပေးရမှာ ခွေးတွေ
4370,3093,မြန်မာ ငွေ နဲ့ တွက် ရင် သိန်း ခြောက် ရာ ရှိ တယ် ဆို ပြီး ဘဏ် မှာ ထိုင် ကြွား တာ အား မ ရ တော့ ကား ပေါ် ထိ ကြွား အိမ် မှာ ကျန် တဲ့ ဒေါ်လာ တွေ ပါ ပေါင်း ကြွား သေး တာ မြန်မာ ပြည် က စိန် ဆိုင် live တွေ မှာ သိန်း ထောင် ကျော် ကို ဘူးသီး ခရမ်းသီး လို ဝယ် နေ တဲ့ သူဌေး တွေ မြန်မာ ပြည် မှာ ကျန် ပါ သေး တယ် လို့ ပြော ပေး ကြ ပါ ။ 🌚,no,မြန်မာ ငွေ နဲ့ တွက် ရင် သိန်း ခြောက် ရာ ရှိ တယ် ဆို ပြီး ဘဏ် မှာ ထိုင် ကြွား တာ အား မ ရ တော့ ကား ပေါ် ထိ ကြွား အိမ် မှာ ကျန် တဲ့ ဒေါ်လာ တွေ ပါ ပေါင်း ကြွား သေး တာ မြန်မာ ပြည် စိန် ဆိုင် live တွေ မှာ သိန်း ထောင် ကျော် ကို ဘူးသီး ခရမ်းသီး လို ဝယ် နေ တဲ့ သူဌေး တွေ မြန်မာ ပြည် မှာ ကျန် ပါ သေး တယ် လို့ ပြော ပေး ကြ ပါ ။ new_moon_face
4371,3785,မအလ ⚽️ယက် ငလမသ နဝါးထီး,po,မအလ soccer_ball ယက် ငလမသ နဝါးထီး
4372,5639,တဏှာရူး အောက်လုံး ပဲ,ab,တဏှာရူး အောက်လုံး ပဲ
4373,5087,အရင် မိန်းမ ကို အရမ်း လွမ်း နေ လို့ ထင် တယ်,no,အရင် မိန်းမ ကို အရမ်း လွမ်း နေ လို့ ထင် တယ်
4374,4796,လဥ ပဲ,ab,လဥ ပဲ
4375,4004,ဆံပင် ညှပ် ပေး တဲ့ သူ ရဲ့ ကေ လေး က လည်း လှ တယ် နော် ဆံပင်ညှပ်ဆရာ လို့ တောင် မ ထင် ရ ဘူး,no,ဆံပင် ညှပ် ပေး တဲ့ သူ ရဲ့ ကေ လေး လည်း လှ တယ် နော် ဆံပင်ညှပ်ဆရာ လို့ တောင် မ ထင် ရ ဘူး
4376,5426,ချ မ အရူး,po,ချ မ အရူး
4377,2692,မ ဦးနှောက်ကခွေးစား ဘာမဟုတ်တာကနင် ဖလမ,ab,မ ဦးနှောက်ကခွေးစား ဘာမဟုတ်တာကနင် ဖလမ
4378,4939,တောင်ကြီး သူ လို့ မ ပြော ပါ နဲ့ မိုက်ရိုင်း တဲ့ သူ တောင်ကြီး သူ မ ပါ ဘူး,no,တောင်ကြီး သူ လို့ မ ပြော ပါ နဲ့ မိုက်ရိုင်း တဲ့ သူ တောင်ကြီး သူ မ ပါ ဘူး
4379,517,ဘောမ,po,ဘောမ
4380,1623,လုပ် လူယုတ်မာ ပဲ အချောင် လုပ် မ,po,လုပ် လူယုတ်မာ ပဲ အချောင် လုပ် မ
4381,4064,မ သောက် ထ,ab,မ သောက် ထ
4382,4075,ဘောစိ တစ် ယောက် လောက် ရ အောင် ရှာ ပါ ကိုယ့် ရုပ် ကို အသုံးချ တတ် ရ မယ် လေ 😘 😘 😘,no,ဘောစိ ယောက် လောက် ရ အောင် ရှာ ပါ ကိုယ့် ရုပ် ကို အသုံးချ တတ် ရ မယ် လေ face_blowing_a_kiss face_blowing_a_kiss face_blowing_a_kiss
4383,2434,Xျင်ခံ ဘောမ မ,ab,Xျင်ခံ ဘောမ မ
4384,5506,အပတ်,ab,အပတ်
4385,2498,မ ဝိုင်း *လ*,po,မ ဝိုင်း *လ*
4386,6365,နင် တို့ မင်းသမီး တွေ ပဲ ညည်း တော့ ခို ဝင်စား တာ လား,no,နင် မင်းသမီး တွေ ပဲ ညည်း တော့ ခို ဝင်စား တာ လား
4387,5667,ခွေး ခွေး,po,ခွေး ခွေး
4388,1865,ပျက် စရာ နာမည် က ကျန် သေး လို့ လား,no,ပျက် စရာ နာမည် ကျန် သေး လို့ လား
4389,2954,Lီး လုပ်,ab,Lီး လုပ်
4390,6550,မြေမြို,ab,မြေမြို
4391,4866,ခွေး,po,ခွေး
4392,560,ဘာ ပြော မှန်း တောင် မ သိ ဘဲ နဲ့ ရမ်း လေးစား နေ တယ်,no,ဘာ ပြော မှန်း တောင် မ သိ ဘဲ နဲ့ ရမ်း လေးစား နေ တယ်
4393,831,စစ်🐕looooမ,po,စစ် dog looooမ
4394,4433,စောက်ကန်,ab,စောက်ကန်
4395,4355,သွေးကြွေးမှာဆွေးနွေးစရာမရှိ,po,သွေးကြွေးမှာဆွေးနွေးစရာမရှိ
4396,6506,မြန်မာ့ ယဉ်ကျေး မှု နဲ့ ကန့်လန့် ကြီး မိသားစု တွေ ရှိ တဲ့ အချိန် မ ဖွင့် သင့် တဲ့ သီချင်း လေး ပါ,no,မြန်မာ့ ယဉ်ကျေး မှု နဲ့ ကန့်လန့် ကြီး မိသားစု တွေ ရှိ တဲ့ အချိန် မ ဖွင့် သင့် တဲ့ သီချင်း လေး ပါ
4397,5161,မြန်မာ ပြည် ထွက် လာ ရင် အဆန်း ပဲ နော်,no,မြန်မာ ပြည် ထွက် လာ ရင် အဆန်း ပဲ နော်
4398,2909,ငါရိုးမ L33 ဝှီး ပဲ L33 L33 Killmadaw,po,ငါရိုးမ L33 ဝှီး ပဲ L33 L33 Killmadaw
4399,5220,ငလူးမ,ab,ငလူးမ
4400,2161,ကောက်ပေါက် ဘီလူးမျက်နှာ ကျက်သရေ,ab,ကောက်ပေါက် ဘီလူးမျက်နှာ ကျက်သရေ
4401,2200,အော် မ ထင် ရ ဘူး,no,အော် မ ထင် ရ ဘူး
4402,3986,မိုက်ရူးရဲဆန် ခဲ့ တယ် အရမ်း ချစ် လို့ အခု ချိန် ထိ သူ့ အချစ် ကို မျှော်လင့် နေ တုန်း ပဲ ကိုယ့် ကို တစ်စက်ကလေးမှ မ ချစ် တဲ့ သူ့ ကို အသက် ထက် ပို ပြီး တန်ဖိုး ထား မိ နေ တုန်း 😥 😥,no,မိုက်ရူးရဲဆန် ခဲ့ တယ် အရမ်း ချစ် လို့ အခု ချိန် ထိ သူ့ အချစ် ကို မျှော်လင့် နေ တုန်း ပဲ ကိုယ့် ကို တစ်စက်ကလေးမှ မ ချစ် တဲ့ သူ့ ကို အသက် ထက် ပို ပြီး တန်ဖိုး ထား မိ နေ တုန်း sad_but_relieved_face sad_but_relieved_face
4403,4264,လုပ် ရဲ လား မေး ကြည့် အိမ် တိုင်း မှာ သေနတ် ရှိ တယ် သူ တို့ မ လုပ် ရဲ ဘူး,no,လုပ် ရဲ လား မေး ကြည့် အိမ် တိုင်း မှာ သေနတ် ရှိ တယ် သူ မ လုပ် ရဲ ဘူး
4404,5427,လိုး,ab,လိုး
4405,1828,ကြူကြူလှ စပ တောင် လောက် စပ မ,ab,ကြူကြူလှ စပ တောင် လောက် စပ မ
4406,842,ဖေလိုးမ,ab,ဖေလိုးမ
4407,4793,$ကျက်သရေတုံး ဘောမ,po,$ကျက်သရေတုံး ဘောမ
4408,4854,သောက်ရူး တောင် မ,po,သောက်ရူး တောင် မ
4409,2119,အနိုင်ကျင့် သတ်ဖြတ် လုပ်,po,အနိုင်ကျင့် သတ်ဖြတ် လုပ်
4410,6684,ဘောမ နာနတ်သီးတော့မစားမိကြစေနဲ့,po,ဘောမ နာနတ်သီးတော့မစားမိကြစေနဲ့
4411,4174,တောင် စောက်ပို လုပ် မ,ab,တောင် စောက်ပို လုပ် မ
4412,5324,ယုတ်မာ ယုတ်မာ ရက်စက်,po,ယုတ်မာ ယုတ်မာ ရက်စက်
4413,6729,ကောင်မ ဘောမ ခွေးမ,po,ကောင်မ ဘောမ ခွေးမ
4414,1546,ဝဋ်ကြွေး ကမ ပဲ,ab,ဝဋ်ကြွေး ကမ ပဲ
4415,5971,မျက်နှာပြောင် တယ် နော် ... ငါ စား နေ ရ တာ မြင် ရင် ဘယ်လို များ နေ မလဲ မ သိ ဘူး 😂,no,မျက်နှာပြောင် တယ် နော် ... ငါ စား နေ ရ တာ မြင် ရင် ဘယ်လို နေ မလဲ မ သိ ဘူး face_with_tears_of_joy
4416,3631,ခွေးသူတောင်းစား ပဲ,po,ခွေးသူတောင်းစား ပဲ
4417,3988,Sခွက် ရွံ,ab,Sခွက် ရွံ
4418,6790,ချီးဟေ့ ပဲ,ab,ချီးဟေ့ ပဲ
4419,3125,ဘာရုပ်တွေမှန်းကိုမသိတာ မ စော်ကား ကျက်သရေကအလိုလိုတုန်း ဖာ့,ab,ဘာရုပ်တွေမှန်းကိုမသိတာ မ စော်ကား ကျက်သရေကအလိုလိုတုန်း ဖာ့
4420,517,ဘောမ,po,ဘောမ
4421,3668,တပ်ကုန်း မ မ,po,တပ်ကုန်း မ မ
4422,1129,သူများ မယား ရှိ တာ သိ လျက် နဲ့ ဘယ်လို မိန်းမ တွေ လဲ,no,သူများ မယား ရှိ တာ သိ လျက် နဲ့ ဘယ်လို မိန်းမ တွေ လဲ
4423,1815,စောက်ခွက် ပဲ ပဲ တောင် စောက်ခွက် မ,ab,စောက်ခွက် ပဲ ပဲ တောင် စောက်ခွက် မ
4424,5041,ခါးကိုင်း ဖင်ရှူး အာဏာရူး,po,ခါးကိုင်း ဖင်ရှူး အာဏာရူး
4425,6311,Lashio က လား မန္တလေး က ဆိုရင် မနက်ဖြန် မနက် ဆို တာ နဲ့ ဆိုင် ဖျက် ပေး လိုက် လို့ ရ တယ်,no,Lashio လား မန္တလေး ဆိုရင် မနက်ဖြန် မနက် ဆို တာ နဲ့ ဆိုင် ဖျက် ပေး လိုက် လို့ ရ တယ်
4426,6203,မသာ တောင် မ အကုသိုလ်,ab,မသာ တောင် မ အကုသိုလ်
4427,5064,Sကြောင်း,ab,Sကြောင်း
4428,4416,ငါLowမ ပဲ,ab,ငါLowမ ပဲ
4429,2583,ပိုက်ဆံ သိန်း ၂၀ ဆို တာ ရှာ ရင် သာ အရိုးကြေကြေအရည်ခမ်းခမ်း ရှာ ရ တာ သုံး ရင် တစ် မနက် မ ခံ ဘူး,no,ပိုက်ဆံ သိန်း ၂၀ ဆို တာ ရှာ ရင် သာ အရိုးကြေကြေအရည်ခမ်းခမ်း ရှာ ရ တာ သုံး ရင် မနက် မ ခံ ဘူး
4430,5576,စပစား,ab,စပစား
4431,4764,စောက်မီး ပဲ ဖျက် မ မ စောက်ဒေါသထွက် စောက်ခွေး စောက်အကြောင်းပြချက် ပဲ,ab,စောက်မီး ပဲ ဖျက် မ မ စောက်ဒေါသထွက် စောက်ခွေး စောက်အကြောင်းပြချက် ပဲ
4432,266,သတ် စောက်ပိန်း,po,သတ် စောက်ပိန်း
4433,4324,ဖ-ာစု ခွေး မုဒိန်းကျင့် အိမ်တွေမီးရှို့ လူသတ် ဖင်ခံ ပဲ ဖ-ာစု ခွေးအုပ်စု,po,ဖ-ာစု ခွေး မုဒိန်းကျင့် အိမ်တွေမီးရှို့ လူသတ် ဖင်ခံ ပဲ ဖ-ာစု ခွေးအုပ်စု
4434,2651,ကောင်မ လူပါးဝ ပါးချချင်စရာ,ab,ကောင်မ လူပါးဝ ပါးချချင်စရာ
4435,3292,နွား နွား မ ပဲ ပဲ စောက်ရူး စောက်ပေါ မအလ စောက်ရူး ပဲ,po,နွား နွား မ ပဲ ပဲ စောက်ရူး စောက်ပေါ မအလ စောက်ရူး ပဲ
4436,3466,ခု VDO ဖိုင် မှာ ပြော တာ ကူညီ တာ မ ပါ ဘူး ကွ သူ တို့ ရဲ့ နိုင်ငံ ဦးတည် ချက် နဲ့ လက်ရှိ သူ တို့ ရဲ့ နိုင်ငံ မှာ မ တူညီ တဲ့ စည်းမျဉ်း နဲ့ နေထိုင် ကျင့်သုံး တာ မင်း ထည့် မ ပြော ပါ လား ပေါ်ပြူလာ ဖြစ် ချင် တာ လား ကိုယ့် နိုင်ငံ ကို ပရိယာယ် သုံး နှိမ် သွား တာ မင်း စာတတ် ရင် မင်း ထည့် မ ပြော ပါ လား မင်း က ထို စကား ကျ မ ပြော မ ရှင်း ပါ လား ငါ က မြန်မာ စစ်စစ် ငါ့ နိုင်ငံ ဘယ်လို ဖြစ် ဖြစ် ငါ ချစ် တယ် ကွ ခု အတိုကောက် ဖိုင် ရဲ့ အပြော မှာ မြန်မာ ပါ ပေမဲ့ မင်း ပြော တဲ့ ကူညီ တာ မ ပါ ဘူး မင်း စကားပြန် ရင် လည်း သူ ပြော တာ ကို ပဲ ထည့် ပြော စေ ချင် ပါ တယ်,no,ခု VDO ဖိုင် မှာ ပြော တာ ကူညီ တာ မ ပါ ဘူး ကွ သူ ရဲ့ နိုင်ငံ ဦးတည် ချက် နဲ့ လက်ရှိ သူ ရဲ့ နိုင်ငံ မှာ မ တူညီ တဲ့ စည်းမျဉ်း နဲ့ နေထိုင် ကျင့်သုံး တာ မင်း ထည့် မ ပြော ပါ လား ပေါ်ပြူလာ ဖြစ် ချင် တာ လား ကိုယ့် နိုင်ငံ ကို ပရိယာယ် သုံး နှိမ် သွား တာ မင်း စာတတ် ရင် မင်း ထည့် မ ပြော ပါ လား မင်း ထို စကား ကျ မ ပြော မ ရှင်း ပါ လား ငါ မြန်မာ စစ်စစ် ငါ့ နိုင်ငံ ဘယ်လို ဖြစ် ဖြစ် ငါ ချစ် တယ် ကွ ခု အတိုကောက် ဖိုင် ရဲ့ အပြော မှာ မြန်မာ ပါ ပေမဲ့ မင်း ပြော တဲ့ ကူညီ တာ မ ပါ ဘူး မင်း စကားပြန် ရင် လည်း သူ ပြော တာ ကို ပဲ ထည့် ပြော စေ ချင် ပါ တယ်
4437,3399,နင် တို့ ဘာ ဖြစ် နေ ကြ တာ လဲ ဟင် မ သိ လို့ နော် ငါ လေ တော်ရုံ ဝင် ပါ လေ့ မ ရှိ ဘူး,no,နင် ဘာ ဖြစ် နေ ကြ တာ လဲ ဟင် မ သိ လို့ နော် ငါ လေ တော်ရုံ ဝင် ပါ လေ့ မ ရှိ ဘူး
4438,6358,နင် လည်း သေ မယ့် နှစ် မှ စစ် ထဲ ဝင် သလို ပါ့ 😂 😂,no,နင် လည်း သေ မယ့် နှစ် စစ် ထဲ ဝင် သလို ပါ့ face_with_tears_of_joy face_with_tears_of_joy
4439,987,၈၈ တုန်း က လုပ် ခဲ့ သမျှ သဲ ထဲ ရေ သွန်,no,၈၈ တုန်း လုပ် ခဲ့ သမျှ သဲ ထဲ ရေ သွန်
4440,3257,ငါလိုးမသား လီး မ လိုး ပထွေး ငါလိုးမသား မင်းအမေမျက်ခွက်ပုံကိုတက်နင်း မ ပဲ စက်ပက် လိုး အကောင် ငါလိုးမသား ဖင်ခံ လီးစုပ် လုပ် လောက် ငါလိုးမသား လီး ပဲ,ab,ငါလိုးမသား လီး မ လိုး ပထွေး ငါလိုးမသား မင်းအမေမျက်ခွက်ပုံကိုတက်နင်း မ ပဲ စက်ပက် လိုး အကောင် ငါလိုးမသား ဖင်ခံ လီးစုပ် လုပ် လောက် ငါလိုးမသား လီး ပဲ
4441,2449,အားပေး တယ် လူ ဆို တာ တစ်ခါတလေ ကျတော့ လည်း ဖြစ် သင့် တာ ကို ရွေး ရ မှာ ပဲ လေ,no,အားပေး တယ် လူ ဆို တာ တစ်ခါတလေ ကျတော့ လည်း ဖြစ် သင့် တာ ကို ရွေး ရ မှာ ပဲ လေ
4442,41,မအေloe လောက်ကောင် မ အကြမ်းဖက်,po,မအေloe လောက်ကောင် မ အကြမ်းဖက်
4443,5376,အင်း စောစောစီစီး ရင် မော လိုက် တာ ဝမ်းရေး အတွက် အလုပ် လုပ် နေ ကြ တဲ့ လူငယ် တွေ ဘဝ သနား မိ တယ် မိသားစု ချင်း ကိုယ်ချင်းမစာ လုပ် ရက် လိုက် ကြ တာ,no,အင်း စောစောစီစီး ရင် မော လိုက် တာ ဝမ်းရေး အလုပ် လုပ် နေ ကြ တဲ့ လူငယ် တွေ ဘဝ သနား မိ တယ် မိသားစု ချင်း ကိုယ်ချင်းမစာ လုပ် ရက် လိုက် ကြ တာ
4444,5753,မင်းအမေလင် အမေတက်အုပ် မ လုပ် ဖုံးကင်,po,မင်းအမေလင် အမေတက်အုပ် မ လုပ် ဖုံးကင်
4445,156,ဟုတ် တယ် သူ ပြော တဲ့ ဘော်လီ က ဝတ် ရ တာ သက်တောင့်သက်သာ ရှိ တယ် ကြိုက် လို့ ကိုယ် လည်း အဲ့လို အပျော့ ပဲ ဝတ် တယ် ဒါပေမဲ့ တစ် ခု သတိထား ရ တယ် ကိုယ် ဆို အဲ့ ထိပ် နေရာ လေး ကို တစ်ရှူး စ လေး နှစ် စ ခေါက် ပြီး တစ် ဖက် တစ် စ ဆီ ခံ ဝတ် တယ် အဲ့လို မှ အဆင်ပြေ မ ဟုတ် ရင် တော့ 😁 😁 😁 😁,no,ဟုတ် တယ် သူ ပြော တဲ့ ဘော်လီ ဝတ် ရ တာ သက်တောင့်သက်သာ ရှိ တယ် ကြိုက် လို့ ကိုယ် လည်း အဲ့လို အပျော့ ပဲ ဝတ် တယ် ဒါပေမဲ့ ခု သတိထား ရ တယ် ကိုယ် ဆို အဲ့ ထိပ် နေရာ လေး ကို တစ်ရှူး စ လေး နှစ် စ ခေါက် ပြီး ဖက် စ ဆီ ခံ ဝတ် တယ် အဲ့လို အဆင်ပြေ မ ဟုတ် ရင် တော့ beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes
4446,1914,ဖေloema $ခွက် လုပ် စော်ကား မ ဖေloeMa,po,ဖေloema $ခွက် လုပ် စော်ကား မ ဖေloeMa
4447,6243,မအလ မ,po,မအလ မ
4448,4338,စခ တောင်,po,စခ တောင်
4449,162,မနက်ဖြန် ပြော စရာ အကြောင်း မ ရှိ မှာ စိုး လို့ 🤣,no,မနက်ဖြန် ပြော စရာ မ ရှိ မှာ စိုး လို့ rolling_on_the_floor_laughing
4450,4473,စွကျိုးနဲ မှန်း မ ဒီအိုဂျီ,ab,စွကျိုးနဲ မှန်း မ ဒီအိုဂျီ
4451,2425,ပြန် အဆင်ပြေ ဖို့ တောင်းပန် ရ မယ့် အချိန် မှာ တောင် ဟို ကိစ္စ ပဲ ဦး တည် နေ တာ ဒီ လို လူမျိုး နဲ့ ရေစက် ကုန် သွား တာ ပို ကောင်း တယ်,no,ပြန် အဆင်ပြေ ဖို့ တောင်းပန် ရ မယ့် အချိန် မှာ တောင် ဟို ကိစ္စ ပဲ ဦး တည် နေ တာ ဒီ လို လူမျိုး နဲ့ ရေစက် ကုန် သွား တာ ပို ကောင်း တယ်
4452,517,ဘောမ,po,ဘောမ
4453,5026,$ပို မ လုပ် ပဲ,ab,$ပို မ လုပ် ပဲ
4454,4609,အကို အသံ ကောင်း တော့ အဆိုတော် လုပ် ပါ့ လား ဗျ,no,အကို အသံ ကောင်း တော့ အဆိုတော် လုပ် ပါ့ လား ဗျ
4455,6560,မနေ့ တည်းက tt မှာ တွေ့ လိုက် တည်း က စိတ်ညစ် နေ တာ လာ ပြန် ပြီ 😏 😏,no,မနေ့ တည်းက tt မှာ တွေ့ လိုက် တည်း စိတ်ညစ် နေ တာ လာ ပြန် ပြီ smirking_face smirking_face
4456,5132,ငါပါးလာရိုက်ရမလား,ab,ငါပါးလာရိုက်ရမလား
4457,2540,ငါ ကြား တာ ဗိုက်ဆာ လို့ ဆေးလိပ် ဗူး လျက် လိုက် တယ် ဆို လား 🥹,no,ငါ ကြား တာ ဗိုက်ဆာ လို့ ဆေးလိပ် ဗူး လျက် လိုက် တယ် ဆို လား face_holding_back_tears
4458,2123,သောက်မြင်ကပ်,ab,သောက်မြင်ကပ်
4459,3702,ဘောမ ပြောင်ကြီး,po,ဘောမ ပြောင်ကြီး
4460,4085,နွား,po,နွား
4461,3799,သက်ကြားရေအို အာဏာရူး,po,သက်ကြားရေအို အာဏာရူး
4462,3121,မ လုပ် မင်းမေသပတ်,po,မ လုပ် မင်းမေသပတ်
4463,823,စစ်ခွေး လူမဆန် နှိပ်စက် မ ဖင်ခံ တောင်,po,စစ်ခွေး လူမဆန် နှိပ်စက် မ ဖင်ခံ တောင်
4464,4766,ဥနီ လည်း ရ ပါ တယ် ဥဖြူ က ပို လို့ မွှေး ပါ တယ် ရှင်,no,ဥနီ လည်း ရ ပါ တယ် ဥဖြူ ပို လို့ မွှေး ပါ တယ် ရှင်
4465,817,တဏှာရူး ရွံ ဝဋ်ကြွေး မယားငယ်မ ခံ,ab,တဏှာရူး ရွံ ဝဋ်ကြွေး မယားငယ်မ ခံ
4466,2809,လုပ်စား ဘောမ သောက်ရှက်ကွဲ ပဲ,ab,လုပ်စား ဘောမ သောက်ရှက်ကွဲ ပဲ
4467,4765,လဲဗီး ကိုကိုချီး,po,လဲဗီး ကိုကိုချီး
4468,4358,မ လုပ် လုပ် မ ပဲ လုပ် မ စစတပ် မအေLoo မ,po,မ လုပ် လုပ် မ ပဲ လုပ် မ စစတပ် မအေLoo မ
4469,12,စောက်ကောင် မ,ab,စောက်ကောင် မ
4470,5351,ဖာသယ် ဖာကျင့်ဖာကြံ ပဲ မ မ,po,ဖာသယ် ဖာကျင့်ဖာကြံ ပဲ မ မ
4471,5991,စောက်ပို မ လုပ် မနက် ဖျက် ပဲ,ab,စောက်ပို မ လုပ် မနက် ဖျက် ပဲ
4472,2266,လုပ် မ မ လွတ် ပဲ တိရစ္ဆာန်သာသာ ပဲ,ab,လုပ် မ မ လွတ် ပဲ တိရစ္ဆာန်သာသာ ပဲ
4473,6256,ဖြတ်လျှောက်မ ဘောမ,po,ဖြတ်လျှောက်မ ဘောမ
4474,690,သူ မှန် သလို လို နဲ့ video တွေ တင် ထား တော့ ရှယ် ပဲ နော် မ သိ ရင် သူ မှန် သလို လို နဲ့,no,သူ မှန် သလို လို နဲ့ video တွေ တင် ထား တော့ ရှယ် ပဲ နော် မ သိ ရင် သူ မှန် သလို လို နဲ့
4475,3033,ကျက်သရေတုံး ခွေးဝဲစား ဂုတ်ကျား,ab,ကျက်သရေတုံး ခွေးဝဲစား ဂုတ်ကျား
4476,491,ဘောထမ်း,po,ဘောထမ်း
4477,5276,ဖင်အယားဆုံး ောက်ပေါ,ab,ဖင်အယားဆုံး ောက်ပေါ
4478,6149,ထည့် သေ,ab,ထည့် သေ
4479,3069,တာဇံ လီး ဝိုင်း ထိုး,ab,တာဇံ လီး ဝိုင်း ထိုး
4480,3207,ကောင်မ မယားငယ် ပဲ,ab,ကောင်မ မယားငယ် ပဲ
4481,5749,၁၃  က လူ တွေ အဲ့လို လွင့် ကြ တာ လား 🙂,no,၁၃ လူ တွေ အဲ့လို လွင့် ကြ တာ လား slightly_smiling_face
4482,187,$ဆင့် မ,ab,$ဆင့် မ
4483,1414,ခွေးမသား,po,ခွေးမသား
4484,6172,မ စောက်ပေါက်ဆိုး,ab,မ စောက်ပေါက်ဆိုး
4485,3200,စောက်တုံး မ,po,စောက်တုံး မ
4486,321,လီး ငါလိုး,ab,လီး ငါလိုး
4487,1333,ရိုက်သတ် တောင် ပေါက်,ab,ရိုက်သတ် တောင် ပေါက်
4488,805,ချ လူသတ် ခိုးဆိုးလုနှိုက် အကြမ်းဖက် ချ ချ မ ဆဲ ထမိန်ချုံ,po,ချ လူသတ် ခိုးဆိုးလုနှိုက် အကြမ်းဖက် ချ ချ မ ဆဲ ထမိန်ချုံ
4489,2088,ဖာ အပြာကား ပဲ ရိုက်,ab,ဖာ အပြာကား ပဲ ရိုက်
4490,6158,အကြမ်းဖက် သူပုန် ကလိမ်ကကျစ်ဥာဏ် မ,po,အကြမ်းဖက် သူပုန် ကလိမ်ကကျစ်ဥာဏ် မ
4491,823,စစ်ခွေး လူမဆန် နှိပ်စက် မ ဖင်ခံ တောင်,po,စစ်ခွေး လူမဆန် နှိပ်စက် မ ဖင်ခံ တောင်
4492,2041,ကလေး တုတ်အရင်ပြေးယူ ဖင်ရမ်းပြ စရိုက်,ab,ကလေး တုတ်အရင်ပြေးယူ ဖင်ရမ်းပြ စရိုက်
4493,5642,မန့် တွေ အကုန် ဖတ် ကြည့် ဦး 🤮,no,မန့် တွေ အကုန် ဖတ် ကြည့် ဦး face_vomiting
4494,3148,အကြမ်းဖက် လုပ် ယီး မ,po,အကြမ်းဖက် လုပ် ယီး မ
4495,5030,နိုင်ငံ ပြောင်း ပါ အခု က တစ် နိုင်ငံ လုံး ချီးတွင်းထဲကျ နေ တာ ပါ ချီးတွင်း က လွတ် ဖို့ ဆို ရင် နိုင်ငံ ပြောင်း မှ ပဲ ရ ပါ မယ်,no,နိုင်ငံ ပြောင်း ပါ အခု နိုင်ငံ လုံး ချီးတွင်းထဲကျ နေ တာ ပါ ချီးတွင်း လွတ် ဖို့ ဆို ရင် နိုင်ငံ ပြောင်း ပဲ ရ ပါ မယ်
4496,2882,စောက်ပို စောက်ပို လုပ်,ab,စောက်ပို စောက်ပို လုပ်
4497,2758,ခင်ဗျား ဗျာ သူများ လှ နေ တာ ကို မနာလို မ ဖြစ် ပါ နဲ့ 😁,no,ခင်ဗျား ဗျာ သူများ လှ နေ တာ ကို မနာလို မ ဖြစ် ပါ နဲ့ beaming_face_with_smiling_eyes
4498,1635,မ ကုန်းချင် မှန်း မှန်း,ab,မ ကုန်းချင် မှန်း မှန်း
4499,6483,PORNမ PORNအထီး ဖာ ငါLမ Sလုံး ကန်း,ab,PORNမ PORNအထီး ဖာ ငါLမ Sလုံး ကန်း
4500,5698,ငါလိုးမ ဖက်ခွက်စား ပဲ,ab,ငါလိုးမ ဖက်ခွက်စား ပဲ
4501,3861,မ လုပ် မအလ အကြမ်းဖက် သူပုန် ဓားပြတိုက် မ,po,မ လုပ် မအလ အကြမ်းဖက် သူပုန် ဓားပြတိုက် မ
4502,6194,တောင် လောက် မ sခွက်,ab,တောင် လောက် မ sခွက်
4503,3702,ဘောမ ပြောင်ကြီး,po,ဘောမ ပြောင်ကြီး
4504,6681,မအေလိုး ဖျက် လုပ် မအေလိုး မ မအေလိုး မ လုပ် မ လုပ် အကောင် ဖားယား လုပ် ပဲ လုပ်,po,မအေလိုး ဖျက် လုပ် မအေလိုး မ မအေလိုး မ လုပ် မ လုပ် အကောင် ဖားယား လုပ် ပဲ လုပ်
4505,1705,မှန်း စစ်ခွေး မှန်း မ မ,po,မှန်း စစ်ခွေး မှန်း မ မ
4506,2693,မ တောင် မ ဆဲဆို ပိတ်ပိတ်ကန်,po,မ တောင် မ ဆဲဆို ပိတ်ပိတ်ကန်
