text,label,original_index,cleaned_text
အော် မ ထင် ရ ဘူး,no,2200,အော် မ ထင် ရ ဘူး
မိုက်ရူးရဲဆန် ခဲ့ တယ် အရမ်း ချစ် လို့ အခု ချိန် ထိ သူ့ အချစ် ကို မျှော်လင့် နေ တုန်း ပဲ ကိုယ့် ကို တစ်စက်ကလေးမှ မ ချစ် တဲ့ သူ့ ကို အသက် ထက် ပို ပြီး တန်ဖိုး ထား မိ နေ တုန်း 😥 😥,no,3986,မိုက်ရူးရဲဆန် ခဲ့ တယ် အရမ်း ချစ် လို့ အခု ချိန် ထိ သူ့ အချစ် ကို မျှော်လင့် နေ တုန်း ပဲ ကိုယ့် ကို တစ်စက်ကလေးမှ မ ချစ် တဲ့ သူ့ ကို အသက် ထက် ပို ပြီး တန်ဖိုး ထား မိ နေ တုန်း sad_but_relieved_face sad_but_relieved_face
လုပ် ရဲ လား မေး ကြည့် အိမ် တိုင်း မှာ သေနတ် ရှိ တယ် သူ တို့ မ လုပ် ရဲ ဘူး,no,4264,လုပ် ရဲ လား မေး ကြည့် အိမ် တိုင်း မှာ သေနတ် ရှိ တယ် သူ မ လုပ် ရဲ ဘူး
အမေ နဲ့ ထိ ပြော ရ အောင် နင့် အမေ ကို ငါ လိုး နေ လို့ လား နင့် ကို ငါ ပြော နေ လို့ လား,ab,5427,အမေ နဲ့ ထိ ပြော ရ အောင် နင့် အမေ ကို ငါ လိုး နေ လို့ လား နင့် ကို ငါ ပြော နေ လို့ လား
ကြူကြူလှ စပ တောင် သူ့ လောက် စပ ပုံ မ ပေါ် ဘူး,ab,1828,ကြူကြူလှ စပ တောင် သူ့ လောက် စပ ပုံ မ ပေါ် ဘူး
ဖေလိုးမ နင် တော် လိုက် တော့,ab,842,ဖေလိုးမ နင် တော် လိုက် တော့
$ကျက်သရေတုံး တဲ့ အဘ ဘောမ ကောင် တွေ,po,4793,$ကျက်သရေတုံး တဲ့ အဘ ဘောမ ကောင် တွေ
ဒီ ကောင် က သောက်ရူး သမ္မတ အိမ်တော် မှာ တောင် ဘာ မှ အလုပ် မ ရှိ သွား ပြီး စလွယ် ကြီး သွားသွား လွယ် ပြီး ပတ် သွား နေ တာ 😂 😂 😂 😂,po,4854,ဒီ ကောင် သောက်ရူး သမ္မတ အိမ်တော် မှာ တောင် ဘာ အလုပ် မ ရှိ သွား ပြီး စလွယ် ကြီး သွားသွား လွယ် ပြီး ပတ် သွား နေ တာ face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
တော်လှန် ရေး အမည်ခံ လက်နက်ကိုင် အနိုင်ကျင့် သတ်ဖြတ် တာ တွေ များ နေ ပြီ များများ စိစစ် ဖို့ အရေးကြီး နေ ပြီ တကယ် လုပ် နေ သူ တွေ ပါ အယုံအကြည် ကင်းမဲ့ စေ တယ်,po,2119,တော်လှန် ရေး အမည်ခံ လက်နက်ကိုင် အနိုင်ကျင့် သတ်ဖြတ် တာ တွေ နေ ပြီ များများ စိစစ် ဖို့ အရေးကြီး နေ ပြီ တကယ် လုပ် နေ သူ တွေ ပါ အယုံအကြည် ကင်းမဲ့ စေ တယ်
ဘောမ တွေ တက်စုံလက်ညီ တွေ့ ရ တော့ မယ် နာနတ်သီးတော့မစားမိကြစေနဲ့,po,6684,ဘောမ တွေ တက်စုံလက်ညီ တွေ့ ရ တော့ မယ် နာနတ်သီးတော့မစားမိကြစေနဲ့
တစ် ရက် မှာ ၂ နာရီ ပြည့် အောင် တောင် လာ ဖူး လား စောက်ပို တွေ လုပ် တောင်းပန် မ နေ နဲ့,ab,4174,ရက် မှာ ၂ နာရီ ပြည့် အောင် တောင် လာ ဖူး လား စောက်ပို တွေ လုပ် တောင်းပန် မ နေ နဲ့
ယုတ်မာ တဲ့ သူ က ပို အကြောက် ကြီး တယ် ဒါကြောင့် ပို ယုတ်မာ ရက်စက် ပြ နေ တာ ဒီ ကောင် တွေ သွေးပျက် နေ ပြီ,po,5324,ယုတ်မာ တဲ့ သူ ပို အကြောက် ကြီး တယ် ဒါကြောင့် ပို ယုတ်မာ ရက်စက် ပြ နေ တာ ဒီ ကောင် တွေ သွေးပျက် နေ ပြီ
ဒီ ကောင်မ က သပိတ် တွေ ထွက် ဆန္ဒ တွေ ပြ နေ ကတည်းက ဘောမ လေ အဲ့ ကတည်းက BC ခွေးမ ကို 🙂,po,6729,ဒီ ကောင်မ သပိတ် တွေ ထွက် ဆန္ဒ တွေ ပြ နေ ကတည်းက ဘောမ လေ အဲ့ ကတည်းက BC ခွေးမ ကို slightly_smiling_face
ငါ့ မှာ ဘာ ဝဋ်ကြွေး တွေ ရှိ လို့ ဒီ ကမ ရဲ့ အင်တာဗျူး တွေ ပဲ ကြည့် နေ ရ တာ လဲ 😩,ab,1546,ငါ့ မှာ ဘာ ဝဋ်ကြွေး တွေ ရှိ လို့ ဒီ ကမ ရဲ့ အင်တာဗျူး တွေ ပဲ ကြည့် နေ ရ တာ လဲ weary_face
မျက်နှာပြောင် တယ် နော် ... ငါ စား နေ ရ တာ မြင် ရင် ဘယ်လို များ နေ မလဲ မ သိ ဘူး 😂,no,5971,မျက်နှာပြောင် တယ် နော် ... ငါ စား နေ ရ တာ မြင် ရင် ဘယ်လို နေ မလဲ မ သိ ဘူး face_with_tears_of_joy
ဒီ ခွေးသူတောင်းစား စစ်သား အမတ် တွေ ပါ နေ သ ၍ ပြည်သူ တွေ ဒုက္ခရောက် နေ ဦး မှာ ပဲ,po,3631,ဒီ ခွေးသူတောင်းစား စစ်သား အမတ် တွေ ပါ နေ သ ၍ ပြည်သူ တွေ ဒုက္ခရောက် နေ ဦး မှာ ပဲ
ဒိုင် တွေ Sခွက် ကြည့် ပြီး ရွံ ရ ပါ သော အစီအစဉ်,ab,3988,ဒိုင် တွေ Sခွက် ကြည့် ပြီး ရွံ ရ ပါ အစီအစဉ်
ချီးဟေ့ နင့် ပဲ တွေ့ နေ တယ် 🙂,ab,6790,ချီးဟေ့ နင့် ပဲ တွေ့ နေ တယ် slightly_smiling_face
ဘာရုပ်တွေမှန်းကိုမသိတာ ဘာ တွေ က နေ တာ ခံစား ပေး လို့ ကို မ ရ တဲ့ ထဲ ဘာသာ ကို ပါ စော်ကား လိုက် တော့ ကျက်သရေကအလိုလိုတုန်း သွား ရော ဖာ့,ab,3125,ဘာရုပ်တွေမှန်းကိုမသိတာ ဘာ တွေ နေ တာ ခံစား ပေး လို့ ကို မ ရ တဲ့ ထဲ ဘာသာ ကို ပါ စော်ကား လိုက် တော့ ကျက်သရေကအလိုလိုတုန်း သွား ရော ဖာ့
ဆံပင် ကောက်ကောက် ပါးဖောင်းဖောင်း ဘောမ လေး မွေး ပေး ပါ 😁 😁,po,517,ဆံပင် ကောက်ကောက် ပါးဖောင်းဖောင်း ဘောမ လေး မွေး ပေး ပါ beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes
တပ်ကုန်း မ ဘာ မ ဟုတ် တာ တဲ့ 🙂,po,3668,တပ်ကုန်း မ ဘာ မ ဟုတ် တာ တဲ့ slightly_smiling_face
သူများ မယား ရှိ တာ သိ လျက် နဲ့ ဘယ်လို မိန်းမ တွေ လဲ,no,1129,သူများ မယား ရှိ တာ သိ လျက် နဲ့ ဘယ်လို မိန်းမ တွေ လဲ
စောက်ခွက် က လည်း ခု မှ ရ လို့ ပဲ ချီ နေ တာ ပဲ နင့် အရင် ရ တဲ့ သူ တွေ တောင် နင့် လို စောက်ခွက် မ ဟုတ် ဘူး 😏 😏,ab,1815,စောက်ခွက် လည်း ခု ရ လို့ ပဲ ချီ နေ တာ ပဲ နင့် အရင် ရ တဲ့ သူ တွေ တောင် နင့် လို စောက်ခွက် မ ဟုတ် ဘူး smirking_face smirking_face
ခါးကိုင်း ဖင်ရှူး အာဏာရူး,po,5041,ခါးကိုင်း ဖင်ရှူး အာဏာရူး
Lashio က လား မန္တလေး က ဆိုရင် မနက်ဖြန် မနက် ဆို တာ နဲ့ ဆိုင် ဖျက် ပေး လိုက် လို့ ရ တယ်,no,6311,Lashio လား မန္တလေး ဆိုရင် မနက်ဖြန် မနက် ဆို တာ နဲ့ ဆိုင် ဖျက် ပေး လိုက် လို့ ရ တယ်
မသာ တွေ တစ်နေ့ က ည တည်းက ပျက် နေ တာ မနေ့ က လည်း တစ်နေကုန် တစ်ညလုံး ပျက် ခု လည်း ပျက် နေ တာ လေ လပြည့် နေ့ တောင် မ ရှောင် အကုသိုလ် ပေး နိုင် လွန်း တယ်,ab,6203,မသာ တွေ တစ်နေ့ ည တည်းက ပျက် နေ တာ မနေ့ လည်း တစ်နေကုန် တစ်ညလုံး ပျက် ခု လည်း ပျက် နေ တာ လေ လပြည့် နေ့ တောင် မ ရှောင် အကုသိုလ် ပေး နိုင် လွန်း တယ်
နိုင်ငံ ရေး စီးပွား ရေး တွေ လူ တွေ က အားလုံး ညစ် နေ ကြ တဲ့ ကြား ဘာ Sကြောင်း တွေ တုန်း ဟဲ့,ab,5064,နိုင်ငံ ရေး စီးပွား ရေး တွေ လူ တွေ အားလုံး ညစ် နေ ကြ တဲ့ ကြား ဘာ Sကြောင်း တွေ တုန်း ဟဲ့
ငါLowမ လူ တွေ က သူ များ အတွဲ ပြတ် သွား လည်း ပါ တာ ပဲ,ab,4416,ငါLowမ လူ တွေ သူ အတွဲ ပြတ် သွား လည်း ပါ တာ ပဲ
ပိုက်ဆံ သိန်း ၂၀ ဆို တာ ရှာ ရင် သာ အရိုးကြေကြေအရည်ခမ်းခမ်း ရှာ ရ တာ သုံး ရင် တစ် မနက် မ ခံ ဘူး,no,2583,ပိုက်ဆံ သိန်း ၂၀ ဆို တာ ရှာ ရင် သာ အရိုးကြေကြေအရည်ခမ်းခမ်း ရှာ ရ တာ သုံး ရင် မနက် မ ခံ ဘူး
နိုင်ငံ့ အဆင့် မှီ တွေ ပါ လား စပစား ဒိုင် တွေ,ab,5576,နိုင်ငံ့ အဆင့် မှီ တွေ ပါ လား စပစား ဒိုင် တွေ
စောက်မီး ပဲ အား နေ ဖျက် နေ ထမင်း လည်း မ တည် ရ ဟင်း လည်း မ ချက် ရ စောက်ဒေါသထွက် တယ် စောက်ခွေး တွေ စောက်အကြောင်းပြချက် တွေ ချည်း ပဲ 👍,ab,4764,စောက်မီး ပဲ အား နေ ဖျက် နေ ထမင်း လည်း မ တည် ရ ဟင်း လည်း မ ချက် ရ စောက်ဒေါသထွက် တယ် စောက်ခွေး တွေ စောက်အကြောင်းပြချက် တွေ ချည်း ပဲ thumbs_up
အမေရိကန် သတ် ထား တာ က ရော လူ ပေါင်း သန်း ၁၀ ချီ နေ ပြီ ဆို တာ သိ လား စောက်ပိန်း,po,266,အမေရိကန် သတ် ထား တာ ရော လူ ပေါင်း သန်း ၁၀ ချီ နေ ပြီ ဆို တာ သိ လား စောက်ပိန်း
မင်း ထောက်ခံ တဲ့ ဖ-ာစု ခွေး က မုဒိန်းကျင့် အိမ်တွေမီးရှို့ လူသတ် ရင် ကော မင်း ဖင်ခံ နေ တုန်း ပဲ ဟုတ် လား ဖ-ာစု ခွေးအုပ်စု,po,4324,မင်း ထောက်ခံ တဲ့ ဖ-ာစု ခွေး မုဒိန်းကျင့် အိမ်တွေမီးရှို့ လူသတ် ရင် ကော မင်း ဖင်ခံ နေ တုန်း ပဲ ဟုတ် လား ဖ-ာစု ခွေးအုပ်စု
ကောင်မ လူပါးဝ တာ ပါးချချင်စရာ,ab,2651,ကောင်မ လူပါးဝ တာ ပါးချချင်စရာ
မြင် တာ က တော့ နန်းတော် ထဲ ကို နွား တစ် ကောင် ဝင် သွား လို့ အဲ့ နွား က ရှင် ဘုရင် မ ဖြစ် သွား ဘူး ဒါပေမဲ့ နန်းတော် က တော့ နွားတင်းကုတ် ဖြစ် သွား တာ ပဲ အဖတ်တင် တယ် ခု လည်း အဲ လို ပဲ စောက်ရူး လိုလို စောက်ပေါ လိုလို နဲ့ သေချာ တာ တော့ မအလ က စောက်ရူး ပဲ,po,3292,မြင် တာ တော့ နန်းတော် ထဲ ကို နွား ကောင် ဝင် သွား လို့ အဲ့ နွား ရှင် ဘုရင် မ ဖြစ် သွား ဘူး ဒါပေမဲ့ နန်းတော် တော့ နွားတင်းကုတ် ဖြစ် သွား တာ ပဲ အဖတ်တင် တယ် ခု လည်း အဲ လို ပဲ စောက်ရူး လိုလို စောက်ပေါ လိုလို နဲ့ သေချာ တာ တော့ မအလ စောက်ရူး ပဲ
ခု VDO ဖိုင် မှာ ပြော တာ ကူညီ တာ မ ပါ ဘူး ကွ သူ တို့ ရဲ့ နိုင်ငံ ဦးတည် ချက် နဲ့ လက်ရှိ သူ တို့ ရဲ့ နိုင်ငံ မှာ မ တူညီ တဲ့ စည်းမျဉ်း နဲ့ နေထိုင် ကျင့်သုံး တာ မင်း ထည့် မ ပြော ပါ လား ပေါ်ပြူလာ ဖြစ် ချင် တာ လား ကိုယ့် နိုင်ငံ ကို ပရိယာယ် သုံး နှိမ် သွား တာ မင်း စာတတ် ရင် မင်း ထည့် မ ပြော ပါ လား မင်း က ထို စကား ကျ မ ပြော မ ရှင်း ပါ လား ငါ က မြန်မာ စစ်စစ် ငါ့ နိုင်ငံ ဘယ်လို ဖြစ် ဖြစ် ငါ ချစ် တယ် ကွ ခု အတိုကောက် ဖိုင် ရဲ့ အပြော မှာ မြန်မာ ပါ ပေမဲ့ မင်း ပြော တဲ့ ကူညီ တာ မ ပါ ဘူး မင်း စကားပြန် ရင် လည်း သူ ပြော တာ ကို ပဲ ထည့် ပြော စေ ချင် ပါ တယ်,no,3466,ခု VDO ဖိုင် မှာ ပြော တာ ကူညီ တာ မ ပါ ဘူး ကွ သူ ရဲ့ နိုင်ငံ ဦးတည် ချက် နဲ့ လက်ရှိ သူ ရဲ့ နိုင်ငံ မှာ မ တူညီ တဲ့ စည်းမျဉ်း နဲ့ နေထိုင် ကျင့်သုံး တာ မင်း ထည့် မ ပြော ပါ လား ပေါ်ပြူလာ ဖြစ် ချင် တာ လား ကိုယ့် နိုင်ငံ ကို ပရိယာယ် သုံး နှိမ် သွား တာ မင်း စာတတ် ရင် မင်း ထည့် မ ပြော ပါ လား မင်း ထို စကား ကျ မ ပြော မ ရှင်း ပါ လား ငါ မြန်မာ စစ်စစ် ငါ့ နိုင်ငံ ဘယ်လို ဖြစ် ဖြစ် ငါ ချစ် တယ် ကွ ခု အတိုကောက် ဖိုင် ရဲ့ အပြော မှာ မြန်မာ ပါ ပေမဲ့ မင်း ပြော တဲ့ ကူညီ တာ မ ပါ ဘူး မင်း စကားပြန် ရင် လည်း သူ ပြော တာ ကို ပဲ ထည့် ပြော စေ ချင် ပါ တယ်
နင် တို့ ဘာ ဖြစ် နေ ကြ တာ လဲ ဟင် မ သိ လို့ နော် ငါ လေ တော်ရုံ ဝင် ပါ လေ့ မ ရှိ ဘူး,no,3399,နင် ဘာ ဖြစ် နေ ကြ တာ လဲ ဟင် မ သိ လို့ နော် ငါ လေ တော်ရုံ ဝင် ပါ လေ့ မ ရှိ ဘူး
နင် လည်း သေ မယ့် နှစ် မှ စစ် ထဲ ဝင် သလို ပါ့ 😂 😂,no,6358,နင် လည်း သေ မယ့် နှစ် စစ် ထဲ ဝင် သလို ပါ့ face_with_tears_of_joy face_with_tears_of_joy
၈၈ တုန်း က လုပ် ခဲ့ သမျှ သဲ ထဲ ရေ သွန်,no,987,၈၈ တုန်း လုပ် ခဲ့ သမျှ သဲ ထဲ ရေ သွန်
ငါလိုးမသား လီး စကား မ ပြော နဲ့ အဲ့ ကောင် တွေ ဘက် က နာ နေ ရ အောင် မင်း အမေ ကို တတ် လိုး ပေး နေ တဲ့ မင်း ပထွေး လား ငါလိုးမသား အဲ့ ကောင် တွေ က မင်းအမေမျက်ခွက်ပုံကိုတက်နင်း ပြီး က နေ ရင် ရော မ မြင် လို့ တက် နင်း တာ လို ပြော ရင် မင်း လက်ခံ မှာ ပဲ လား မင်း က လက်ခံ မှာ ပါ ကျေးဇူးတင် တဲ့ အနေနဲ့ အမေ့ စက်ပက် ပါ တက် လိုး လို့ ပြော မယ် အကောင် ငါလိုးမသား မင်း ပါ ဖင်ခံ လီးစုပ် လုပ် ပေး လိုက် ဒီ လောက် ကြိုက် နေ ရင် ငါလိုးမသား လီး ပဲ,ab,3257,ငါလိုးမသား လီး စကား မ ပြော နဲ့ အဲ့ ကောင် တွေ ဘက် နာ နေ ရ အောင် မင်း အမေ ကို တတ် လိုး ပေး နေ တဲ့ မင်း ပထွေး လား ငါလိုးမသား အဲ့ ကောင် တွေ မင်းအမေမျက်ခွက်ပုံကိုတက်နင်း ပြီး နေ ရင် ရော မ မြင် လို့ တက် နင်း တာ လို ပြော ရင် မင်း လက်ခံ မှာ ပဲ လား မင်း လက်ခံ မှာ ပါ ကျေးဇူးတင် တဲ့ အနေနဲ့ အမေ့ စက်ပက် ပါ တက် လိုး လို့ ပြော မယ် အကောင် ငါလိုးမသား မင်း ပါ ဖင်ခံ လီးစုပ် လုပ် ပေး လိုက် ဒီ လောက် ကြိုက် နေ ရင် ငါလိုးမသား လီး ပဲ
အားပေး တယ် လူ ဆို တာ တစ်ခါတလေ ကျတော့ လည်း ဖြစ် သင့် တာ ကို ရွေး ရ မှာ ပဲ လေ,no,2449,အားပေး တယ် လူ ဆို တာ တစ်ခါတလေ ကျတော့ လည်း ဖြစ် သင့် တာ ကို ရွေး ရ မှာ ပဲ လေ
"ဒီ မအေloe အငုံ စိတ် လောက်ကောင် ပါတီ တွေ ကို NUG,NUCC က တရား မ ဝင် ကြေငြာ ပေး ပါ အကြမ်းဖက် စစ်တပ် နဲ့ ပူးပေါင်း သူ တွေ အဖြစ် နိုင်ငံတော် ပုန်ကန် မှု မြောက် သူ တွေ အဖြစ် ကြေငြာ ပေး ပါ ။",po,41,"ဒီ မအေloe အငုံ စိတ် လောက်ကောင် ပါတီ တွေ ကို NUG,NUCC တရား မ ဝင် ကြေငြာ ပေး ပါ အကြမ်းဖက် စစ်တပ် နဲ့ ပူးပေါင်း သူ တွေ အဖြစ် နိုင်ငံတော် ပုန်ကန် မှု မြောက် သူ တွေ အဖြစ် ကြေငြာ ပေး ပါ ။"
အင်း စောစောစီစီး ရင် မော လိုက် တာ ဝမ်းရေး အတွက် အလုပ် လုပ် နေ ကြ တဲ့ လူငယ် တွေ ဘဝ သနား မိ တယ် မိသားစု ချင်း ကိုယ်ချင်းမစာ လုပ် ရက် လိုက် ကြ တာ,no,5376,အင်း စောစောစီစီး ရင် မော လိုက် တာ ဝမ်းရေး အလုပ် လုပ် နေ ကြ တဲ့ လူငယ် တွေ ဘဝ သနား မိ တယ် မိသားစု ချင်း ကိုယ်ချင်းမစာ လုပ် ရက် လိုက် ကြ တာ
မင်းအမေလင် က ဗြောင် အမေတက်အုပ် နေ တာ ကို တကယ် မ လုပ် ပါ ဘူး စောင့်ကြည့် ပါ ဦး ဆို တော့ ဖုံးကင် လိုက် တော့ ကွာ,po,5753,မင်းအမေလင် ဗြောင် အမေတက်အုပ် နေ တာ ကို တကယ် မ လုပ် ပါ ဘူး စောင့်ကြည့် ပါ ဦး ဆို တော့ ဖုံးကင် လိုက် တော့ ကွာ
ဟုတ် တယ် သူ ပြော တဲ့ ဘော်လီ က ဝတ် ရ တာ သက်တောင့်သက်သာ ရှိ တယ် ကြိုက် လို့ ကိုယ် လည်း အဲ့လို အပျော့ ပဲ ဝတ် တယ် ဒါပေမဲ့ တစ် ခု သတိထား ရ တယ် ကိုယ် ဆို အဲ့ ထိပ် နေရာ လေး ကို တစ်ရှူး စ လေး နှစ် စ ခေါက် ပြီး တစ် ဖက် တစ် စ ဆီ ခံ ဝတ် တယ် အဲ့လို မှ အဆင်ပြေ မ ဟုတ် ရင် တော့ 😁 😁 😁 😁,no,156,ဟုတ် တယ် သူ ပြော တဲ့ ဘော်လီ ဝတ် ရ တာ သက်တောင့်သက်သာ ရှိ တယ် ကြိုက် လို့ ကိုယ် လည်း အဲ့လို အပျော့ ပဲ ဝတ် တယ် ဒါပေမဲ့ ခု သတိထား ရ တယ် ကိုယ် ဆို အဲ့ ထိပ် နေရာ လေး ကို တစ်ရှူး စ လေး နှစ် စ ခေါက် ပြီး ဖက် စ ဆီ ခံ ဝတ် တယ် အဲ့လို အဆင်ပြေ မ ဟုတ် ရင် တော့ beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes
"ဖေloema နင် တို့ လို $ခွက် တွေ ကို ခွေးသားရေပြား မှာ ရေး မှတ် ထား တယ် ။ ဘာ တဲ့ တစ် တိုင်းပြည် လုံး ရဲ့ အနာဂါတ် ကို ပြောင်းလဲ ပေး ဖို အနစ်နာခံ လုပ် ပေး နေ တဲ့ ငါ တို့ လို လူ တွေ ကို စော်ကား လိုက် တာ က ဘာ တဲ့ "" ဘာ မ ဟုတ် တာ အတွက် နဲ့ “ အေး နင် မှတ် ထား ထာဝရ ဖေloeMa",po,1914,"ဖေloema နင် လို $ခွက် တွေ ကို ခွေးသားရေပြား မှာ ရေး မှတ် ထား တယ် ။ ဘာ တဲ့ တိုင်းပြည် လုံး ရဲ့ အနာဂါတ် ကို ပြောင်းလဲ ပေး ဖို အနစ်နာခံ လုပ် ပေး နေ တဲ့ ငါ လို လူ တွေ ကို စော်ကား လိုက် တာ ဘာ တဲ့ "" ဘာ မ ဟုတ် တာ နဲ့ “ အေး နင် မှတ် ထား ထာဝရ ဖေloeMa"
မအလ အာဏာ သာ သိမ်း ထား တာ နိုင်နင်း အောင် မှ မ အုပ်ချုပ် တတ် ဘဲ သူ များ ပြော စရာ ဖြစ် ပြီ ပေါ့,po,6243,မအလ အာဏာ သာ သိမ်း ထား တာ နိုင်နင်း အောင် မ အုပ်ချုပ် တတ် ဘဲ သူ ပြော စရာ ဖြစ် ပြီ ပေါ့
စခ နဲ့ ယူ လိုက် တာ ကိုး နည်း တောင် နည်း သေး တယ်,po,4338,စခ နဲ့ ယူ လိုက် တာ ကိုး နည်း တောင် နည်း သေး တယ်
မနက်ဖြန် ပြော စရာ အကြောင်း မ ရှိ မှာ စိုး လို့ 🤣,no,162,မနက်ဖြန် ပြော စရာ မ ရှိ မှာ စိုး လို့ rolling_on_the_floor_laughing
စွကျိုးနဲ အေ ယဥ်ကျေး လိမ္မာ ဆို တာ ကို ဘာ မှန်း မ သိ တဲ့ ဒီအိုဂျီ တွေ က သင် ပေး ဦး မယ်,ab,4473,စွကျိုးနဲ အေ ယဥ်ကျေး လိမ္မာ ဆို တာ ကို ဘာ မှန်း မ သိ တဲ့ ဒီအိုဂျီ တွေ သင် ပေး ဦး မယ်
ပြန် အဆင်ပြေ ဖို့ တောင်းပန် ရ မယ့် အချိန် မှာ တောင် ဟို ကိစ္စ ပဲ ဦး တည် နေ တာ ဒီ လို လူမျိုး နဲ့ ရေစက် ကုန် သွား တာ ပို ကောင်း တယ်,no,2425,ပြန် အဆင်ပြေ ဖို့ တောင်းပန် ရ မယ့် အချိန် မှာ တောင် ဟို ကိစ္စ ပဲ ဦး တည် နေ တာ ဒီ လို လူမျိုး နဲ့ ရေစက် ကုန် သွား တာ ပို ကောင်း တယ်
ဆံပင် ကောက်ကောက် ပါးဖောင်းဖောင်း ဘောမ လေး မွေး ပေး ပါ 😁 😁,po,517,ဆံပင် ကောက်ကောက် ပါးဖောင်းဖောင်း ဘောမ လေး မွေး ပေး ပါ beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes
$ပို တွေ ထပ် ရေး ပြန် ပြီ ဘာ မှ မ လုပ် လည်း မီး ပျက် နေ တာ ပဲ ကို,ab,5026,$ပို တွေ ထပ် ရေး ပြန် ပြီ ဘာ မ လုပ် လည်း မီး ပျက် နေ တာ ပဲ ကို
အကို အသံ ကောင်း တော့ အဆိုတော် လုပ် ပါ့ လား ဗျ,no,4609,အကို အသံ ကောင်း တော့ အဆိုတော် လုပ် ပါ့ လား ဗျ
မနေ့ တည်းက tt မှာ တွေ့ လိုက် တည်း က စိတ်ညစ် နေ တာ လာ ပြန် ပြီ 😏 😏,no,6560,မနေ့ တည်းက tt မှာ တွေ့ လိုက် တည်း စိတ်ညစ် နေ တာ လာ ပြန် ပြီ smirking_face smirking_face
ငါပါးလာရိုက်ရမလား,ab,5132,ငါပါးလာရိုက်ရမလား
ငါ ကြား တာ ဗိုက်ဆာ လို့ ဆေးလိပ် ဗူး လျက် လိုက် တယ် ဆို လား 🥹,no,2540,ငါ ကြား တာ ဗိုက်ဆာ လို့ ဆေးလိပ် ဗူး လျက် လိုက် တယ် ဆို လား face_holding_back_tears
သောက်မြင်ကပ် လိုက် တာ မှ,ab,2123,သောက်မြင်ကပ် လိုက် တာ
ဘောမ နေ သော ၈၈ ပြောင်ကြီး 😂,po,3702,ဘောမ နေ ၈၈ ပြောင်ကြီး face_with_tears_of_joy
၈၈ က လူ တွေ အားမနာ ဘူး လား နွား,po,4085,၈၈ လူ တွေ အားမနာ ဘူး လား နွား
သက်ကြားရေအို အာဏာရူး,po,3799,သက်ကြားရေအို အာဏာရူး
တိုင်းပြည် စစ်မက် ဖြစ် နေ တာ ကို ဘာ မ ဟုတ် တာ လုပ် နေ မင်းမေသပတ်,po,3121,တိုင်းပြည် စစ်မက် ဖြစ် နေ တာ ကို ဘာ မ ဟုတ် တာ လုပ် နေ မင်းမေသပတ်
စစ်ခွေး တွေ က သူ တို့ သာ ရင် လူမဆန် စွာ နှိပ်စက် တယ် သူ တို့ မ နိုင် တဲ့ သူ နဲ့ တွေ့ ရင် ဖင်ခံ ဖို့ တောင် ဝန်မလေး ကြ ဘူး,po,823,စစ်ခွေး တွေ သူ သာ ရင် လူမဆန် စွာ နှိပ်စက် တယ် သူ မ နိုင် တဲ့ သူ နဲ့ တွေ့ ရင် ဖင်ခံ ဖို့ တောင် ဝန်မလေး ကြ ဘူး
ဥနီ လည်း ရ ပါ တယ် ဥဖြူ က ပို လို့ မွှေး ပါ တယ် ရှင်,no,4766,ဥနီ လည်း ရ ပါ တယ် ဥဖြူ ပို လို့ မွှေး ပါ တယ် ရှင်
တဏှာရူး ကြီး ရွံ စရာ ကောင်း လိုက် တာ ပြတ်သား နိုင် တာ အစ်မ အတွက် ကံကောင်း ပါ တယ် အစ်မ ဝဋ်ကြွေး အဲ့ဒီ မယားငယ်မ ဆက် ခံ ပါ စေ,ab,817,တဏှာရူး ကြီး ရွံ စရာ ကောင်း လိုက် တာ ပြတ်သား နိုင် တာ အစ်မ ကံကောင်း ပါ တယ် အစ်မ ဝဋ်ကြွေး အဲ့ဒီ မယားငယ်မ ဆက် ခံ ပါ စေ
ကိုယ့် ဟာ ကိုယ် တော ပြန် လုပ်စား နေ တာ အကောင်းသား Make Up လင်းလင်း က ခေါ် ပြီး ဘောမ ခိုင်း တော့ အဲ့ မှာ သောက်ရှက်ကွဲ တာ ပဲ 😅,ab,2809,ကိုယ့် ဟာ ကိုယ် တော ပြန် လုပ်စား နေ တာ အကောင်းသား Make လင်းလင်း ခေါ် ပြီး ဘောမ ခိုင်း တော့ အဲ့ မှာ သောက်ရှက်ကွဲ တာ ပဲ grinning_face_with_sweat
88 ကျောင်းသား တွေ ကိုယ်စား လဲဗီး ကိုကိုချီး,po,4765,88 ကျောင်းသား တွေ ကိုယ်စား လဲဗီး ကိုကိုချီး
