Priority,Comp Type,Comp Name,Test,Description
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Maximum query elapsed time is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Major,Oracle Database,New+AF8-CB+AF8-CDB,Disk Space, High disk space usage on /db+AF8-data23 drive of New+AF8-CB+AF8-CDB
Major,Oracle Database,New+AF8-CB+AF8-DB,Disk Space, High disk space usage on /db+AF8-data24 drive of New+AF8-CB+AF8-DB
Major,Oracle Database,New+AF8-CB+AF8-CDB,System Details, Many blocked processes on New+AF8-CB+AF8-CDB
Major,Oracle Database,New+AF8-CB+AF8-DB,Disk Space, High disk space usage on /db+AF8-data23 drive of New+AF8-CB+AF8-DB
Major,Oracle Database,New+AF8-CB+AF8-DB,Swap, High percentage of swap space used on New+AF8-CB+AF8-DB
Minor,Oracle Database,New+AF8-CB+AF8-DB,System Details, Many blocked processes on New+AF8-CB+AF8-DB
Minor,Kubernetes Cluster,flexcube+AC0-cbs+AC0-uat+AC0-tkc:6443,K8s Pods by Namespace, There are many waiting containers in pod obic+AC0-interest+AC0-extrp+AC0-service+AC0-9cd9c45b+AC0-v7mpg of namespace javaic on Kubernetes Cluster flexcube+AC0-cbs+AC0-uat+AC0-tkc
Critical,External Web,ibanking:443,HTTP, The web page HomePage is not available for external access. This is affecting External Web ibanking
Minor,Oracle Database,eG+AF8-Backend+AF8-DB:1521:egrepdc,Oracle Alerts, Many recent errors in the Alert Log of Oracle Database eG+AF8-Backend+AF8-DB:1521:egrepdc +AHs-Summary+AH0-
Minor,Oracle Database,eG+AF8-Backend+AF8-DB:1521:egrepdc,Oracle Alerts, Many recent ORA+AC0-16038 errors in the Alert Log of Oracle Database eG+AF8-Backend+AF8-DB:1521:egrepdc
Major,Microsoft SQL,CBMNET+AF8-FIGW+AF8-DB+AF8-SERVER+AF8-DR:1433,SQL Error Log, Many user errors have been detected in Microsoft SQL server CBMNET+AF8-FIGW+AF8-DB+AF8-SERVER+AF8-DR:1433's error log
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Long Running Queries, One or more long running queries have been detected on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,AWS Cloud,bluejay+AC0-workflow+AC0-prod,AWS RDS Events, Many maintenance +AHs-system+AC0-update+AH0-
Minor,AWS Cloud,bluejay+AC0-workflow+AC0-prod,AWS RDS Events, Many maintenance +AHs-Summary+AH0-
Minor,SAP HANA Database,KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015,HANA Locks, Average exclusive lock wait time is high on SAP HANA Database KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015
Minor,SAP HANA Database,KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015,HANA Locks, Average shared lock wait time is high on SAP HANA Database KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Sessions, Many blocked sessions on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,AWS Cloud,flexcube+AC0-corebanking+AC0-prd,AWS EC2 Instances, Many instances have been removed recently from AWS Cloud flexcube+AC0-corebanking+AC0-prd
Minor,eG Agent,eG+AF8-RUM+AF8-Agent,Tests, Tester AWSCloudFrontTest of eG Agent eG+AF8-RUM+AF8-Agent is overloaded
Major,Oracle Database,New+AF8-CB+AF8-DB,System Details, Many blocked processes on New+AF8-CB+AF8-DB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Scans, Percentage of long table scans is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Maximum query elapsed time is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Microsoft IIS Web,Sys01+AF8-Prod+AF8-DR+AF8-10.11.170.13:80,.NET CLR, Queue length is high +AHs-apgtopup1535+AFw-Summary+AH0-
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There are many waiting containers in pod aws+AC0-guardduty+AC0-agent+AC0-dwkql of namespace amazon+AC0-guardduty on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There are many waiting containers in pod aws+AC0-guardduty+AC0-agent+AC0-xw57m of namespace amazon+AC0-guardduty on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Kubernetes Cluster,flexcube+AC0-cbs+AC0-uat+AC0-tkc:6443,K8s Pods by Namespace, There are many waiting containers in pod obic+AC0-interest+AC0-extrp+AC0-service+AC0-9cd9c45b+AC0-v5k4x of namespace javaic on Kubernetes Cluster flexcube+AC0-cbs+AC0-uat+AC0-tkc
Major,Oracle Database,BIREPOPDB:1665:KBZBIREPOPDB,Oracle Wait Class, Other waits are taking time on Oracle Database BIREPOPDB:1665:KBZBIREPOPDB
Major,Oracle Database,New+AF8-CB+AF8-DB,Swap, High percentage of swap space used on New+AF8-CB+AF8-DB
Major,Oracle Database,New+AF8-CB+AF8-DB,Disk Space, High disk space usage on /db+AF8-data23 drive of New+AF8-CB+AF8-DB
Major,Oracle Database,New+AF8-CB+AF8-CDB,Disk Space, High disk space usage on /db+AF8-data23 drive of New+AF8-CB+AF8-CDB
Major,Oracle Database,New+AF8-CB+AF8-CDB,System Details, Many blocked processes on New+AF8-CB+AF8-CDB
Major,Oracle Database,New+AF8-CB+AF8-DB,Disk Space, High disk space usage on /db+AF8-data24 drive of New+AF8-CB+AF8-DB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,EYLOAN+AF8-Oracle+AF8-DB,TCP, Many TCP connections are established on the system EYLOAN+AF8-Oracle+AF8-DB
Major,Oracle Database,eG+AF8-Backend+AF8-DB,System Details, Many blocked processes on eG+AF8-Backend+AF8-DB
Minor,Oracle Database,eG+AF8-Backend+AF8-DB+AF8-DR,I/O Waits, High CPU utilization when waiting for I/O on eG+AF8-Backend+AF8-DB+AF8-DR
Major,Oracle Database,eG+AF8-Backend+AF8-DB:1521:egrepdc,Oracle Dataguard Status, Destination status LOG+AF8-ARCHIVE+AF8-DEST+AF8-2 is abnormal on Oracle Database eG+AF8-Backend+AF8-DB:1521:egrepdc
Minor,AWS Cloud,HRIS+AF8-Prod,AWS RDS Events, Many maintenance +AHs-system+AC0-update+AH0-
Minor,AWS Cloud,HRIS+AF8-Prod,AWS RDS Events, Many maintenance +AHs-Summary+AH0-
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Maximum query elapsed time is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Major,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB,I/O Waits, High CPU utilization when waiting for I/O on AWS+AF8-CBS+AF8-Reporting+AF8-DB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Scans, Percentage of long table scans is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB,Oracle DataFiles, Read rate from datafile sfcubstab+AF8-00.dbf is high on Oracle Database ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB
Major,AWS Cloud,flexcube+AC0-corebanking+AC0-prd,AWS Application Load Balancer, Many HTTP 5XX responses on load balancer app/flexcube+AC0-loadbalancer+AC0-prod1/dd97bd39a3f8c9b6 of AWS Cloud flexcube+AC0-corebanking+AC0-prd
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There have been many container termination failures for pod aws+AC0-guardduty+AC0-agent+AC0-xw57m of namespace amazon+AC0-guardduty on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There have been many container termination failures for pod aws+AC0-guardduty+AC0-agent+AC0-dwkql of namespace amazon+AC0-guardduty on Kubernetes Cluster NewCoreBankingProdEnv
Minor,VMware vSphere ESX,dc+AC0-ucsx03+AC0-12,VM Details +AC0- ESX, Memory usage is high for system dc+AC0-itsns+AC0-pdws+AC0-intm+AC0-Network+AC0-jmp01 . This system is hosted on VMware vSphere ESX server dc+AC0-ucsx03+AC0-12
Critical,Kubernetes Cluster,flexcube+AC0-cbs+AC0-uat+AC0-tkc:6443,K8s Events, Many back+AC0-off restarting failed containers on Kubernetes Cluster flexcube+AC0-cbs+AC0-uat+AC0-tkc
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-w3wp+ACM-5+AH0-
Minor,AWS Cloud,apiring+AC0-aws+AC0-prd,AWS RDS Events, Many maintenance +AHs-system+AC0-update+AH0-
Minor,AWS Cloud,apiring+AC0-aws+AC0-prd,AWS RDS Events, Many maintenance +AHs-Summary+AH0-
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Scans, Percentage of long table scans is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,New+AF8-CB+AF8-CDB+AF8-DR,I/O Waits, High CPU utilization when waiting for I/O on New+AF8-CB+AF8-CDB+AF8-DR
Minor,Oracle Database,New+AF8-CB+AF8-DB+AF8-DR,I/O Waits, High CPU utilization when waiting for I/O on New+AF8-CB+AF8-DB+AF8-DR
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Maximum query elapsed time is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,eG+AF8-Backend+AF8-DB,Disk Space, High disk space usage on /archive+AF8-new drive of eG+AF8-Backend+AF8-DB
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB,I/O Waits, High CPU utilization when waiting for I/O on AWS+AF8-CBS+AF8-Reporting+AF8-DB
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There are many waiting containers in pod aws+AC0-guardduty+AC0-agent+AC0-nwk7w of namespace amazon+AC0-guardduty on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Kubernetes Cluster,flexcube+AC0-cbs+AC0-uat+AC0-tkc:6443,K8s Pods by Namespace, There are many waiting containers in pod obic+AC0-interest+AC0-extrp+AC0-service+AC0-9cd9c45b+AC0-v7mpg of namespace javaic on Kubernetes Cluster flexcube+AC0-cbs+AC0-uat+AC0-tkc
Major,AWS Cloud,flexcube+AC0-corebanking+AC0-prd,AWS EC2 Instance Performance, CPU utilization is high for EC2 instance +AC0-:i+AC0-07d378eca4a2a1956 in region ap+AC0-southeast+AC0-1. This instance is hosted on AWS Cloud flexcube+AC0-corebanking+AC0-prd
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-Summary+AH0-
Minor,SAP HANA Database,KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015,HANA Locks, Average shared lock wait time is high on SAP HANA Database KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015
Minor,SAP HANA Database,KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015,HANA Locks, Average exclusive lock wait time is high on SAP HANA Database KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015
Minor,Solaris,BIREPO+AF8-DB+AF8-Node+AF8-1,Disk Space, High disk space usage on /export/home/orarom drive of BIREPO+AF8-DB+AF8-Node+AF8-1
Major,Oracle Database,eG+AF8-Backend+AF8-DB:1521:egrepdc,Oracle Dataguard Status, Destination status LOG+AF8-ARCHIVE+AF8-DEST+AF8-1 is abnormal on Oracle Database eG+AF8-Backend+AF8-DB:1521:egrepdc
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Maximum query elapsed time is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Scans, Percentage of long table scans is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There have been many container termination failures for pod aws+AC0-guardduty+AC0-agent+AC0-nwk7w of namespace amazon+AC0-guardduty on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There are many waiting containers in pod aws+AC0-guardduty+AC0-agent+AC0-hgf4p of namespace amazon+AC0-guardduty on Kubernetes Cluster NewCoreBankingProdEnv
Major,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB,I/O Waits, High CPU utilization when waiting for I/O on AWS+AF8-CBS+AF8-Reporting+AF8-DB
Minor,AWS Cloud,HRIS+AF8-Prod,AWS EC2 Instances, Many instances have been removed recently from AWS Cloud HRIS+AF8-Prod
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,AWSCBS+AF8-Reporting+AF8-GG,GoldGtLogTest+AF8-ex,TimeSinceLastChckPoint  +AHs-REPLICAT/RLOTNF+AH0-
Critical,Oracle Database,ONPREM+AF8-KBZPRDSTBY+AF8-CDB:1580:KBZPRDSTBY,Oracle Instance Status, Oracle Database instance ONPREM+AF8-KBZPRDSTBY+AF8-CDB:1580:KBZPRDSTBY is down
Major,Oracle Database,ONPREM+AF8-KBZPRDSTBY+AF8-CDB,Memory Usage, Memory utilization is high on ONPREM+AF8-KBZPRDSTBY+AF8-CDB
Major,Oracle Database,ONPREM+AF8-KBZPRDDCPDB+AF8-PDB,Memory Usage, Memory utilization is high on ONPREM+AF8-KBZPRDDCPDB+AF8-PDB
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,AWSCBS+AF8-Reporting+AF8-GG,GoldGtLogTest+AF8-ex,TimeSinceLastChckPoint  +AHs-REPLICAT/RLOTNC+AH0-
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB,Oracle DataFiles, Write rate to datafile SFCUBSTAB+AF8-114.dbf is high on Oracle Database AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB,Oracle DataFiles, Write rate to datafile SFCUBSIDX+AF8-28.dbf is high on Oracle Database AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Maximum query elapsed time is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Scans, Percentage of long table scans is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There have been many container termination failures for pod aws+AC0-guardduty+AC0-agent+AC0-hgf4p of namespace amazon+AC0-guardduty on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Kubernetes Cluster,flexcube+AC0-cbs+AC0-uat+AC0-tkc:6443,K8s Pods by Namespace, There are many waiting containers in pod obic+AC0-interest+AC0-extrp+AC0-service+AC0-9cd9c45b+AC0-v5k4x of namespace javaic on Kubernetes Cluster flexcube+AC0-cbs+AC0-uat+AC0-tkc
Minor,Oracle Database,eG+AF8-Backend+AF8-DB+AF8-DR:1521:egrepdr,Oracle SGA, Buffer cache hit ratio is low on Oracle Database eG+AF8-Backend+AF8-DB+AF8-DR:1521:egrepdr
Critical,Kubernetes Cluster,flexcube+AC0-cbs+AC0-uat+AC0-tkc:6443,K8s Events, Many back+AC0-off restarting failed containers on Kubernetes Cluster flexcube+AC0-cbs+AC0-uat+AC0-tkc
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,AWS Cloud,cbs+AC0-reporting+AC0-prd,AWS EC2 Instances, Many instances have been removed recently from AWS Cloud cbs+AC0-reporting+AC0-prd
Major,AWS Cloud,flexcube+AC0-corebanking+AC0-prd,AWS EC2 Instance Performance, CPU utilization is high for EC2 instance +AC0-:i+AC0-07d378eca4a2a1956 in region ap+AC0-southeast+AC0-1. This instance is hosted on AWS Cloud flexcube+AC0-corebanking+AC0-prd
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-zb.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-Summary+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-zb.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-w3wp+ACM-6+AH0-
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Scans, Percentage of long table scans is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There are many waiting containers in pod aws+AC0-guardduty+AC0-agent+AC0-72896 of namespace amazon+AC0-guardduty on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There are many waiting containers in pod aws+AC0-guardduty+AC0-agent+AC0-ws4b9 of namespace amazon+AC0-guardduty on Kubernetes Cluster NewCoreBankingProdEnv
Major,Microsoft SQL,CBMNET+AF8-FIGW+AF8-DB+AF8-SERVER+AF8-DR:1433,SQL Error Log, Many user errors have been detected in Microsoft SQL server CBMNET+AF8-FIGW+AF8-DB+AF8-SERVER+AF8-DR:1433's error log
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Long Running Queries, One or more long running queries have been detected on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,New+AF8-CB+AF8-CDB,System Details, Many blocked processes on New+AF8-CB+AF8-CDB
Minor,Oracle Database,eG+AF8-Backend+AF8-DB+AF8-DR,I/O Waits, High CPU utilization when waiting for I/O on eG+AF8-Backend+AF8-DB+AF8-DR
Minor,AWS Cloud,HRIS+AF8-Prod,AWS RDS Events, Many maintenance +AHs-system+AC0-update+AH0-
Minor,AWS Cloud,HRIS+AF8-Prod,AWS RDS Events, Many maintenance +AHs-Summary+AH0-
Minor,AWS Cloud,p2p+AC0-sap+AC0-hana+AC0-prd,AWS EC2 Instances, Many instances have been removed recently from AWS Cloud p2p+AC0-sap+AC0-hana+AC0-prd
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB,Oracle DataFiles, Write rate to datafile SFCUBSTAB+AF8-78.dbf is high on Oracle Database AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Maximum query elapsed time is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Scans, Percentage of long table scans is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Major,Linux,BI+AF8-Reporting+AF8-Prod,System Details, Many blocked processes on BI+AF8-Reporting+AF8-Prod
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, Many containers of pod aws+AC0-guardduty+AC0-agent+AC0-hdsz6 of namespace amazon+AC0-guardduty are not ready on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There are many waiting containers in pod aws+AC0-guardduty+AC0-agent+AC0-hdsz6 of namespace amazon+AC0-guardduty on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There have been many container termination failures for pod aws+AC0-guardduty+AC0-agent+AC0-72896 of namespace amazon+AC0-guardduty on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Oracle Database,New+AF8-CB+AF8-DB,System Details, Many blocked processes on New+AF8-CB+AF8-DB
Minor,Oracle Database,ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB,Oracle DataFiles, Read rate from datafile sfcubstab.18532.1196823447 is high on Oracle Database ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB
Minor,Oracle Database,ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB,Oracle DataFiles, Read rate from datafile sfcubstab.30966.1196823455 is high on Oracle Database ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB
Minor,Kubernetes Cluster,flexcube+AC0-cbs+AC0-uat+AC0-tkc:6443,K8s Pods by Namespace, There are many waiting containers in pod obic+AC0-interest+AC0-extrp+AC0-service+AC0-9cd9c45b+AC0-v7mpg of namespace javaic on Kubernetes Cluster flexcube+AC0-cbs+AC0-uat+AC0-tkc
Minor,Oracle Database on Cloud,APIRDB:1580,Oracle DataFiles, Write rate to datafile o1+AF8-mf+AF8-apidat+AF8-d+AF8-l8rb9t0s+AF8-.dbf is high on Oracle Database on Cloud APIRDB:1580
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB,I/O Waits, High CPU utilization when waiting for I/O on AWS+AF8-CBS+AF8-Reporting+AF8-DB
Minor,AWS Cloud,bluejay+AC0-workflow+AC0-prod,AWS RDS Events, Many maintenance +AHs-system+AC0-update+AH0-
Minor,AWS Cloud,bluejay+AC0-workflow+AC0-prod,AWS RDS Events, Many maintenance +AHs-Summary+AH0-
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Sessions, Many blocked sessions on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,eG Agent,10.13.96.40,JVM Threads, Blocking threads in the JVM of eG Agent 10.13.96.40
Critical,eG Agent,eG+AF8-RUM+AF8-Agent,Tests, Test AWSAmazonWAFTest is not reporting at configured measure period on eG Agent eG+AF8-RUM+AF8-Agent
Minor,AWS Cloud,KBZ+AC0-Project,AWS EC2 Instances, Many instances have been removed recently from AWS Cloud KBZ+AC0-Project
Minor,Oracle Database,ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB,Oracle DataFiles, Read rate from datafile sfcubstab+AF8-02.dbf is high on Oracle Database ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB
Minor,Oracle Database,ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB,Oracle DataFiles, Read rate from datafile sfcubstab.14294.1194948701 is high on Oracle Database ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB
Minor,Oracle Database,ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB,Oracle DataFiles, Read rate from datafile sfcubstab.23864.1195380491 is high on Oracle Database ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB
Minor,Oracle Database,ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB,Oracle DataFiles, Read rate from datafile sfcubstab.13635.1194949251 is high on Oracle Database ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB
Minor,Oracle Database,ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB,Oracle DataFiles, Read rate from datafile sfcubstab+AF8-22.dbf is high on Oracle Database ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB
Minor,Oracle Database,ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB,Oracle DataFiles, Read rate from datafile sfcubstab+AF8-04.dbf is high on Oracle Database ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB
Minor,Oracle Database,ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB,Oracle DataFiles, Read rate from datafile sfcubstab.11358.1193322589 is high on Oracle Database ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Scans, Percentage of long table scans is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Critical,External Web,ibanking:443,HTTP, TCP connection failed when accessing the web page HomePage. This is affecting External Web ibanking
Major,AWS Cloud,flexcube+AC0-corebanking+AC0-prd,AWS Application Load Balancer, Many HTTP 5XX responses on load balancer app/flexcube+AC0-loadbalancer+AC0-prod1/dd97bd39a3f8c9b6 of AWS Cloud flexcube+AC0-corebanking+AC0-prd
Major,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB,I/O Waits, High CPU utilization when waiting for I/O on AWS+AF8-CBS+AF8-Reporting+AF8-DB
Minor,Oracle Database,eG+AF8-Backend+AF8-DB+AF8-DR:1521:egrepdr,Oracle SGA, Parse CPU to parse elapsed ratio is low on Oracle Database eG+AF8-Backend+AF8-DB+AF8-DR:1521:egrepdr
Minor,AWS Cloud,AWS+AF8-Security,AWS EC2 Instances, Many instances have been removed recently from AWS Cloud AWS+AF8-Security
Minor,Oracle Database,BIREPOPDB:1665:KBZBIREPOPDB,Oracle SQL Workload, Maximum query elapsed time is high on Oracle Database BIREPOPDB:1665:KBZBIREPOPDB
