original_index,text,label
875,မအလ မ ပဲ ဖင်ပေး,po
3724,အေလိုး ဂဏန်း,po
4834,မအေလိုး မ ပဲ မ,po
2964,မ ငလူး ဘောမ,ab
1534,ရန်ကုန် ရောက် ရင် သွား စား မယ်,no
5634,အာဏာရူး မအလ,po
1202,လုပ် ခိုး သောက်မျိုး ပဲ,po
1677,စခ လုပ် ဖင်ကုန်းခံ sခွက်,po
3215,မင်းအောင်လှိုင် လုပ် ပေး လို့ ခု လို မြန်မာ နိုင်ငံ ကြီး နာမည် ကြီး လာ တာ သွား ကန်တော့ ရ မယ် L33 အချောင်း ( ၁၀၀ ) လောက် နဲ့ 😂,no
861,လူငယ် တွေ နော် လုပ် ရင် မ ဖြစ် တာ မ ရှိ ဘူး,no
55,ငါတို့ က တော့ ပျော်ပျော် ရှာ ပျော်ပျော် သုံး ပါ ပဲ,no
6329,ဘယ် မိသားစု က ပဲ ဖြစ်ဖြစ် ကလေး သူငယ် တွေ ကို တော့ သက်ညှာ သင့် တယ် လူ ပီသ ကြ ပါစေ,no
5087,အရင် မိန်းမ ကို အရမ်း လွမ်း နေ လို့ ထင် တယ်,no
5380,ဒေါ်လာ မ မြင် ဖူး လို့ ခု လို ပြ ပေး တာ ကျေးဇူးတင် လိုက် တာ အမ ရယ် ခု တော့ မြင် ဖူး သွား ပြီ 🥲,no
1107,စောက်ပို,ab
1171,စောက်ရူး နားမျက်စိတွေကန်း လီးစုတ်,po
2186,ဆုံးမ မယ့် သူ မ ရှိ ကြောက် ရ မယ့် သူ မ ရှိ စည်းစိမ် ချမ်းသာ ရုပ်ရည် ရူပါ မာန် တွေ တက် မိဘ ကို မိဘ မှန်း မ သိ အောင် ဖြစ် ချင် တိုင်း ဖြစ် ကုန် ရော သင်ခန်းစာ ယူ တတ် ပါ စေ,no
547,စောက်ပိန်း,po
5150,မယားငယ် မ,ab
401,soutover ပဲ,ab
3604,သူများ ပေါ် စေတနာ ထား လုပ် ပေး ကြ လို့ မ ရ ဘူး လား ဟင် အမ တို့ က,no
6411,မအေလိုး လူပါးဝ ပဲ,po
5838,ကုလား ဆို တော့ ခင်ဗျား က ဗမာ မ ဟုတ် ဘူး လား ခင်ဗျား နေရာ ရ အောင် ကြိုးစား ပေါ့ အမြဲတမ်း လူမျိုးကြီး ဝါဒ ချည်း ပဲ နော်,no
3260,စောက်ပို မ သတ် ပဲ,po
5910,သူ့ ယောက်ျား ဖြစ် သူ က မှ မယားကြီး ကို စိတ် မ ရှိ တော့ လို့ ရိုက်နှက် ထိုးကြိတ် နေ တာ ကို နှိပ်စက် ခံ ပြီး ဆက် မ နေ သင့် တော့ ဘူး လေ ကွာ ပစ် လိုက် တာ မှန် ပါ တယ်,no
2600,မင်းဆိုးမင်းညစ်,po
5927,ယောက်ျားဖျာသည် မယားငယ် ပဲ,ab
3714,မင်းပထွေး စစ်ခွေး,po
2863,မ လုပ် မ leeတပ်,po
6538,မ အာဏာရူး,po
3592,နား ရှိ လို့ သာ ကြား ရ တယ် ကိုယ် တောင် နေ စရာ မ ရှိ,no
2609,ထမင်းစားpခွေးလောက်လောက်တောင်အသိမရှိ အသုဘကောင်,ab
6744,ဘာ ပြောပြော ဝင်းသူဇာ ထက် တော့ သာ တယ်,no
4316,ပစ်သတ် နားတွေမျက်စိတွေမပါကြဘူးထင်ပါရဲ့,po
2852,ငါလိုးမသား လီး ခိုး မ လီး လုပ် ငါလိုးမသား ကိုမေကိုလိုး,ab
1782,Sကြီးsကျယ်,ab
224,စောက်ကြောတင်း,ab
5433,စောက်ကလေး ဖင်ဝိုင်းချ,ab
4123,ပုစွန်တောင် ဘက် တစ် ရက် ရှစ် နာရီ လောက် ပဲ မီး ရ တာ April လဆန်း ကတည်းက ရေ တောင် မ ရ ကြ ပါ ပုစွန်တောင် က လူ တွေ အေး ကြ တာ လား မ သိ ? အသံ ကို မ ထွက် ရဲ ကြ ဘူး 😢 ရေ ပါ မ ရ အောင် မီး ပျက် ချိန် များ တာ 😓 😥,no
1064,ခွေးစစ်သား အရှင်မထားသင့် ခွေးစိတ် ပဲ ခွေးစစ်သား,po
1970,စောက်ယွ မ,ab
4040,မအလ သူခိုး ပဲ,po
2032,ကောင်း တယ် လုပ် သင့် ပါ တယ် မိဘ နဲ့ မိသားစု တွေ မ ရှိ တော့ တဲ့ အချိန် ခု တော့ မ လုပ် သေး ဘူး မိဘ နဲ့ ဆရာ ဆရာ မ တွေ ရဲ့ ဆုံး မ မှု ကြောင့် ပါ,no
1870,လင်ဒရူး တဏှာငယ်ထိပ်ရောက် ရွံ,ab
1394,မ ကောင်မ မ မ မ မ ပဲ,ab
4767,တောင် စောက်တလွဲ,ab
3358,နီပိတ် ပဲ,po
3417,မအလ,po
3469,မအေလိုး ဖြတ် ဝိုးလွိုင်း မအေလိုး,ab
6488,ဘယ်လို ပြော ပြော အဆစ် အပေါက် က တော့ တည့် နေ တာ ပဲ,no
154,ဟုတ် ပါ့ ဗျာ ကလေး ကို ဘာ လို့ ဆဲ နေ ကြ တာ လဲ မ သိ ဘူး ကလေး က ပြေလည် ရာ ပြေလည် ကြောင်း သူ့ ဘာသာ sexy dance ဆွဲ နေ တာ ကို 😁,no
954,တချို့ မေးခွန်း တွေ က လူ တွေ ရဲ့ သိက္ခာ တွေ ပါ ပါ နေ တာ ဒီ လို ဖိအား တွေ ကြောင့် လူ တစ် ယောက် ရဲ့ အသက် ပါ စတေး ခဲ့ တာ တွေ အရှေ့ မှာ ရှိ ခဲ့ တာ နော် စကား ကို ပြေပြေလည်လည် ပြော ပါ လုံးဝ ကန့်ကွက် တယ် 👲👲,no
5145,သောက်ရှက် မ မိမစစ်ဖမစစ်,ab
4039,အဲ့ တာ ဘယ် ကျောင်း လဲ ဟင် ငါ ကျောင်း တက် တုန်း က ဆို ကျောင်း က ကွန်ပျူတာ တွေ ပျက် နေ လို့ တဲ့ အခန်း ထဲ တောင် မ ရောက် ဖူး ခဲ့ ဘူး .. 🙃,no
6417,အစိမ်း crop လေး တောင် ကြိုက် လို ကြည့် မိ သေး တယ် အကုန် လှ တယ် ဝတ် ပြ တာ 🤍,no
1171,စောက်ရူး နားမျက်စိတွေကန်း လီးစုတ်,po
6557,ဆေး ပုလင်း တွေ ချိတ် ရ တဲ့ အထိ ဆေးရုံ မ တက် ရ တာ ပဲ ရှိ တယ် .. မ တန် ခဲ့ ဘူး လေ 😃,no
502,သေနတ် ရှိ တာ တော့ ဟုတ် ပါ ပြီ တောခို ပြီး ပြန် တိုက် ဖို့ တော ရှိ လား မ သိ လို့ ပါ,no
4,မအေဋိုး ကျက်သရေတုံး မ,po
6002,သူ့ အဖေ ဆုံး တာ တောင် နောက် ရက် live လွှင့် ပြီး တဟီးဟီး ဟားဟား နဲ့ ပါ ဗျာ 🥲,no
6277,စောက်ခွက် ဖြတ်ဖြတ်ကန်,ab
4120,စောက်ကြောင်း စဆရက စောက်ပူ လုပ် မအေလိုး ဆဲ,ab
1308,ပဲ ပဲ စောက်ကျင့် မ မ,po
984,ကိုနှာဘူး,po
1312,ဘယ် မှာ ရောင်း တာ လဲ နီး ရင် လာ အားပေး မယ်,no
5678,ကိုယ့် သူငယ်ချင်း သူ့ ရုံး မှာ လုပ် ခဲ့ ဖူး လို့ သူ့ အကြောင်း တော့ ကြား ဖူး တယ် ဒါမဲ့ ဒီ လောက် ထိ လုပ် လိမ့် မယ် လို့ မ ထင် ဘူး ပဲ,no
3083,ငလမ ကမကလ မအလဘယက် ဒဒေါင်းဇား ခွက်ပျောက်,ab
1299,Lee,ab
3227,မ ကြာ တော့ ဘူး Interview တွေ တက် လာ တော့ မယ် အနုပညာရှင် လေး တွေ 🙃🥲,no
6695,စခ ရခ,po
5568,ငိုးမသား,ab
83,မြန်မာ ပြည် ခဏ ပြန် လာ ခဲ့ ပါ လား တစ် နိုင်ငံ လုံး က ဆွမ်းကြီး ဝိုင်း လောင်း ချင် လို့ ပါ,no
591,ဆို နေ တာ အလွမ်း သီချင်း ဟဲ့ ဖင် လှုပ် စရာ လို လား,no
6675,စောက်ပေါ ခွေး,po
2751,ကြည့် လေ စိတ်ညစ် စရာ ကြီး ကို အရမ်း မှန် တယ် ထင် နေ ကြ တာ လား,no
6387,အရည်ချင်း မ ရှိ လို့ လိုက် ပြောင်းလဲ နေ ရ တာ ပါ,no
6617,စောင်ဘောမ ပဲ,ab
2978,စခ လု ငပွကြီး ရွံ ဖက်ခွက်စား,po
4269,ဘောမ စစ်ခွေး မ ချီးစားခွေး,po
4849,တော်လှန် ရေး နဲ့ မင်း မိသားစု တခြားစီ,no
5037,ကလေး ရိုင်း အရိုင်းအစိုင်း မ,ab
3930,ငါ မနေ့ က ထိ သူ့ ပုံ တွေ ကြည့် ပြီး ကြိုက် နေ တာ လို့ 😧,no
1521,လွန် ခဲ့ တဲ့ နှစ် တုန်း က ဗိုလ်ကြီး တစ် ယောက် နဲ့ ညား တော့ မ လို သတင်း ထွက် သေး သလား လို့,no
6391,အန်တီ ရေ မျက်မှန် ပါဝါ လေး ဘာ လေး တိုး ပါ လား ဟင် 😅,no
1932,စောက်ရှက်မရှိ စောက်ပို လုပ် မ စောက်ခွက် မ,ab
5166,မ ဖျက် ပဲ မ ဒလန် ဖင်ခံ လုပ် မ မ ချူ ဖာမီဒီယာ ဝိုင်း မအေလိုး ခွေးသား,po
2494,ခွေးရူး သေခါနီး,ab
1116,စောက်တင်းချ ပဲ,ab
338,လောက် ရိုက်ပစ်,ab
533,သူ့ မိဘ က တော့ ခိုင် ပြီ ပေါ့,no
1821,စောက်ပြစ် လုပ် လောက် မ တောင် ခံ ပဲ အခြောက်မ ခံ စောက်ရှက် လုပ်,ab
2520,ကျေးဇူး မ မေ့ ဘူး လမ်း တွေ့ တိုင်း နှုတ်ဆက် မယ်,no
5557,ကြောင်တောင်တောင် တွေ လည်း ရှိ နေ တာ ပဲ နော်,no
2335,အဆင့်အတန်းကိုမရှိ စော်ကား ပစ် အသက်ကြီးပြီးတရားမရှိ,ab
2157,စောက်ရူး မ,po
4656,ပဲ စောက်လုပ်ရှုပ်,ab
3890,ဘယ် အရာ မှ မ တည်မြဲ တာ သိသိကြီး နဲ့,no
6663,ဘောမ ထွီး,po
1683,မှိုင် နေ တဲ့ ကောင် က ငါ ရော ဘယ် နေ့ အနားယူ ပြီး ရာထူး ပြုတ် မ လဲ တွေဝေ နေ သောအခါ 😂 😂,no
2790,⚽️ပြေးမ,po
2637,ငါ လည်း ငယ်ငယ် တည်းက ကိုယ့် ဘဝ ကိုယ် ကျောင်း လာ ရ တဲ့ ကောင် ပါ ကွ 10 နှစ် သား တည်းက မိဘ ကို ပြန် လုပ် ကျွေး ရ တဲ့ ဘဝ ပါ ကွ အဲ့ဒါ ကိုယ့် ဘဝ နဲ့ ကိုယ် ပဲ ကွ သူများ လို မိဘ အရိပ် နဲ့ ကောင်းစား ချင် ရင် အရိပ် ကောင်း တဲ့ မိဘ ဆီ မှာ မွေး အောင် ‌ လုပ် လေ အခု လို တွေ လျှောက် ဖောင်းထု မ နေ နဲ့ ဟ လူ တိုင်း က ကိုယ့် ကံ နဲ့ ကိုယ် ပဲ,no
3819,ဝယ် နေ ကျ ဆိုင် 🙂 မ ဝယ် တော့ ပါ,no
1195,ဝေး လေ ကောင်း လေ မ မြင် ရ လေ ကောင်း လေ,no
2771,စလွယ်သူခိုး ဓားပြ,po
4134,မ ဖော်လော်မော် မ လောက် တောင် မ စောက်စကား,ab
1929,သေခါနီး မအလ,po
6342,ထိုင်း အရပ် ဖက် ဒီမိုကရေစီ ကျဆုံး ခြင်း လို့ ပဲ ပြော ရ တော့ မှာ ပါ မဲ ပေး ပြည်သူ တွေ နဲ့ ထိုင်း ဘုရင် စနစ် ထိုင်း စစ်တပ် ရဲ့ နိုင်ငံရေး မှာ ဝင်ရောက် ခြယ်လှယ် နေရာယူ ထား မှု တွေ ကို မ ကျော်လွှား နိုင် ခဲ့ ခြင်း ရဲ့ အားနည်းချက် ပါ ပဲ သူ တို့ အထက် လွှတ်တော် ( 250 ) ဆို တာ ကျုပ် တို့ မြန်မာ ပြည် ရွေးကောက်ပွဲ နဲ့ ယှဥ် ရင် စာ မ ဖွဲ့ လောက် ပါ ဘူး လွှတ်တော် ထဲ မှာ အစိတ်သား က အခန့်သင့် စစ်တပ် ကျောထောက်နောက်ခံ ပါတီ နဲ့ အပေါင်းအပါ တွေ က တစ်ပြုံတစ်ခေါင်း အဲဒါ ကို ပဲ ပြည်သူ တွေ က 75% ကျော် အောင် မဲ ပေး နိုင် ခဲ့ ကြ တယ် ထိုင်း ပြည်သူ တွေ က စစ်တပ် ရဲ့ နှိပ်စက် မှု က ဆင်းရဲ ဒုက္ခ တွေ ပေး တဲ့ ဒဏ် ကို မ ခံစား ရ ဘူး မြန်မာ ပြည်သား တွေ က တော့ စစ်တပ် ပေး တဲ့ ဒုက္ခ ရာသက်ပန် ကျောကော့ခံ ခဲ့ ရ တော့ စစ်အာဏာရှင် ဆို တာ ကို ခေါင်း မ ထောင် နိုင် အောင် ကို လုပ် ကြ တာ ဒါပေမဲ့ အဆိုး သံသရာ တစ် ကျော့ ပြန်လည် ခဲ့ ပြန် တယ် ခု တစ် ကြိမ် တော့ ဓားဓားချင်း လှံလှံချင်း တုံ့ပြန် ကြ တာ မ လို့ နည်းနည်း တော့ ပွဲ ကြမ်း တယ် ပေါ့ ဗျာ,no
946,ဘုရား ပွင့် ခဲ့ တဲ့ အရပ် ဒေသ ဖြစ် ပေ လို့ ပဲ,no
6386,ဖင်ခံ မ သုတ်,ab
1078,အရှက် နဲ့ အဆင့်အတန်း က သူ့ မှာ မ ရှိ တာ သိသာ ပါ တယ်,no
5134,စည်းကမ်း ထိန်းသိမ်း ရေး အစီအစဥ် ဖြစ် နေ ပြီ နင် တို့ ဟာ က 😂,no
6273,စနှိုက်ကြော်,ab
3355,ပြည့်တန်ဆာ လောက် တောင် စောက်ဆင့် မ MaALoe စစ်ခွေး လုပ် မ တပ်ကုန်း,po
5231,ရွံ,ab
4842,ငါ လည်း ၈  နာမည် နဲ့ ၁ ရက် တည်း ရေး ပြီး သီချင်း ဆို တော့ မယ် အားပေး ကြ ဦး 🤣,no
6449,ကျက်သရေကိုတုံး မအေလိုး,po
419,စခ ယုတ်မာ မ မ အရှုံးကြီးရှုံးနေဦးမှာပဲ,po
4705,မ ပိတ်ရိုက်,ab
4730,ထိုင်း က မြန်မာ နဲ့ မ တူ ဘူး မြန်မာ တွေ လို တော်လှန် ရဲ တဲ့ စိတ် အား မ ကောင်း ဘူး လို့ ထင် တယ်,no
4960,ငါလိုးမ ဖင်ခံ လိုး,ab
3530,သောက်ပု ဘော ငုံ မြေနိုး ကျက်သတုန်း,po
5983,စစ်မိစ္ဆာ ခွေး ခွေး မ လောက် ခွေးထိန်း,po
6158,အကြမ်းဖက် သူပုန် ကလိမ်ကကျစ်ဥာဏ် မ,po
2776,ငါလိုးသား စောက်ချောက် ဟိုဟာယား,ab
4427,မအေလိုး ပဲ မအေလိုး သက်ဆိုးမရှည်ပါစေနဲ့ မအေလိုး ဆော် ခွဲ,po
6611,အော် လို ပဲ ပြော နိုင် တော့ တယ်,no
6036,ရုံး ရောက် မှ နားမလည် ဘူး မ လုပ် နဲ့,no
6320,လုပ် ခေါင်း သေပေါ့ မ,po
5057,သတော်စော် ယား တောင် မ,ab
945,သူခိုး စစ်ခွေး,po
1420,ဖင်ခံ မသာမ,ab
5656,မင်း တို့ အပြော လည်း လျှော့ ကြ ဦး ပြည်သူ တွေ ရီ ရ တာ အူ နာ နေ ပြီ,no
1987,ကုန်စုံဆိုင် တွေ မှာ ရ ပါ တယ်,no
2098,ချီးစား,po
5544,$ခေါင်း လ မ ပဲ မ ကောင်မ,po
2990,မဆီမဆိုင် ဆို ခု post တင် တဲ့ ညီမလေး ကို ဘာ လို့ ရိုက် လဲ နော် 🤭🤭 သူ တို့ ပြော တာ ကျ တစ် မျိုး video မှာ ကျ တစ် မျိုး နော်,no
6808,ဒီ ထက် မ က အဲ့ ထက် ကောင်း တဲ့ သီချင်း တွေ အများကြီး လုပ် နိုင် ပါ စေ,no
4438,ရုပ်သံ လေး အလင်း ပြ ပါ,no
2257,ပဲ ပဲ ခွေးသူခိုး ခွေးသူခိုး ပဲ,ab
6062,ဒီ ရက် ပိုင်း ဒီ ကိစ္စ တွေ ချည်း ပဲ,no
4206,မင်း အဲ့ ဘုန်းကြီး တွေ တန်ခိုး ရှိ နေ ရင် လေ ပေါ် ပျံ ပြ ခိုင်း လိုက် ‌ ဟော လိုက် တာ က လည်း နိဗ္ဗာန် ဆို တဲ့ စကား ကို ပါးစပ် က မ ချ လုပ် လိုက် ‌ရင် လည်း ဘုရား မ ကြိုက် တာ ချည်း ပဲ,no
419,စခ ယုတ်မာ မ မ အရှုံးကြီးရှုံးနေဦးမှာပဲ,po
1027,စောက်ရှက်ကွဲ,ab
4742,ထိုင်း ဘက် မှာ က အမေရိကန် က ဘယ်လို ဖြစ်ဖြစ် ထောက်ခံ ပေး နေ တာ ပဲ,no
6281,ဒီ လို အသိတရား ကြောင့် ဘမော ဘဝ ရောက် နေ တာ မ ဆန်း ပါ ဘူး ။,no
6336,စလွယ်သူခိုး မြေယိုး,ab
2919,ပဲ စောက်ကျင့် မ မှန်း ရွံ,ab
174,ဆရာမကြီး လုပ် ပြီး ပြော တဲ့ သူ တွေ ကို ဟန့် နေ တဲ့ မေဒိကား က တစ် ယောက် ရှိ တယ် နော်,no
5028,သေခါနီး,ab
3791,$ကြီး$ကျယ်,ab
1583,ခွေးသူတောင်းစား ခွေးစိတ်,ab
4244,သီချင်း ထက် ခေါ် ထား တဲ့ ဆော်ကြီး ပို ကြိုက် တယ် ခ်ခ်ခ်,no
114,စောက်တရားလွန် ခွေးမျိုး,ab
715,စခ,po
345,စအိုတော့ပွင့် လောက်,ab
5435,စောက်ကျင့်,ab
1757,အသက်ဖင်ဆောင့် တောင်,ab
455,အဲ လို လုပ် သွား ချင် တာ ဘာ မှ မ စဉ်းစား ဘဲ,no
6701,ေ-ာက်ရေးမပါ ပဲ,ab
4260,ငါ က တော့ ကြိုက် တယ် ဝေ့ 😂 😂 😂,no
1918,နီပိန်း,po
2104,ရင် ထဲ မှာ မချိမဆန့် ခံစား ရ တယ် ။,no
1409,ဒီ လို ကောင် တွေ မှာ ရှက် တတ် တဲ့ စိတ် ဆို တာ မ ရှိ တော့ ဘူး နေရာ လေး တစ် ခု အတွက် နဲ့ အကုန် လဲ လိုက် ပြီ ။,no
3819,ဝယ် နေ ကျ ဆိုင် 🙂 မ ဝယ် တော့ ပါ,no
1022,အေး လေ တိုက်ခန်း တစ် ခန်း စာ တောင် မ ရှိ ဘူး 🤣🤣🤣,no
4487,မီးရှို့ ပစ်သတ် စော်ကား,po
1980,ရန်ကုန် မှာ ဆောင်း ရာသီ ကျ နေ ပြီ လား 🙂,no
6029,စစ်ခွေး မ,po
3514,ရိုင်း ကလေး ကလေး မ တောင် မ,ab
3178,လားရှိုး မြို့ ကြီး က လည်း မနက် ဆို ဗုံး ကြောက် ရ ည ဆို ဓါးခုတ်ကောင် ကြောက် ရ ဒါ ငါ တို့ ပြည်သူ့ ဘဝ ခေါင် မ လုံ ရင် မိုး ဒဏ် တော့ ခံ ရ မှာ ပဲ,no
5638,လီး ဘောမ ကိုယ်မေကိုယ်လိုး မ,po
3367,ဘယ်လောက် ပိုက်ဆံ ရှိရှိ စရိုက် က တော့ ပြင် မ ရ ဘူး,no
921,မင်းပထွေး ဘောစုပ်,po
476,လီး မ ငါလိုးမ,ab
3415,မအလ သုတ်ပိုးတွေခေါင်းမှာပြည့်,po
6538,မ အာဏာရူး,po
296,ပဲ တေချင်းဇိုးမ,ab
5255,ပဲ စောက်မြင်ကပ် ဒုတ်ကြောင် စောက်ဖေလိုးမ,ab
4089,သပ ပြဲ,ab
2124,လုပ် ချင် တာ လုပ် လို့ ရ ပါ တယ် လုပ် ပြီး ရင် တော့ ပြန်ခံရမှာ မြေကြီး လက်ခတ် မ လွဲ ပါ ဘူး ကိုယ့် အလှည့် ကျ ခံနိုင်ရည် ရှိ ဖို့ ပဲ လို တာ ပါ အဲ့ဒါ လောက သဘာဝ တရား ပါ ပဲ,no
2962,သေ အမျိုးယုတ်,ab
4979,ဖာ,ab
6170,ဘောမ ပဲ,ab
5271,ပွဲ တွေ ဆက် နေ လို့ မြန်မာ က လူ တွေ အိပ် ကော အိပ် ကြ ရ ရဲ့ လား ဟယ်,no
2366,စပက်မ သရီးဆမ်း,ab
5820,သောက်ခွက်,ab
6029,စစ်ခွေး မ,po
410,အေဘေး စောက်ကြောင်း မ,po
3121,မ လုပ် မင်းမေသပတ်,po
2259,$ရုပ် မ $သံ ကျက်သရေအဖြာဖြာတုံး ဖလမ $ပါးစပ် မ ဖသမ,ab
73,တီး တီး မ တီး,ab
6695,စခ ရခ,po
6256,ဖြတ်လျှောက်မ ဘောမ,po
3902,ရူး ထမင်းလွတ်ဟင်းလွတ်ရူး မအေလိုး,ab
3335,မြန်မာ နိုင်ငံ လား ကွယ် လန်ထွက် နေ လို့,no
2432,စောက်ရေးမပါ မ မ လောက်,ab
1559,ခွေး လုပ်,po
2850,တာဇံ တောင် မ မ ပျူခွေး ရဲခွေး စစ်ခွေး ဘုန်းကြီးခွေး ပဲ,po
6732,မအလ ခံ တုတ်,po
6407,မသာ,ab
4348,ပြော လိုက် ချင် တယ် ပိုက်ဆံ ယူ ခဲ့ ဝယ် ပေး မယ် လို့ 🤣 🤣,no
5949,အာဏာရှင် နဲ့ ဘုရင် နဲ့ ပေါင်း မှ တော့ ဒီမိုကရေစီ ဆို တာ စဉ်းစား သာ ကြည့် တော့,no
1547,စောက်ပို,ab
4164,ဆေးချ လို့ ဆို တာ က ပါ သေး တယ်,no
435,မသာမ,ab
6342,ထိုင်း အရပ် ဖက် ဒီမိုကရေစီ ကျဆုံး ခြင်း လို့ ပဲ ပြော ရ တော့ မှာ ပါ မဲ ပေး ပြည်သူ တွေ နဲ့ ထိုင်း ဘုရင် စနစ် ထိုင်း စစ်တပ် ရဲ့ နိုင်ငံရေး မှာ ဝင်ရောက် ခြယ်လှယ် နေရာယူ ထား မှု တွေ ကို မ ကျော်လွှား နိုင် ခဲ့ ခြင်း ရဲ့ အားနည်းချက် ပါ ပဲ သူ တို့ အထက် လွှတ်တော် ( 250 ) ဆို တာ ကျုပ် တို့ မြန်မာ ပြည် ရွေးကောက်ပွဲ နဲ့ ယှဥ် ရင် စာ မ ဖွဲ့ လောက် ပါ ဘူး လွှတ်တော် ထဲ မှာ အစိတ်သား က အခန့်သင့် စစ်တပ် ကျောထောက်နောက်ခံ ပါတီ နဲ့ အပေါင်းအပါ တွေ က တစ်ပြုံတစ်ခေါင်း အဲဒါ ကို ပဲ ပြည်သူ တွေ က 75% ကျော် အောင် မဲ ပေး နိုင် ခဲ့ ကြ တယ် ထိုင်း ပြည်သူ တွေ က စစ်တပ် ရဲ့ နှိပ်စက် မှု က ဆင်းရဲ ဒုက္ခ တွေ ပေး တဲ့ ဒဏ် ကို မ ခံစား ရ ဘူး မြန်မာ ပြည်သား တွေ က တော့ စစ်တပ် ပေး တဲ့ ဒုက္ခ ရာသက်ပန် ကျောကော့ခံ ခဲ့ ရ တော့ စစ်အာဏာရှင် ဆို တာ ကို ခေါင်း မ ထောင် နိုင် အောင် ကို လုပ် ကြ တာ ဒါပေမဲ့ အဆိုး သံသရာ တစ် ကျော့ ပြန်လည် ခဲ့ ပြန် တယ် ခု တစ် ကြိမ် တော့ ဓားဓားချင်း လှံလှံချင်း တုံ့ပြန် ကြ တာ မ လို့ နည်းနည်း တော့ ပွဲ ကြမ်း တယ် ပေါ့ ဗျာ,no
4371,စောက်ပေါ,po
726,သတ်ဖြတ် သတ်ဖြတ် မ,po
1284,aww ငွေ ရှိ ရင် ဘာ မ ဆို ဖြစ် နိုင် တယ် ကြည့် 😎😎,no
2714,လူ လေး လှ အချက်ပြုတ် လေး လည်း တော် တယ် 🥰 ညီမလေး ရဲ့ viedo လေး တွေ save ပြီး လိုက် လုပ် ရ တာ အမော 😁 ကျေးဇူး ပါ နော် ညီမ ချော လေး 🙏,no
4529,khwayစိတ် ပေါက် လပ်တီး အတ္တစား အရိုးကိုက် ကိုက် စခ လောက် ဆဲ ကျိန်စာတိုက် မှန်း မ အတ္တစား,po
1662,$ချီးမသား မ မ ခိုး လုပ် လုပ်,ab
4358,မ လုပ် လုပ် မ ပဲ လုပ် မ စစတပ် မအေLoo မ,po
3013,စောက်ခွက် စောက်ခွက် ကျက်သရေကိုတုန်း စောက်ပို,ab
6285,စခ,po
2717,စစ်ခွေး ဘောမ ပဲ,po
6629,sကျင့်ယုတ်,po
2135,အတို ခြုံ ပြော ရ ရင် ဒါ လည်း မိစ္ဆာဒိဌိ တစ် မျိုး ပါ ပဲ,no
3008,ကျက်သရေ ကျက်သရေတစက်မှမရှိ မအလ,po
4570,ထွက် ရှိ သော ပြည်တွင်း ထုတ်ကုန် များ ကို အချိန်မရွေး နေရာ မ ရွေး ဝယ် နိုင် အောင် စီစဉ် ပေး နိုင် အောင် လုပ် ပါ,no
2736,ဂန့် ပဲ,ab
4423,ခံ ခံ ထည့် လ ခွေး ချိုး,po
3307,မြန်မာ ပြည် မှာ တော့ ရိုင်း တယ် ကွ,no
6094,ပဲ မ ပဲ လောက် မ တုံး ချီး မ,po
1927,ထောင်ထွက် မ အခြောက်မ ဖက်လုံးမ မအေရိုး,ab
947,မသမ,ab
2015,Sကျင့်,po
3273,ကိုယ် မ ရောက် ဖူး တဲ့ နေရာ ဆို တော့ တင်ပြ ပေး တာ ကျေးဇူး ပါ ဒါပေမဲ့ သူ တို့ အယူအဆ နဲ့ သူ ဆို တော့ တစ် မျိုး ပေါ့ မြန်မာ လူမျိုး တွေ အနေနဲ့ ဆို ရင် တော့ အယူ လွဲ နေ ပါ တယ်,no
6673,ကိုယ် က ပဲ ခေတ်နောက်ကျ တယ် လို့ ပြော ရ မှာ လား ခေတ်ပြေး အဆိုတော် တွေ ရဲ့ ကြိုးစား မှု ကို လေးစား ပါ တယ် ဒါပေမဲ့ ဒီ လို အိုက်တင် မျိုး တော့ အားမပေး ချင် ဘူး,no
5840,အထန်ကောင် ပဲ ပဲ,ab
590,သူ က ဘယ် နိုင်ငံ မှာ နေ တာ များ လဲ 🤔,no
3664,မရဏ ကုန်သည်,no
5914,စိတ်ပျက် မအေလိုး မအေလိုး မ သေ ဘော ပဲ,ab
4399,တော်တော် စုံ တာ ပဲ ဟယ်,no
354,မအေဘေး,ab
6124,သောက်ခွက်,po
502,သေနတ် ရှိ တာ တော့ ဟုတ် ပါ ပြီ တောခို ပြီး ပြန် တိုက် ဖို့ တော ရှိ လား မ သိ လို့ ပါ,no
2641,အလုပ် မ ရှိ ရင် လာ ခဲ့ ငါ လည်း အလုပ် မ ရှိ,no
1759,လောက် သောက်ရှက် ပဲ ခွေး မ 🖕ပဲ သောက်ဖြစ်,po
1033,ဘောမ မ,po
410,အေဘေး စောက်ကြောင်း မ,po
1048,မိထွေး ခိုး ထမိန်ခြုံ အစိကပ်,po
410,အေဘေး စောက်ကြောင်း မ,po
2424,ဒါ တော့ တကယ် ရီ ချင် သွား ပြီ သူငယ်ချင်း တွေ ကို ပြ တော့ လည်း သူ တို့ က လည်း ရီ ချင် လို့ တဲ့ 😆 😆,no
3506,မ ကြည့် ခင် က အလယ် က အညှပ် ခံ လိုက် ရ တဲ့ သူ ထင် လို့ ဆံပင်ညှပ်ဆိုင် က ဖြစ် နေ တယ် 🤧,no
5013,သတ် မသေရဲတော့ဘူးလား,po
4279,သား ချော မေမေ လေး မလို့ ချစ် ပါ တယ် ရှင့် 🥰🥰,no
