text,label,original_index
ပွဲ မှန် သမျှ အိမ် က နေ ထိုင် အားပေး နေ တာ နော်,no,887
တလရ တဲ့ စောက်ပို တွေ ဒီ ဘက် နယ် တွေ အကြောင်း လည်း မ သိ ဘဲ စောက်စိဝင်ရှည် နေ ပြန် ပြီ နင့်လင် တွေ က ဦးသန်းရွှေ လက်ထက် ကတည်းက ဖြစ် နေ တာ တလရ သွား ကူ ချင် တယ် ဆို ရင် နင် သွား ကြည့် လေ ကိုယ်ဝန်ဖျက်ဆေးနဲ့ကွန်ဒုံးတော့လောက်အောင်ယူသွား 😁,po,1965
အကို က တော့ ညီမ ကို နှမ သား ချင်း စာနာ ရ မယ် ညီမ က အကို တို့ နိုင်ငံရေး ကို မ စာနာ ပေး နိုင် ဘူး 🥲,no,915
အမ ရေ အဲ့လို လူမျိုး တွေ က လူ့ လောက ရဲ့ အညှီအဟောက် သာသာ တွေ ပါ များများ တင် အဲ့ဒါ မှ လူ ပို သိ မှာ,no,358
ရန် မ ဖြစ် ကြ နဲ့ စမ်း,no,1585
ပြော မ နေ နဲ့ တော့ ဘဒို ဒီ လို စောင်ပေါ တွေ ရှိ နေ လို့ တလရ က လူစင်မမှီ ဒစ်လည် နေ တာ ။ သူတို့ အာဏာရှင်ဆန် နေ တာ သူတို့ ကိုယ်တိုင် မ သိ ကြ ဘူး ။ သူတို့ ကိုယ်တိုင် တောင် စိတ် ထဲ မှာ ကျိတ် ပြီး စိတ်ကုန် နေ ဦး မှာ ။ တော ထဲ က ဂျင်း မှိုင်း မိ ရွယ်တူ တွေ ပဲ သနား တယ် ။,po,3339
လည်ပင်းတုံးတင်ပစ်လိုက် လို့ ပြော လိုက် ပါ 🥴 လျော် တွဲ ရ အောင် နွား တွေ ကို 😏,ab,999
အဲ့ တာ တင် တာ သူ့ စောက်ကြောင်း ပါ ငါ က တော့ သဘောကျ တယ်,ab,1774
နို့ ဖြတ် ထား တာ လား အမ က,no,6095
ရိုးရိုး ဘောမ လည်း ရ ပါ တယ် သုတ်ကြောင် ရယ်,ab,1467
စောက်ကလေး က အစ အောက်တန်းစား လေး ဟယ်,ab,5374
ညီမ ရေ ခွေး က ထွက် တော့ ကန်တော့ ဖို့ ပဲ သိ ကြ တာ လေ,po,4106
သူ့မေလင် မအလ တောင် အဲ့ လောက် မ က တော့ ဘူး,po,1357
သူ က ဘယ်သူ လဲ ဟင် အဆိုတော် ထဲ အဲ့ နာမည် မ ကြား ဖူး လို့,no,2649
ရူး နေ တာ လား နင့် ဟာ နင် ဘောမ မ ထမ်းထမ်း သူ တို့ တင် ချင် သလို တင် တာ ဘာ ရုပ် မှ မ ပေါက် ဘူး ရုပ်ပေါက် တယ် လာ မ ပြော နဲ့ စခ တွေ ဘယ် သူ သေသေ မ သနား ဘူး သူ တို့ ဘက် က စ ခဲ့ တာ ခေါင်းလေးနဲ့ပြန်တွေး အဲ့လို ပို့စ် တွေ မ မြင် ချင် ထွက်သွား လိုက်,po,424
PDF တွေ က လုပ် ရင် လုပ် တယ် လို့ ဝန်ခံ ရဲ တယ် မအလ ခွေးယုတ် တွေ က သာ မိန်းမ တွေ စီးနင်း ထား တဲ့ ဖိနပ် လောက် မှ အဆင့်မရှိ တဲ့ သတ္တိ နဲ့ ကိုယ့် အပြစ် ကိုယ် ဝန် မ ခံ ရဲ ကြ ဘူး နော်,po,3282
sမွေး ကြီး တဲ့ 😂,ab,2955
အစွန် က ၁ ယောက် က ဘေး က စာ ကို ကြည့် ပြော နေ တာ လား ဟယ် သူ့ အစား ငါ မျက်စိ တွေ ညောင်း လိုက် တာ ဒီ ဘက် အစွန် က ၁ ယောက် က လည်း အဲ့လို မျိုး အဲ့လို မျိုး ပဲ ကြား နေ ရ တယ် စာကျက် ပြော နေ ကြ တာ လား 😖,no,3982
အသက် က ဖြင့် လီး လောက် ရှိ နေ ပြီ ကျောင်းသူ လား,ab,4038
ဥာဏ်ရည်နိမ့် ဖော်လော်မော်မ အောက်တန်းစား က အောက်တန်းစား ပဲ အဆင့် တက် မ လာ နိုင် ဘူး,ab,4639
နောက် က ပြုံး တာ အသက်,no,539
မြန်မာ နိုင်ငံ က ဒိုင် တွေ စောက်ပေါ သွား မ ပြိုင် ကြ နဲ့ ကိုယ့် ဟာ ကို လမ်းဘေး ဆိုင် မှာ ဖွင့် စား ကြ တာ မှ အောင်မြင် ဦး မယ်,ab,1115
ကျွန်မ အမြင် က တော့ အစ်ကို က ချော တယ် ဆို တာ ပဲ မြင် တယ် 🥹,no,4687
ထုံးစံ တိုင်း ဆက်ကြေး နေ မှာ ပေါ့ မအေပေး တွေ,po,6731
တိုင်းပြည် ဖျက် တဲ့ ကောင် တွေ အတော် ယုတ်မာ လွန်း ပါ တယ် ကွာ,po,969
တောင်ကြီး သူ လို့ မ ပြော ပါ နဲ့ မိုက်ရိုင်း တဲ့ သူ တောင်ကြီး သူ မ ပါ ဘူး,no,4939
ဖင် ကော ဝိုင်း အ ိုး မ ခံ လိုက် ရ ဘူး လား ။,ab,1825
အဲ့ တာ ဘယ် နိုင်ငံ လဲ ဟင် ပညာရေး စနစ် ကောင်း လှ ချည် လား 🤣,no,5389
မိန်းကလေး တွေ ဘော်လီ ရွေး ရ တာ အရမ်း ခက် တယ်,no,733
ငါ လည်း နည်းနည်း တော့ ပြုံး မိ တာ ပေါ့ နင် တို့ တွေ ကို 🙂,no,2438
ကိုမြင့်စိန် ကို အထင်ကြီး လိုက် ရ တာ နောက်ဆုံး တော့ လည်း ဘောမ တာ ပါ ပဲ 🤌,po,275
NUG အစိုးရ က ဖွဲ့စည်း ထား တဲ့ ပကဖ တွေ Lee ပဲ ဒီ လို ကောင် တွေ အလို မ ရှိ ဘူး 😕 😕,po,1375
အရေးယူ လို့ မ ရ ဘူး လား အဲ့ ots ကို,ab,6185
အာဏာရှင် ဟာ အသေ ပဲ ထွက် တယ် တိုင်းပြည် အကျိုး မျိုးဆက်သစ် အကျိုး မ ကြည့် ဘူး သူ တို့ အကျိုး ပဲ ကြည့် တယ် မအလ တွေ,po,5299
ကိုယ့် ကိုယ် ကို မင်းသမီး မှတ် နေ ကြ သလား ပဲ,no,4670
ဝယ် ပါ တယ် နှစ် ဆယ် ပေး ပါ တယ် ရှင့်,no,4815
ဘာ မ ဟုတ် တာ နဲ့ ဆို ပါ လား ? ဖင်ပြေးခံ လိုက် ပါ လား ? ဖလမ 🖕,ab,3265
စစ်ခွေး သန်းရွှေ ထွက် ခါ နီး ပြည် ပျက် အလံ ကို ပြောင်း ခဲ့ တာ မြန်မာ အလံ မှာ တရုတ် အလံ ရဲ့ အဝါ ရောင် ပါ နေ တာ ဝက်တရုတ် ပယောဂ မ ကင်း ဘူး အချိန် ရှိ တုန်း အလံ ပြင် ပါ,po,3748
ဒါဆို ခွေးစစ်တပ် က အာဏာသိမ်း ဦး မှာ လား,po,1321
ကလေး ကို ကြည့် တာ နဲ့ အမေ ဖြစ် သူ ဘယ်လို စရိုက် လဲ သိ တယ်,no,6507
မအေလိုး ကျွန်ရူး လေး သိပ် မ ဟောင် နဲ့,ab,4580
အချိန် ကြာ ကြီး ရိုက်နှက် နှိပ်စက် ခံစား ရ ဖူး တယ် သူ မ ပျက်စီး ဖို့ သူ့ အတွက် ပဲ ကောင်း ပေး ခဲ့ တာ ခု တော့ ဝဋ်ကြွေး ကုန် လို့ လွှတ် ချ နိုင် ခဲ့ ပြီ ။,no,135
မအလ က မ လုပ် သင့် တဲ့ အလုပ် ကို လုပ် တော့ တိုင်းပြည် ကို အကုန် ဖရိုဖရဲ ဖြစ် ကုန် ပြီး covid ကာကွယ် ခြင်း ကို ထိ ရောက် အောင် မ လုပ် နိုင် တော့ ပါ ။,po,2000
ဖက်ခွက်စား မအလ ဘောစုပ် ကောင်,ab,769
မြန်မာ ဝတ်စုံ တွေ နဲ့ ကုန်းနေတာ ကျ တော့ ရော,ab,1088
၁၃  က ထိုင်း မှာ ပဲ လေ လွင့် နေ တာ မြန်မာ ပြည် ထဲ မ လွင့် ဘူး,no,3575
စောက်တပ် ပါ နေ သရွေ့ ယီး တွေ ဖြစ် နေ မှာ ပဲ,po,2615
မင်း တို့ ၂ ယောက် မနက်ခင်း ကျ အာပီး နိုင် ရဲ့ လား ခေါင်နှစ်ကွေး ☺️,ab,6758
နီဟောင် ဆို တာ တရုတ် လို ၊ မြန်မာ လို မင်္ဂလာ ပါ တဲ့ ၊ ကိုယ် ‌ တွေ သိ တဲ့ နီဟောင် ကျ တော့ ( အခု တောင် ဟောင် နေ ကြ ပြီ ),po,2977
မ​အေလိုး အာဏာရှင် နှစ် နိုင်ငံ က လည်း ကမ္ဘာ ဖျက်ဆီး ​ နေ ကြ လား ကွာ,po,2042
အခု လို ရလာဒ် ဖြစ် လာ မယ် ဆို တာ ကြို တွေး ထား ခဲ့ တယ် ဘာကြောင့် လဲ ဆို ကျွန်တော် က မြန်မာ လေ 😄,no,6012
BBC မြန်မာ ပြည် တစ် ပြည် လုံး ကို မီးလောင်တိုက်သွင်း နေ တဲ့ ကိုမေကိုလိုး ပုံ ကို မ တင် ပါ နဲ့ လား,po,3016
အဲ့ တော့ လေးပဲ ပေါ့ ဟယ် နေ့ တိုင်း လည်း လာ ချိန် မှာ LDC ဝန် အား လျော့ နေ ပြီး မီတာခ ကျ အပြည့် လို ချင် ကြ တယ်,ab,2397
အားပေး နေ တယ် လို့ ပြော တဲ့ သူ လည်း ရှိ ကြ တာ ပဲ,no,1771
စစ်ခွေး ဘောမ နည်း သင်တန်း လေး ပါ မ သင် ပေး ဘူး လား,po,5729
မင်း အမေ စုတ်ကျယ် ယောက္ခမ နိုင်ငံ အင်္ဂလန် ကို အရင် ပြော,ab,4314
တော်တော် လူပါး၀ တာ ပဲ,no,2570
တော် ပြီ ဆက် မ လုပ် နဲ့ တော့,no,2892
ဒါ မျိုး ဆို ရှေ့ဆုံး က နားထောင် ပြီး သွား ပြီ 😁 😁 😁,no,5850
ခွေး တောင် အဲ့ လောက် အောက်တန်း မ ကျ ဘူး လူ မ သိ သူ မ သိ မိန်းကလေး တွေ ကို စော်ကား မုဒိမ်းကျင့် နေ တာ တွေ စစ်ကိုင်း မှာ ဒု နဲ့ ဒေး ဒီ ကိစ္စ ကြီး ပြီး သွား လို့ တိုင်းပြည် အေးချမ်း တဲ့ တစ် နေ့ ကလဲ့စားချေ မှု သွေးကြွေးဆပ် မှု တွေ က ဝဋ်တစ်ဖန်ပြန်ခံ ကြ ရ မှာ မြင်ယောင် သေး တယ် လက်နက် အားကိုး နဲ့ pdf တွေ က သူများ သား ပျို သမီးပျို လေး တွေ ကို စော်ကား ထား တဲ့ vdo ဖိုင် တွေ လိုင်း ပေါ် မှာ ပျံ့နှံ့ နေ တာ မနည်းမနော ပဲ ဒါ လား ပြည်သူ့ ကာကွယ် ရေး,po,5821
ပိတ်ပင် တားဆီး တော့ ကော ဘယ်သူ ထိ လဲ နောက်ဆုံး ပြည်သူ ပဲ ခံ ရ တာ မအလ တွေ က ဘယ်လောက် ပိတ်ပင် ပိတ်ပင် ဒီ တစ်သက် စား မ ကုန် ဘူး ပိတ်ပင် လေ ကုန်စျေးနှုန်း တက် ပြီး နောက်ဆုံး ပြည်သူ ပဲ မွဲ သထက် မွဲ ရ တာ,po,1875
ပြည်သူ့ ပိုက်ဆံ နဲ့ ပြည်သူ ကို thet ချင် နေ သော မအလ,po,3962
အာဏာရူး တုန်း ပါ လား သူ တို့ က လည်း အတူတူ နဲ့ အနူနူ တွေ ပါ ပဲ ကွာ ဒီ ပုတ် ထဲ က ပဲ ဒီ ပဲ,po,2485
စောက်ကလေး က စောက်ချိုး ကို မ ပြေ ဘူး မိသားစု ကို က အောက်တန်းကျ တာ အဲ့ က ထွက် လာ တဲ့ ကလေး လည်း စောက်ရှက်မရှိ ပဲ,ab,2372
ဟုတ် ပါ ပြီ ကုတင် ပေါ် က မမ ရယ် နင့် ဒုတ် ကို နင် သာ သေချာ ပိုက် ထား ငါ လိ,ab,1119
သားရေ အတု တွေ ဝယ် သုံး တော့ ကွာ ကုန် တာ ပေါ့,no,824
မုဒိ-န်းတပ် က စစ်kw-ay က မုဒိ-န်းကောင် လို့ ခေါ် နေ တော့ ဘယ်လို ပြန် ပြော ရ မ လဲ မ သိ :3,po,5003
ဒူးနဲ့မျက်ရည်သုတ် တာ ဘာညာ တွေ က ငါ ဖတ် တာ တော့ မ ပါ သလို ပဲ နော် အဲ့ စာ တွေ 😁 မ မြင် လိုက် မိ လို့ ss လေး ရိုက် ပြ ပါ လား,ab,4707
သူခိုးကျင့်သူခိုးကြံ ကြံ တတ် တာ မအလ လူယုတ်မာ လူ တစ် စု ပဲ ရှိ တယ်,po,5340
ခွေးသား ပဲ ဒီ ကောင်,ab,2163
သုံး ပြီး သား အကြွေး တော့ ပေး ရ မှာ ပေါ့ အစ်မ ရယ် ရေလျှံ လို့ လာ ပိတ် ပေး တာ ရေဖိုး ပို ကုန် မှာ စိုး လို့ ကို ခု က ပေး ရ တဲ့ ရေဖိုး များ လို့ များ မှာ ပေါ့ အိမ် မှာ လူ မ ရှိ ဘဲ ရေ ပဲ ဖွင့် ထား တာ ကို ။,no,107
ပွဲ ရှာ တယ် နော် ဘရားသား 🤓,no,6508
9 က နေ 1 နာရီ က မီး ပျက် ချိန် လေ ဘာ ပြော စရာ လို့ လဲ မ ခုတ် လည်း ပျက် နေ တဲ့ ဟာ ကို မ ဟုတ် တဲ့ နေရာ မှာ တော့ ဝီရိယ ကြီး ပြီး လာ ကြေငြာ နေ တယ် အခက်ခဲ ဖြစ် ရင် ဖုန်းဆက် တော့ ဘယ်တော့မှ မ ကိုင် ဘူး ခုတ် လိုက် တဲ့ စောက်ပင် တွေ က မ ကုန် နိုင် ဘူး 🖕🖕ပဲ,ab,5993
ငါလိုးမသား တွေ လီး မီး က အမြဲ ခိုး နေ လာ ရ မယ့် အချိန် မ လာ တော့ လီး လုပ် ရ မှာ လား ငါလိုးမသား epc ကိုမေကိုလိုး မျိုး,ab,2852
ထိုင်း လည်း ချ မှာ မ ပြီး သေး ဘူး အရူး,po,5426
သူ့ အဆင့် သူ စာ လေး တစ် ကြောင်း တည်း နဲ့ ပြ သွား ရှာ တာ,no,1703
ဝင်းမင်းသန်း က အပစ် ကင်း ဟို ဖာသယ်မ ကြည့် လို့ မ ရ ဖာ အကြောင်း ပဲ ပြော နေ တယ် လင်တရူးမ,ab,2817
မအလ လည်း 🐕 တွေ ပြောင်း နေ တာ 🐕 ပေါင်းစုံ နေ ပြီ သူ ပဲ ကျန် တော့ တယ် ကြိုးစင် ရောက် ပေါ့ 😂 😂,po,5918
မြန်မာ မ ဟုတ် တဲ့ ဘာဂျာ လီး လား မြန်မာ့ ယဉ်ကျေး မှု ကို စော်ကား ရာ ရောက် တယ်,ab,4589
ငါ တို့ က ရိုင်း ပဲ ရိုင်း တာ မ ယုတ်မာ ဘူး,no,2830
မအေလိုး ကြူကြူလှ စောက်ဖုတ် လုံ အောင် ဖုံး တဲ့ အဝတ် တွေ က ရော ပြည်တွင်း က ပဲ လား 😡 😡,po,6213
အောက်တန်းစား စစ်တပ် တွေ မြန်မာ နဲ့ ထိုင်း အတူတူ ပဲ ၊ ဘဝ အဆက်ဆက် ကျွန်ဘဝနဲ့နေသွားရမှာ သေချာ သလောက် ပဲ ၊ ကိုယ့် ဖို့ ပဲ သိတတ် ကြ လို့,po,3813
ဘာ လဲ ဟ ရှမ်း ပြည် မှာ ဘယ် တုန်း က လာ ရိုက် တာ လဲ ဟ,no,2287
အဲ့ ပိုက်ဆံ နဲ့ ဆိုရင် ရန်ကုန် မှာ ၄ ပေ ၆ ပေ မြေ တစ် ကွက် လောက် တော့ ရ နိုင် ပါ တယ် 😁 😁 😁,no,2728
လိုင်း ပေါ် တင် မှာ ဆို လည်း ကြည့်ပျော်ရှုပျော် လေး ဖြစ် အောင် တော့ မျက်နှာ လေး လိမ်း ထား သင့် ပါ တယ် ကိုယ် က မင်းသမီး လေ,no,941
စစ်ခွေး တွေ ရဲ့ လုပ်ရပ် က ဘယ် တော့ ပြီး ဆုံး မလဲ မ ခံစား နိုင် တော့ ဘူး 👹👺🤖,po,6029
အရင် ဘဝ ပြု ခဲ့ သမျှ က ယခု ဘဝ စံ တာ နဲ့ ခံ ရ တာ ပါ ညီမလေး အယူ မ လွဲ ပါ နဲ့ အရင် ဘဝ က မ ကောင်း ခဲ့ လို့ အခု ဘဝ မ ကောင်း ဖြစ် ရ တာ ပါ အဟောင်း တွေ စား နေ ရ တာ ပါ ငယ် သေး တော့ တရား မ သိ သေး ပေမဲ့ လေ့လာ မှတ်သား ပြီး မှ ပြော စေ ချင် တယ် ကိုယ် LGBT ဖြစ် တိုင်း အတိတ် မ ကောင်း ခဲ့ လို့ မ ဟုတ် ဘူး လို့ ဇွတ် ငြင်း မ နေ ပါ နဲ့ အရှိ တိုင်း လေး လက်ခံ ကံ ကို လည်း လက်ခံ ရ မယ် နော်,no,3648
Sapack အိပ်မက် လား,ab,1148
ပွဲ က ဘယ် က စ တာ လဲ လင်း ကြ ပါ ဦး,no,5135
တော် သေး တယ် ငါ နဲ့ မ ညား လို့ 😁,no,3670
ရုပ် လေး ချော ပါ လျက် နဲ့ ယောက်ျား ရှား ရ တယ် လို့ သူများ လင် ကို မှ 🙄 🙄,no,3879
တော်တော် ဟုတ် နေ ကြ တာ နေ မှာ ပေါ့,no,1123
မ ပြော တာ ကောင်း ပါ တယ်,no,4608
အဲ့ ကောင် တွေ သောက်ကျင့် က အဲ့လို ပဲ ဖမ်း ခံ ရ ပြီ ဆို သူ တို့ လောက် အပိုးကျိုး တဲ့ လူ ရှိ ကို မ ရှိ ဘူး,po,5669
အော် အမှန်တရား ဆို တာ မ ရှိ တော့ ပါ လား ကွယ်,no,5636
ခေတ် တွေ က လည်း ဘာ တွေ ဖြစ် နေ ပြီ လဲ,no,660
ဘယ် ချိန် ဖြစ် တာ မ သိ လိုက် ဘူး,no,572
သွားကြီးပိုပြူးလာ တာ ပဲ အဖတ်တင် တယ် ဖော်သော်မော်,ab,5291
အတင်း သမား ရေ ဆေး သောက် လိုက် ဦး ကျန်းမာရေး မ ကောင်း ဘူး ထင် တယ် နှာခေါင်း မှာ များ နှပ်ချီး များ ပိတ် နေ လား လို့,no,85
တစ် ချိန် က နင် လည်း ပိုက်ဆံ မက် ခဲ့ တာ ပဲ လေ,no,4769
သပပြဲမ တွေ,ab,4018
ဘာ ကြီး လဲ ဟ အတော် ကျက်သရေ ရှိ တာ,no,2840
အဲဒီ က လူ တွေ ရဲ့ စိတ် ထဲ ကို ဝင် ကြည့် ပါ လား ဗျ,no,4034
လားရှိုး က ဉာဏ်ရည်နိမ့် တောသား တွေ က pdf လက်ချက် ဆို ပြီး ချီးပေါက် ကြ ဦး မယ်,po,1595
Lock ချ ထား တော့ ငါ ဘယ်လို ဆဲ ရ ပါ့ ဘွားတော် ရယ် အသက် ကြီး ပြီး လူကြီး မ ပီသ လိုက် တာ,ab,6798
ငလူး လူပုံအလည် မှာ ခေါ် ပြီး တစ် ယောက် ချင်း လိုက် ပြီး အရှက် ခွဲ နေ သလို ပဲ စောက်ဆရာကြီး စတိုင် တွေ နဲ့,ab,3606
မအလ တွေ ရှုပ် တယ် နဖူးတေ့ရှင်းလိုက် ဂိန် ဂိန် ဆို ပြီး,po,2539
တက် စေ ချင် လို့ စင်ပေါ် တင် ပေး တာ ထိုင်း က အမတ် တွေ က မအလ အမျိုး တွေ နည်းနည်း စောက်သုံးကျ ပါ တယ် သူတို့ ဖို့ အတွက်,po,896
အမှန် တွေ သိပ် မ ပြော နဲ့ ကိုရီး နာ ကုန် မယ် 😂 😂,no,4517
မနေ့ ကတည်းက တွေ့ တယ်,no,5815
ငါ တို့ က ဘာ စောက်ကျေးဇူး တွေ ရှိ လို့ သူ တို့ နှစ် ယောက် ထိုင် ကြွား တဲ့ video တွေ တက် လာ တာ ကို ထိုင် ကြည့် နေ ရ တာ လဲ 🙂,ab,3795
အသဲကွဲ နေ ရင် ဒါ ကြည့်,no,106
ဟုတ် ပါ့ ဗျာ စစ်တပ် က မအေလိုး တွေ လူပါးဝ တဲ့ နေရာ မှာ တော့ ဒီ မှာ နဲ့ ထပ်တူ ပါ ပဲ,po,6411
နိုင်ငံ ချီ မ ပြော ပါ နဲ့ ကွာ ရပ်ကွက် အဆင့် ထား လိုက် ဦး လမ်း တစ် လမ်း ပဲ ယှဥ် မ လား ရှုံး ရင် ဖင်ခံ ကြေး,po,6487
ကျက်သရေ ခေါင်းပေါင်း ဆောင်း ပြီး ကျက်သရေယုတ် တွေ,ab,1287
ဒိုင် တွေ sချိုး ကြိုက် ကို မ ကြိုက် တာ myanmar က ဒိုင် အားလုံး က အဲ့ sချိုး ပဲ မ တိုးတက် တာ လည်း မ ပြော နဲ့ lee သူများ နိုင်ငံ ကို လေ့လာ mal ဒိုင် တွေ,ab,6014
ဖင်ခံ တုန်း က ခံ ပြီး မှ တပ် က ဖင်လိုး တာ အပြစ် လား .. ခံ လို့ လိုး တာ ဖင်နာ တယ် လို့ မ ပြော နဲ့ ....,po,3939
သူ တို့ ပဲ အမျိုး ချစ် တတ် သယောင် အမှန် တော့ အမျိုးဖျက် နေ တာ ဘောမ တွေ,po,299
တကယ် ဆို US နဲ့ ဘာ မှ မ ဆိုင် ဘူး သူ တို့ စခ တွေ ပဲ ပြည်သူ ကို လိုက် သတ် နေ တာ,po,1073
အရင် က ရော ဓါတ်အား ပေး နေ လို့ လား စောက်ပို တွေ,ab,105
မအလ နဲ့ စကစ တွေ ရဲ့ ဗျူဟာ တွေ က တိုင်းပြည် အတွက် ဆုံးရှုံး နစ်နာ မှု ပါ ပဲ,po,4574
ကျက်သရေ ခေါင်းပေါင်း ကြီး တွေ နဲ့ ကျက်သရေတစက်မှမရှိ ကြ တဲ့ ချိတ်ထမီ ဝတ် မအလ များ,po,3008
ပြော မ နေ နဲ့ တော့ ဘဒို ဒီ လို စောင်ပေါ တွေ ရှိ နေ လို့ တလရ က လူစင်မမှီ ဒစ်လည် နေ တာ ။ သူတို့ အာဏာရှင်ဆန် နေ တာ သူတို့ ကိုယ်တိုင် မ သိ ကြ ဘူး ။ သူတို့ ကိုယ်တိုင် တောင် စိတ် ထဲ မှာ ကျိတ် ပြီး စိတ်ကုန် နေ ဦး မှာ ။ တော ထဲ က ဂျင်း မှိုင်း မိ ရွယ်တူ တွေ ပဲ သနား တယ် ။,po,3339
ဒုက္ခ ဘယ်လို ပေး ရင် ကောင်း မ လဲ အမြဲ စဉ်းစား နေ သူ ပေါ့ မေယိုး,po,1360
အဲ့လို ဝန်ကြီး နေရာ တွေ အော်တို ပေး တော့ သူ တို့ က ရော စိတ်ဝင်စား ကြ ရဲ့ လား လုပ် ရော လုပ် တတ် ရဲ့ လား မ သိ,no,1639
စစ်ဘောမ အောက်တန်းစား တွေ,po,6301
အိမ် ရောက် ရင် ထိုင် ဆဲ ရ တာ အမော ပဲ 😁 😁,ab,1574
အေး ပါ ကွာ မအလ ⚽️ယက် ငလမသ နဝါးထီး အဖွဲ့ ရေ 😅,po,3785
အမေရိကန် ဘာ ကူညီ နိုင် သလဲ တဲ့ နော်,no,1637
စောက်ဖုတ် ထဲ က မျက်ရည် စက် များ 🤣🤣🤣,ab,3022
ဘောမမ ဘူး ဆို တော့ ထမ်း တာ ပေါ့ စစ်ခွေး ကို ပြော တာ လေ သူ ပြော ထား တာ နည်း တောင် နည်း သေး တယ် အဲ့ ထက် ပြော ရ ဦး မှာ လေ ဗျာ 😇,po,3269
ဆန္ဒ ထွက် ပြ တာ လည်း ဒီ ဖေလိုးမ တွေ တစ်ခုခု ဆို စောက်မှတ်မရှိ Attention ပေး အား သွား ပေး ကြ တာ လည်း ဒီ ဖေလိုးမ လေး တွေ ပဲ နင် တို့ စစ် အစိုးရ နဲ့ ပဲ တန် တယ် နေ့ တိုင်း မီး ပျက် တဲ့ ဟာမ တွေ,po,5238
နေ မ ကောင်း မ ဖြစ် အောင် ကိုယ့် ကို ကိုယ် ဂရုစိုက် မှ ရ တော့ မယ်,no,6032
မအေလိုး စစ်တပ် တွေ နေရာတကာ ၀င် ရှုပ် နေ,po,3980
ကိုယ့် ကိုယ် ကို တောင် ဘယ် နေ ရ မှန်း မ သိ တဲ့ ကောင် တွေ က ဘာ ဝန်ကြီးဌာန ညာ ဝန်ကြီးဌာန နဲ့ အတော် ကို ရူး တဲ့ ကောင် တွေ စောက်ရှက် လည်း တစ်စက်မှ မ ရှိ တဲ့ ကောင် တွေ,po,4237
ဘယ် ဥ က ပေါက် တာ လည်း စောက်ခွက် ကို မ တင် ရဲ ဘူး လား,ab,3019
မိန်းမ တွေ လင်တရူး ရင် ကြောက် ဖို့ ကောင်း တာ နော်,ab,4576
lee စိတ်ဓာတ် နဲ့ မင်းအောင်လှိုင် လို ငါ့ ဆွေမျိုး ငါ့ မိသားစု လို့ မ တွေး လို့ ပါ ဟ,ab,1199
ခွေးမသား ဒါ က ပြည်သူ လား သေချာ ကြည့်,po,5519
မြန်မာ စင်ကာပူ ကို ကျော် နေ ပြီ 🫢,no,4037
ပိန်း ရင် လည်း အေးဆေး မ နေ ဘူး သူခိုး တွေ ဆီ က ဘာ တွေ မျှော်လင့် နေ တာ လဲ ရွေးကောက်ပွဲ လုပ် ရ အောင် လည်း အဲ့ ကောင် တွေ ဘာ စောက်ဆင့် ရှိ လို့ လဲ ပြည်သူ က လက် မ ခံ ရင် လုပ် လည်း စောက်ပို ပဲ အဓိက အဲ့ မအေဘေး တွေ စောက်ဆင့်မရှိ ဘဲ ခွေးပုလ္လင်တက်ထိုင် လို့ ပဲ,po,2922
ဆေး ပုလင်း တွေ ချိတ် ရ တဲ့ အထိ ဆေးရုံ မ တက် ရ တာ ပဲ ရှိ တယ် .. မ တန် ခဲ့ ဘူး လေ 😃,no,6557
စစ်ခွေး တွေ ရဲ့ လုပ်ရပ် က ဘယ် တော့ ပြီး ဆုံး မလဲ မ ခံစား နိုင် တော့ ဘူး 👹👺🤖,po,6029
ကိုမေကိုလိုး ဆို တာ အဲ့လို ကောင် မျိုး,ab,4654
ကိုယ် တွေ နိုင်ငံ တင် မ ဟုတ် ဘူး ပဲ အာဏာရူး တွေ က,po,3880
မီး က လည်း နင့်မေစပ ထဲ ဝင် တဲ့ လော်ကီး လို ပဲ လာ လိုက် ပျက် လိုက် လာ လိုက် ပျက် လိုက် လာ လိုက် ပျက် လိုက် နဲ့ ဘာ ဖြစ် နေ တာ လဲ ချိန်း Loe ရင်း မီး ပေး နေ ကြ တာ လား,ab,727
တစ် မိသားစု လုံး ရိုင်း တာ နော် စော(က်)ကလေး က စ ရွံ စရာ လေး 🫠,ab,3251
ရုပ် လေး ချော ပါ လျက် နဲ့ ယောက်ျား ရှား ရ တယ် လို့ သူများ လင် ကို မှ 🙄 🙄,no,3879
လွှတ်တော် အမတ် တစ် ယောက် အနေနဲ့ ဖမာ့ လို့ သုံး သွား တာ အောက်တန်းကျ တယ် လို့ ခေါ် တယ် အဆင့်မရှိ,po,6759
တူ အရင်း တော့ မ ဟုတ် ဘူး အစ်မ ဝမ်းကွဲ ရဲ့ သား တစ် ခါ အင်တာဗျူး မှာ ဖြေ ထား တာ ဖတ် လိုက် ရ လို့,no,263
သမိုင်း ကို လှ အောင် ရေး ကြ ပါ,no,4109
ခွေးစစ်တပ် ကို အား မ ပေး ရင် ရ ပြီ,po,6426
ဘာ ကြီး လဲ ဟ အတော် ကျက်သရေ ရှိ တာ,no,2840
စပ အမတ် တွေ,po,4168
