text,label
မြန်မာ နိုင်ငံ မုဒိမ်းကျင့် တဲ့ ကောင် တွေ ဘယ် ရောက် နေ တာ လဲ,no
mmsp သုတ်ကြောင် AKရိုက်,ab
ငလိုးမ,ab
သွေးကြွေးမှာဆွေးနွေးစရာမရှိ,po
ငလူး မ စောက်ပြဿနာ ပဲ,ab
ပဲ သောက်ရူး,ab
သန္ဓေဆိုး ပဲ မ,ab
မအေနိုး,ab
မ အရူး မ မ,re
sကလေး,ab
ဖျက် စောက်ပေါ ဘောမ မ ဘောငုံ,ab
မအလ မ,po
အလကား အချိန် တွေ ကုန်,no
ကောင်မ လင် ပဲ အမ်းမမ ပဲ,ab
ခွေးရူး,ab
ခွေးစိတ်,ab
ပါတာနဲ့ပြေးထိုး,ab
ပဲ မသာမ လင်ကိုလု ထွီး လင် မှန်း မ တိရိစ္ဆာန်မျိုးစပ်,ab
ကိုက် မသာ,ab
ယုတ် ယုတ် ကလေး သိသာ လူယုတ်,ab
ဝိုင်း ဆဲ လွန်း လို့ မှ ပွဲ ပျက် သွား တယ် တောင် ဒဲ့ မ ပြော ရဲ ဘူး Fake news ပါ ဘာ ညာ နဲ့ ချစ် စမ်း မောင် ကြီး ဖောရှော လုပ် နေ တာ မ မြင် ဘူး လား,no
နောက် လည်း ဘယ် သူ မှ လာ မှာ မ ဟုတ်,no
မအိမ်လုံး လုပ်,ab
မ သူတောင်းစားမျိုး တောင် မ မ အာမချောင် ပြည့်တန်ဆာ လင်ကောင်မပေါ်ဘဲမွေးတဲ့ယေရှု မုဒိမ်းကျင့် နို့ကိုင် မင်းအမေမင်းနှမတွေနဲ့ပူဇော်လိုက် လုပ် မ အာမချောင်,re
အမ ကို တော့ နားလည် တယ် အမ ယောက်ျား ပြော တာ တွေ က ရီ နေ ရ လို့ ကန်တော့ ပါ နော် အမ ၊ အမ ကို ရီ တာ မ ဟုတ် ဘူး နော် အမ,no
လစာ ထုတ် ပြီး သွား ကြ မယ်,no
မအလ မ,po
ဖင်ကယား ထည့်,po
ဘိန်း ရောင်း မယ့် ဘဲ လာ ပြီ,no
မယားငယ် ရွံ,ab
အယ် ပိုစ့် တင် တဲ့ သူ ကို အရမ်း ချစ် ကြ တာ ပဲ နော် ဝါးဟားဟား 😂 😂,no
စာ တွေ တူ နေ တာ,no
အချော် စွမြင်ကပ် ပဲ,ab
မ မ မ tayရင်ပြိတ္တာဖြစ်မှာ,le
လင်ခိုးမ ထ ထ ဟောင် ရှက်ကြောပြတ်မ,ab
စောက်ခွက် မ ငါ့လိုးမသား,ab
မ စောက်ပေါ,ab
သေလိုက် ချီး ပဲ စောက်သုံးမကျ စောက်လုပ် လုပ် မ,ab
ငါလိုးမသား စောက်အကုသိုလ် စောက်ကျက်သရေတုံး,ab
စောက်ကောင်မ ဗရမ်းဗတာ မ ဘောငုံမ,ab
ဘော မ,ab
မ လုပ် မ လုပ် လုပ် လုပ် ဝဋ်ကြွေး မ စွမြင်ကပ် $ကြီး$ကျယ် ပဲ ပဲ မ,ab
စောက်ပေါ ဘာမှမသိ ပေါက်ကရ လုပ်,po
လီး လုပ်,ab
စောက်တောသား ပဲ,ab
အရှက်ကမရှိ မယားကြီး မ မ,ab
ဒါ တော့ တကယ် ရီ ချင် သွား ပြီ သူငယ်ချင်း တွေ ကို ပြ တော့ လည်း သူ တို့ က လည်း ရီ ချင် လို့ တဲ့ 😆 😆,no
စစ်တပ် ကောင်း တယ် လို့ မြင် တုန်း လား,no
စောက်ရုပ်,bo
ငလူး ပဲ,po
မ ပါးရိုက် ခွေးသူတောင်းစား စုတ်ပြတ်သတ် တောင် မ လောက် ဖလမ ခွေးတိုးပေါက်,po
စောက်ပေါ မှန်း ကလေး သက်ကြားအို,ab
ချော်ကီးပဲစား,ab
ဖျက် $ပို,ab
ကျွန်တော် ဖျာ လာ ခင်း တာ ပါ နေရာ ကျန် သေး လား 😎😎,no
ခေါ စပ ပဲ,ab
မ ဆဲ ဆဲ မ ဟိုဟာနဲ့ပဲတေ့ထိုး ပစ်,ab
မအလ လဥ,po
အကို တို့ နိုင်ငံရေး ဆို တော့ သူ က ဘယ် နိုင်ငံ က လဲ,no
ချီးစား ပဲ မ ပဲ,ab
သြော် မြန်မာ မိန်းကလေး တွေ တန်ဖိုးရှိ စေ ချင် တယ် အရှက်အကြောက် ဆို တဲ့ ဟီရိသြတ္တပ္ပ တရား ရှိ စေ ချင် တယ် အလကား နေ ရင်း ထိန်းသိမ်း ခံ ရ ဦး မယ်,no
လီး မ,ab
ပါးချည်းရိုက်,ab
မအေလိုး သတ်ပစ်,ab
ဓားကိုကြည့် လင်ဒါရူးမ ထဝီ,ab
ပဲ အတံ l33,ab
ကိုမေကိုလိုး,ab
GLee,po
လီး မ စောက်ပို လုပ် မ ပဲ ပဲ မ စောက်ပို,po
အောက်တန်းစား အောက်တန်းစား,ab
မေး ပါ ဦး မယ် နင် တို့ အကယ်ဒမီ က ဘယ်သူ တွေ ကို ပေး မှာ လဲ,no
အဘဘောမမယ်ငုံမယ်,ab
‌အေယိုး သောက်ပု ဖသမသား ခွေးဝဲစား,ab
လီး ဖြတ် ပစ်,ab
ဒီ လူ အကြောင်း သိ ချင် ပါ က ဒီ အထဲ ဝင် ကြည့် လို့ ရ ပါ တယ်,no
ဘော်လီဝတ်ထားတဲ့ဘုရင်,bo
လုပ် မ စောက်ခွက် ရင့်ထော် စောက်ပို ခံ မ ခံ မ ခံ လုပ်,bo
ဂေါက်သီးရုပ်,bo
နင့်မေလိုး ဘောမ,ab
ကိုမေကိုဂျွမ်းကိုသုံးခါပြန်လောက်လိုး နှမလိုး,ab
မ လုပ် သေ သေ အာဏာရူး မ,po
နွား,ab
မုန်လာဥ ကို အဲ့လို လုပ် ရ မှန်း မ သိ ဘူး စား ချင် စရာ လေး 😍,no
ရိုက် အောကား ကောင်မ မ ပဲ,se
လူ တွေ က ကြောက် စရာ ကောင်း တယ် ၊ မောင်နှမ ချင်း တူ ရင် တောင် စိတ်ဓာတ် ချင်း မ တူ နိုင် ဘူး ။ ကိုယ်တိုင် မျက်မြင် ကိုယ် တွေ့ မ ဟုတ် တော့ အမှန် က ဘာ လဲ တစ်ထစ်ချ မ ဆုံးဖြတ် ပါ ဘူး ၊ စကား ဆို တာ ပြော ချင် သလို ပြော လို့ ရ သလို ၊ စကား ဆို တာ နှစ် ဖက် လုံး နားထောင် ရ တယ် လေ ၊ ဒါ မဲ့ တချို့ လူ တွေ က လူ စိတ် မ ရှိ တာ တော့ အမှန် ပဲ ။ 😊,no
သူတောင်းစား ကမကလ မအလ ခွေး ခွေး,ab
အယုတ်တမာ ဖာ ဖင်ယား $မီး မ လွတ် ပဲ,ab
အရူးတွေမလို့ကိုးကွယ်,re
ဘောဝိုင်းငုံ သောက်ကောင်မ ပဲ,ab
ပစ်သတ် နီပိန်း ဟောင် မ မအေလိုး အူ ပဲ အပစ်ခံ ပစ် အူ သေ တောင် မ ပစ်,po
ဖွီ ရွံ ပဲ မ ခသတစ ဆိတ်တပ်,po
အောလီ,ab
အစ်ကို ရေ ဝတ် ထား တဲ့ အင်္ကျီ ကို တော့ ကြိုက် တယ် ဗျာ,no
ခသတစ အတစ,ab
တောတိုးတဲ့ရုပ် မ မှန်း မ လုပ် အကျိုး ဦးနှောက်သုတ်ပိုးဝင် မ ဆဲ ခေါင်း ပဲ ပဲ မ,ab
ဘယ် လင်မယား လဲ ဟင် သိ ချင် လို့ ပါ ရှယ် ကြ ပါ ဦး,no
ခွေးမျိုး ဖြတ် လောက် မျိုးမစစ် သေလည်းအေးတာပဲ လီး တောင် မ,ab
လူ တွေ လှည့်စား ခြင်း မှ ကင်းလွတ် ပါ စေ,no
တနှာရူး မှန်း သိသာ ရခိုင်ကုလားကောင်,ra
ဖေလိုးမသား နှာဗူး,ab
စောက်မအေလိုး စောက်ခွေးရူး သူခိုး ခွေး အသေဆိုးနဲ့သေပါစေ,ab
ဖျင် လုပ်,ab
စောက်ရုပ် မ ပေါက်,bo
မီးရှို့ ကျွေး လူပါးဝ,ab
Southကလေး ချဉ်ဖတ်,ab
မ ရိုင်း မ ဆဲ ငိုးမ,ab
စောက်ရှက် မ,ab
သေရင်ခွေးလိုသေမယ့်အကောင်,ab
ကလေး ကို ကြည့် တာ နဲ့ အမေ ဖြစ် သူ ဘယ်လို စရိုက် လဲ သိ တယ်,no
စောက်ပို ပဲ,ab
-ီး,ab
ဖက်ခွက်စား မ စော်ကား,ab
အနုပညာရှင် တွေ ခက်ခဲ ရင် ပြင်ပ လူ တွေ ထက် ဆိုး တယ်,no
tayမှာ မ ဖျက် tayမှာဆိုလည်းtayလိုက်တော့,le
lol လောက် ဖျက် ခွေးမျိုး,ab
သတောင်းစား,ab
ကျက်သရေကိုမရှိ Lee lee,ab
လ ခွေးများမြူးတူး ကုန်း မ,po
နွားမျိုး မ,ab
ဖလမ,ab
မ မ ငါလိုးမသား အားယား ကလိ,ab
Sပြဿနာ,ab
မနက် စော ကြီး ကို စိတ်ညစ် ပါ တယ် 😔,no
မှန်း မ ဖင်ခေါင်းကျယ် မ,ab
စွအရည်မရ လုပ် မသာ မအေဘေး,ab
စောက်ဆင့် မ,ab
ကလေး မ သေခါနီး ပြောင်ကြီး တောင်,ab
အေး လေ သူ တို့ ခေတ် ဆို တော့ သူ တို့ သဘော ပေါ့ 😂 😂,no
အရက်သမား မှန်း lee မ,ab
အောက်တန်းကျ ယုတ်မာ တောင် မ,ab
မ ဖော်လော်မော် မ လောက် တောင် မ စောက်စကား,ab
ကြည့် ချင် လို့ သီချင်း name ပြော ပြ 🥲🤌,no
လုပ် မ လီး ပဲ ပဲ တောင် မအေလိုး လီးကောင် လီး ပဲ မအေလိုး,ab
ခွေးတိုးပေါက် ကျယ် ပဲ,ab
ကျက်သရေတုံး စွခွက် မ,ab
ချီးထုပ်,ab
အေလိုး ဂဏန်း,po
မ လုပ် ခမျိုး သောက်ကျက်သရေတုန်း,ab
အောက်တန်းစား ငပိန်း ပဲ,ab
ဝဋ်ကြွေး ကမ ပဲ,ab
နို့ ဖြတ် ထား တာ လား အမ က,no
မ မအေလိုး သောက်,po
ကြီးပေါ,ab
အရူးတပ်,po
💣💣💣ထောင်,ab
ခွေးစုတ်မ အရိုင်းစိုင်းမ,ab
မြန်မာ ငွေ နဲ့ တွက် ရင် သိန်း ခြောက် ရာ ရှိ တယ် ဆို ပြီး ဘဏ် မှာ ထိုင် ကြွား တာ အား မ ရ တော့ ကား ပေါ် ထိ ကြွား အိမ် မှာ ကျန် တဲ့ ဒေါ်လာ တွေ ပါ ပေါင်း ကြွား သေး တာ မြန်မာ ပြည် က စိန် ဆိုင် live တွေ မှာ သိန်း ထောင် ကျော် ကို ဘူးသီး ခရမ်းသီး လို ဝယ် နေ တဲ့ သူဌေး တွေ မြန်မာ ပြည် မှာ ကျန် ပါ သေး တယ် လို့ ပြော ပေး ကြ ပါ ။ 🌚,no
ဖေယိုးမ,ab
နင့်အိမ်မီးလောင်မှသိမယ် အမျိုးယုတ်,ab
အန်တီ သတိထား ပါ အစစအရာရာ ဂရုစိုက် နော်,no
ကိုရီး ချီးစော် မ နံ ဘူး လား သေး နံ့ ကော ရ လား,no
ခိုး ခိုး မ $လုပ်$ကိုင် လုပ် L33 လုပ် မ မ $ဖောင်းလာမထုနဲ့,ab
မ ေloe အချောင်စား,ab
လီး ထိုး,ab
သတ် ချ ယုတ်မာ မအလ,po
ဖင်ယား,ab
ဗြောင်လိမ်ဗြောင်စားမ,ab
စောက်ကြောင်း ပဲ,ab
ဖင် ဖင်ခံ,bo
စောက်ဆင့် မ ‌မေlo,ab
လောက် ကား တောင် မ လောက် လုပ် တာဇံ မ တာဇံ ခံ မ,ra
ယောက်ျား နဲ့ ရန် ဖြစ် လာ ရ လို့ ဖြစ် မယ် 😅 😂,no
ခိုး လုပ် ဖျက် maloe,ab
မအလ a6 ပေါက် ဂွေးစိ ပဲ,se
နားထင်အားနည်း,bo
kmkl မ လုပ်,ab
မ မုန်း sခြောက်,se
ပေါကြောင်ကြောင် ဦးနှောက်ကောရှိရဲ့လား,ed
မ ဖြတ် ခိုး လောက် ခွေးမသား,ab
လီးလီးလားလား,ab
ကား ဖော်လော်မော် မ,ab
ဖာသည်မ လုပ်,ab
ထွီ ရွံ ဘောမ,ab
စပက်ရပ် စပက်စား,ab
မအလ စောင်ရှက်,po
ကလေး ကျပ်မပြည့် lol,ed
မီး ဖြတ် ၊ မီး ပျက် သည် များ မ နှစ်သက် ပါ,no
ရုပ် တွေ က အစ နီကရိုး နဲ့ ပေါင်း ထား တဲ့ ရုပ် တွေ ဆို တော့ ကပ္ပလီ သီချင်း ခွေ မှတ် လို့ ကြည့် နေ တာ စကား ပြော သံ ကြား မှ မြန်မာ တဲ့ လား 😮,no
မ ဂွေးစိစား,ab
ခွေးသူခိုး,ab
စောက်ယွ မ,ab
မ ရ ရင် မ ရ ဘူး ပြော လေ ဒီ ဆံပင် က ဒီ လို မ ရ ဘူး ဘာညာ ပြော လေ ညှပ် ပြီး မှ အမ ဆံပင် က ဘာညာ ပြော တော့ ဘာ လုပ် လို့ ရ မှာ လဲ 😏,no
ကလေး မ မအလ သေချင်းဆိုး လုပ်,ab
တစ်ခါတလေ တော့ လည်း ညီမ တို့ လို ကိုယ် နဲ့ မ ဆိုင် သလို နေ တတ် ချင် လိုက် တာ ဗျာ စနစ် ရဲ့ ကျေးကျွန် ဖြစ် မ သွား တာ ပဲ ကိုယ် တွေ မှား နေ သလို လို,no
Outတန်းစား,ab
ဂျောင်ကြား မှန်း မ စောက်ချိုးမပြေ,ed
ဖာဆန်,ab
အိမ် က ကား တစ် စီး စာ တောင် မ ရှိ ပါ ဘူး သားရီး ရေ 😜 🤣,no
ဖျက် မ ဖင်ထဲသေနတ်ပြောင်းနဲ့အမွှေခံ,po
အရူးကတမူးသာ,ab
မ အရေထူ စောက်ခွက်,ab
မ အက်ပက် ပဲ,ab
စိတ်ပျက် ဖင်ခံ,ab
ပဲ ရိုက် ရွံ မ,ab
စောက်ရူး မှန်း မ ပဲ ပဲ စောက်ခွက် စောက်စကား lee,ra
ဘုရင်ရူး အာဏာရူး ပေါ,po
သူ့မေလင် မအလ တောင် လောက် မ,po
ဒလန် လုပ် သတ် သတ် သတ် သတ် စောက်လုံးကန်း,po
စောက်ပေါ ကန်ချင်ဖွယ် မ ခံ,ab
မိုက်ရိုင်း oTS,ab
ငစား ပဲ မ လခွမ်း,po
ရွံ ရိုက်,ab
စောက်လုံး လု စောက်အလိုက်ကန်းဆိုးမသိ ဟာမ,ab
သောက်သံ မ ဒေါင်းယောင်ဆောင်သောကျီး,bo
လုပ် ခြောက် အခြောက် အခြောက် ပဲ ဖသမ,se
အသားမဲမ မ,bo
ကိုယ် မ ရောက် ဖူး တဲ့ နေရာ ဆို တော့ တင်ပြ ပေး တာ ကျေးဇူး ပါ ဒါပေမဲ့ သူ တို့ အယူအဆ နဲ့ သူ ဆို တော့ တစ် မျိုး ပေါ့ မြန်မာ လူမျိုး တွေ အနေနဲ့ ဆို ရင် တော့ အယူ လွဲ နေ ပါ တယ်,no
အခြောက် မ,se
မအလ အာဏာရူး တောင်,po
သူခိုး လူယုတ်မာ ပဲ,ab
ကောင်မ ငါးကြီးနဲ့တူ ပဲ,bo
ငါလိုးသား လိ,po
စောက်သည်း မ ပဲ,ab
ကမကလ,ab
ပညာမတတ်တဲ့နိုင်ငံ လိမ်,ed
ထောင်ထွက် မ အခြောက်မ ဖက်လုံးမ မအေရိုး,ab
ဆောက်ဦးနှောက်မရှိ ဆောက်အဓိပ္ပာယ်မရှိ ပဲ လုပ်,ed
ဗုံးပေါက်ပါစေ မ ယွ အသက်ကြီးပြီးအချိန်မစီး,ab
သူများ နဲ့ မ တူ တာ က ထူး တယ် လို့ ခေါ် ပါ တယ် ဘယ် အရာ ကို လုပ် လုပ် ရူးသွပ် မှု မ ရှိ ရင် မ အောင်မြင် သလို ဘာ ပဲ လုပ် ပြ လုပ် ပြ ကိုယ် နေ တဲ့ ပတ်ဝန်းကျင် နဲ့ ကွဲလွဲ အောင် လုပ် ပါ လူသား တွေ ဆို တာ အသိဉာဏ် ဖွံ့ဖြိုး မှု အား ကောင်း ပါ တယ် ကိုယ့် ကြောင့် အတွေးအမြင် မှားယွင်း သွား မယ် ဆိုရင် ဆက် မ လုပ် ပါ နဲ့ ငါ့ ညီ တို့ ညီမ တို့ ရယ် အားပေး နေ မှာ ပါ,no
နုရူးဂျီဟာသအဖွဲ့ ထ,po
မ အခြောက်မ ခံ,se
ဆောက်ကြောင်း မ မအလ ပဲ တောင် ကောင်မ ထမိန်လှန် တက်အုပ်,po
စောက်ဆရာကြီး မ,ab
တုံးညှပ်သံ ကောင်မ မ,ab
ဖာတန်း ပဲ,ab
လင် ကြောင်တောင်နှိုက် ဖလမ အဖေတောင်ပြန်ခံ ဟာမ ရွံ နွား ကြံရည်စက်မ နွား လုပ် ပဲ အမြန်သေပါစေ,le
$ကြောတင်း ပဲ,ab
နင့်မေစကပ် kmkl,ab
သား ချော မေမေ လေး မလို့ ချစ် ပါ တယ် ရှင့် 🥰🥰,no
ကလေး ဖျင်ယား,ab
မင်းအမေလင် အမေတက်အုပ် မ လုပ် ဖုံးကင်,po
$ရှက် မှန်း မ,ab
စောက်တလွဲ လင် စောက်ရှက် မ လုပ် မ ခံ ထ ပဲ ဆဲ ဆဲချင်တယ်,ab
အီးညှောင်ဂွမ်းညှောင် ကောင်မ နေဝင်းခေတ်တည်းကထမင်းငတ်လာတဲ့အသံ မ,bo
စစ်ခွေး ကျွန် ကျွန် မ လုပ် ရွံ,po
ballစုတ်,ab
တော် ပါ ပြီ နည်းနည်း ဆို ပြီး အများကြီး ပါ ပါ သွား လို့ ကြောက် ပြီ 😀 😀 😀,no
မ ကောင်မ အ-ိုးသွားခံ မ,ab
ယုတ်မာ မ,po
ရွဲနေပြီ,bo
လီးလီးလားလား လုပ် မအေဘေး,ab
soutခွက် ဖျက်,ab
မ ကန် ငါလိုးမ မအေလိုး,ab
ခွေးမသား မ,ab
ကောင်မ ရန်တိုက် စောက်ကောင်မ,ab
အူကြောင်ကြား မ လုပ် အာမချောင်,po
မ မ စောက်ကျင့်ယုတ်,po
ရွံ ပဲ $ခွက် စိတ်ပျက်,ab
လုပ် တောင် မ LLLL,ed
ကျက်သရေတုန်း အခြောက်မလင်,se
စောက်ကျင့်,ab
စောက်ကလေး finnယား,ab
အသက် သာ ကြီး လာ တာ ချစ် တာ နဲ့ တဏှာ မ သဲကွဲ သေး ဘူး ပဲ 😇,no
ဖော်လော်မော်,po
သေကုန်ပြီလားသတင်းစောင့်နေတယ် ကံကြီးထိုက်အုပ်စု,ab
လီး မ,ab
မ စပပြဲ ပဲ,ab
တုတ်ကိုသူ့xင်ထဲဇွတ်ခနဲထိုးထည့်,ab
ဖုတ်ခံ ဖုတ်ပြဲ ဒုတ်စုပ် မ,ed
ကလေး ရိုင်း,ab
ပထွေး လောက် ပဲ,ab
ဖင်နည်းနည်းယား ပဲ,ab
မ ဆဲ စာမှမတတ်တာ မ ဉာဏ်တိမ် ပဲ,ed
အခု လို လေး မ ပြင် ထား တာ က မှ ပို လှ တာ 😍,no
စွမြင်ကပ် မ မ အောက်ကဟာကိုင်ထား,ab
မိဘ တွေ မျက်နှာ ဘယ် သွား ထား လဲ မ သိ ဘူး နော် ???,no
ခွေး လုပ် ခွေး မ မ,ab
ရိုက် အိပ်ဆေးခတ် ဖြတ် ပစ်,ab
ဖင်ကိုအစိမ်းလိုက်ခံ,ab
ရွံ ပဲ မ လုပ် အခွက် ထောင်ထဲထည့်ပစ်,ab
ကောင်မ မယားငယ် ပဲ,ab
တောသူမ တဏှာရူး မ ခွေးလိုး,bo
ရွံ အခြောက် မ ပဲ စောက်ချောကြီး,ab
စရိုက် ကလေး ပါးရိုက်,ab
စုန်းမရုပ် လင်ဒရူးမ,bo
မအေလိုး,ab
mal ပဲ,ab
စောက်ခွက် ဖြတ်ရိုက်,ab
စိတ်ပျက် တောင် မ,ed
သဒေါင်းစား,ab
ခွေးလိုးမသား ခေါင်း စောက်ချီး ပဲ,ed
မအေဘေး,ab
ဖင်ပါလို-း,ab
တောင် စောက်တလွဲ,ab
စရိုက်ဆန် ရွံ,ab
lee မ မ lee ပဲ,ab
လက်ယား ဖျက်,ab
လောက် MAL,ab
သတစ မ ဖလမ တောကြိုက် ပေါ်ပင်မ,ab
လုပ်စား ကလေး လုပ် သီလရှင်ကောင်မ သေဒဏ်ပေး,re
လီး စောက်မျက်ရည်ချူ မအေလိုး,ab
တုတ် ယူ ပေး တဲ့ ကလေး က အဓိက တရားခံ ပဲ,no
စောက်ကြီးစောက်ကျယ် ငါလိုးမ လီး မ ငါလိုးမသား မ စောက်စကား စောက်ပဲကများ,ab
မ ဘောမ,po
မအလ,po
မ အထန်တစ်လိုင်း ကတုံးမ အထန်ကောင်,ab
ထည့် သောက်တလွဲ လုပ်,ab
စောက်ပေါ မ ပဲ,ab
ခွေးလောက်တောင်တန်ဖိုးမရှိတဲ့ရုပ်,bo
တောသား သောက်ပေါကား ပဲ,ra
သောက်မြင်ကပ်,ab
soutpaw မ,ab
စောက်ကလေး လူညွန့်တုံးစမ်း,le
ဘောမ နာနတ်သီးတော့မစားမိကြစေနဲ့,po
နတ်ကတော်ရုပ်နဲ့,bo
သူ့ ယောက်ျား ဖြစ် သူ က မှ မယားကြီး ကို စိတ် မ ရှိ တော့ လို့ ရိုက်နှက် ထိုးကြိတ် နေ တာ ကို နှိပ်စက် ခံ ပြီး ဆက် မ နေ သင့် တော့ ဘူး လေ ကွာ ပစ် လိုက် တာ မှန် ပါ တယ်,no
မ စောက်ပို,ab
ဒေါင်းစား စပ ကမ,ab
ခွေးနီပိတ် ဟောင် အူ ပဲ စောက်ရှက် မ,po
အခြောက် မ,se
စိတ်ပျက် နွားချီးပိုးကောင် စောက်ကြီးစောက်ကျယ် မ လုပ် နှောက်ချီး,ab
ပေယိုးမ,ab
တစ် ယောက် တည်း ကွက် ပြီး ချမ်း နေ တာ နဲ့ တူ တယ်,no
ဆောက်ရူး,ab
တာဇံမ တောသီချင်း ခွေးတိုးပေါက် ဟာမ,ab
ကလေး သိသာ အောက်တန်းစား $ကလေး ဆွဲလုပ်,ab
အကြမ်းဖက် KMKL KMKL ပဲ KMKL မျိူးဆောင့် ပဲ,po
ဒါကြောင့် ဂေါတမ မြတ်စွာဘုရား ရဲ့ အဆုံးအမ သာသနာ နဲ့ ကြုံ ရ တာ ကုသိုလ် ထူး တယ် လို့ ပြော တာ ပေါ့ ဒါ တောင် ဘာသာ သာသနာ ခုတုံး လုပ် ပြီး စီးပွား ရှာ အာဏာ ရှာ သူ တွေ ကြောင့် ဘာသာ သာသနာ ညစ်နွမ်း နေ ပြီ,no
နောက်လိုက်ခွေး,ab
ရွံ,ab
လက်နက်ကိုင် တာ ခြင်း အတူတူ ရဲ တွေ ကျ တော့ နေရာ မ ပေး ဘူး နော် 😝,no
ပေယိုးမရုပ်,bo
လူယုတ်မာ တူသောအကျိုးခံစားရပါစေ,le
ကျွန်တော် တို့ မြန်မာ က နာမည် အတော် ကြီး သား,no
ဖာ စရိုက်,ab
နွားမျက်လုံး,bo
စောက်ရှက်,ab
လူပါးဝ စောက်မှတ်မရှိ,ab
တောင် ယုတ်မာ,ab
မြန်မာ ဖြစ် ပြီး အဲ့ လောက် လို လို့ လား 😌,no
စောက်ပို လုပ် ဖင်ခေါင်းအသေကျယ်,ab
မ မ ပဲ ဆဲ အောက်တန်းစား pharthalma စော-က်ခွက် ပြေးပွတ်,ab
$ပေါ,po
⚽️မ ⚽️မ မ သေကျေ ပျက်စီး ခံ ဖင် 🐕‍🦺,po
မ သိ ရင် တစ်ခါတလေ မှ မီး ပျက် သလို ပဲ 🤭 အရမ်း နောက် တာ ပဲ အကို တို့ က,no
ခွေးတိုးပေါက် အောက်တန်းစား,ab
ငါ က မိဘ လုပ်ကျွေး နေ တာ ငါ က ဘယ် သွားသွား အမေ ပါ တယ် ဆို တဲ့ သူ တွေ ကို ကျွန်း တစ် ကျွန်း မှာ စု ထား ဦး မယ် မျက်လုံး တွေ နောက် လို့,no
ခွေးပါးစပ်ကနတ်စကားထွက်,ab
အဲ့ လောက် တောင် ဖြစ် သွား တာ လား သူ က အဲ့ဒါ ဘယ် သူ ကြောင့် လို့ ထင် လဲ,no
လီး သွေးဆုံးကိုင်ရုပ် မ,ab
လုပ် ဘောကိုင် MAL,ab
ဒုက္ခိတဖြစ်ပါစေ,le
မ ကောင်မ ဘောမ မ,ab
မအေလိုး ဖျက် ရပ်ပြစ်၈ပါးနဲ့ချက်ခြင်းပြည့်မယ့်ဟာတွေ မအေလိုး,ab
ခေါင်းထဲမှာသုတ်ရည်ပြည့် အကောင် ပဲ,ab
ပဲ လက်ပါ ရွံ,ab
sပို ပစ် မ လုပ်,ed
စိတ် ကျေနပ် တဲ့ အထိ customer ကို မ တောင်းပန် ဘဲ နဲ့ တစ်ယောက်ယောက် ကို တိုင် နေ သလို ပဲ နော် အမ တို့ က,no
တိုက်ဂေါ,ra
မအေလိုး မ,ab
ငနဲ မ အာချောင် ပဲ မ,ab
ရုပ်လည်းမလာ အသံလည်းမလာ ပဲ ပါးရိုက်ချင်ပါစေအခွက်,bo
မ မအလတပ်,po
တောင် လုပ် စောက်ပေါ,ab
တော်တော်ဆိုးတဲ့§ခွက်,bo
ဖေလိုးမသား ခွေး လိုး စပစား,ab
pornကားသာရိုက် lee,ab
တော်သေး တယ် ဟို ကောင့် ယူ ရင် ငါ့ အနာဂတ် က ဒီ လို ဖြစ် မှာ,no
ပဲ အီးပဲစား,re
ခွေး မ ခွေး ဖေလိုးမ,po
ကလေး တုတ် Napanကျင်း,ab
Sရူး မအလ မ မ,ab
မအေလိုး ကန် လုပ် တောင် မ မ,ab
မှန်း တောင် မ ဖင်ကြီးပဲမြင်,se
ဖောက်ပြန် အရူးမ,ab
ဖျက်စီး တဲ့ အရာ တွေ,no
သတ်,po
မ ကမကလ,ab
အနုပညာ ကို ချစ် လို့ အောင်မြင် မှု လို ချင် လို့ လုပ် နေ တာ မ ဟုတ် ဘူး နာမည် ကြီး ချင် လို့ လုပ် နေ တာ ဒီ လို နာမည် ကြီး အောင် လုပ် ကြေး ဆို တစ် ကမ္ဘာ လုံး က ရှိ တဲ့ အမျိုးသမီး တွေ နာမည် ကြီး ကုန် ပြီ အဲ့လို အနုပညာရှင် မျိုး တွေ ရှိ လို့ လည်း ကောင်း တဲ့ အနုပညာရှင် တွေ ပါ ရော ဝေဖန် ခံ နေ ရ တာ ရွံ စရာ,no
ပထွေး,ab
ပဲ ပဲ မအေလိုး သူတောင်းစား မနက် ခွဲ မ ခိုး ိုး,ab
မိတ်ကပ်ဇွန်းခြစ်မ,bo
ခွေးမသား အကုသိုလ်,ab
ပြင်ပြင်ဆင်ဆင် လေး နေ ပါ ဦး ဗျာ ... 😩😩😩,no
စောက်ခွက် ထိုး စောက်ရေးမပါ ကလေး ကလေး မ စောက်ခွက် စောက်ပတ် တောင် မ ခွက်ကောက်ပြီးတောင်းစား,ab
ဆောက်ဆင့် ပဲ သောက်ရှက် တုတ်,ab
သားရေ အတု တွေ ဝယ် သုံး တော့ ကွာ ကုန် တာ ပေါ့,no
အောက်တန်းစား,ab
မ စောက်ရူး,ab
khwayဝဲဇား မ အောက်ဆွဲ မ,ab
စောက်စိ စုပ် မ,se
သူခိုး စစ်ခွေး,po
မ မ $ရှက် မ $ပို,ab
ဖြတ် ဖြတ် ကမကလ,ab
လုပ် ဓားနဲ့ထိုး အူ,ab
Kmkl မ,ab
ငါ တော့ မင်း တို့ မိဘ တွေ ပဲ သနား တယ်,no
စခွက်,ab
