Priority,Description,Start Time,Duration
Minor, There are many waiting containers in pod aws-guardduty-agent-nwk7w of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 02:38 ",1h
Minor, There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 02:38 ",9m 33s
Major, CPU utilization is high for EC2 instance -:i-07d378eca4a2a1956 in region ap-southeast-1. This instance is hosted on AWS Cloud flexcube-corebanking-prd," Aug 01, 2025 02:36 ",8m 47s
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 02:36 ",1m 59s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\Summary}," Aug 01, 2025 02:36 ",18m 25s
Minor, Average shared lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015," Aug 01, 2025 02:36 ",9m 15s
Minor, Average exclusive lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015," Aug 01, 2025 02:36 ",9m 16s
Minor, High disk space usage on /export/home/orarom drive of BIREPO_DB_Node_1," Aug 01, 2025 02:36 ",9m 11s
Major, Destination status LOG_ARCHIVE_DEST_1 is abnormal on Oracle Database eG_Backend_DB:1521:egrepdc," Aug 01, 2025 02:35 ",4m 26s
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 02:34 ",21s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 02:34 ",4m 10s
Minor, There have been many container termination failures for pod aws-guardduty-agent-nwk7w of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 02:33 ",5m 12s
Minor, There are many waiting containers in pod aws-guardduty-agent-hgf4p of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 02:33 ",55m 18s
Major, High CPU utilization when waiting for I/O on AWS_CBS_Reporting_DB," Aug 01, 2025 02:33 ",5m 23s
Minor, Many instances have been removed recently from AWS Cloud HRIS_Prod," Aug 01, 2025 02:33 ",5m 5s
Critical,TimeSinceLastChckPoint  {REPLICAT/RLOTNF}," Aug 01, 2025 02:31 ",16m 10s
Critical, Oracle Database instance ONPREM_KBZPRDSTBY_CDB:1580:KBZPRDSTBY is down," Aug 01, 2025 02:31 ",4m 41s
Major, Memory utilization is high on ONPREM_KBZPRDSTBY_CDB," Aug 01, 2025 02:31 ",2h 12m
Major, Memory utilization is high on ONPREM_KBZPRDDCPDB_PDB," Aug 01, 2025 02:31 ",13m 32s
Critical,TimeSinceLastChckPoint  {REPLICAT/RLOTNC}," Aug 01, 2025 02:31 ",16m 10s
Minor, Write rate to datafile SFCUBSTAB_114.dbf is high on Oracle Database AWS_CBS_Reporting_DB:1665:KBZRPTDCPDB," Aug 01, 2025 02:30 ",1h 31m
Minor, Write rate to datafile SFCUBSIDX_28.dbf is high on Oracle Database AWS_CBS_Reporting_DB:1665:KBZRPTDCPDB," Aug 01, 2025 02:30 ",2h 25m
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 02:29 ",20s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 02:29 ",4m 11s
Minor, There have been many container termination failures for pod aws-guardduty-agent-hgf4p of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 02:28 ",4m 33s
Minor, There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v5k4x of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 02:28 ",14m 27s
Minor, Buffer cache hit ratio is low on Oracle Database eG_Backend_DB_DR:1521:egrepdr," Aug 01, 2025 02:27 ",1h 24m
Critical, Many back-off restarting failed containers on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 02:27 ",10m 21s
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 02:26 ",41s
Minor, Many instances have been removed recently from AWS Cloud cbs-reporting-prd," Aug 01, 2025 02:26 ",5m 7s
Major, CPU utilization is high for EC2 instance -:i-07d378eca4a2a1956 in region ap-southeast-1. This instance is hosted on AWS Cloud flexcube-corebanking-prd," Aug 01, 2025 02:26 ",9m 25s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\Summary}," Aug 01, 2025 02:25 ",35m 28s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#6}," Aug 01, 2025 02:25 ",35m 32s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 02:24 ",3m 38s
Minor, There are many waiting containers in pod aws-guardduty-agent-72896 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 02:23 ",2h 3m
Minor, There are many waiting containers in pod aws-guardduty-agent-ws4b9 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 02:23 ",54m 35s
Major, Many user errors have been detected in Microsoft SQL server CBMNET_FIGW_DB_SERVER_DR:1433's error log," Aug 01, 2025 02:23 ",24m 10s
Minor, One or more long running queries have been detected on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 02:22 ",25s
Minor, Many blocked processes on New_CB_CDB," Aug 01, 2025 02:22 ",24m 20s
Minor, High CPU utilization when waiting for I/O on eG_Backend_DB_DR," Aug 01, 2025 02:21 ",4m 32s
Minor, Many maintenance {system-update}," Aug 01, 2025 02:20 ",5m 49s
Minor, Many maintenance {Summary}," Aug 01, 2025 02:20 ",5m 54s
Minor, Many instances have been removed recently from AWS Cloud p2p-sap-hana-prd," Aug 01, 2025 02:20 ",4m 14s
Minor, Write rate to datafile SFCUBSTAB_78.dbf is high on Oracle Database AWS_CBS_Reporting_DB:1665:KBZRPTDCPDB," Aug 01, 2025 02:20 ",2h 35m
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 02:20 ",4m 54s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 02:19 ",3m 48s
Major, Many blocked processes on BI_Reporting_Prod," Aug 01, 2025 02:19 ",3h 11m
Minor, Many containers of pod aws-guardduty-agent-hdsz6 of namespace amazon-guardduty are not ready on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 02:19 ",Current
Minor, There are many waiting containers in pod aws-guardduty-agent-hdsz6 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 02:19 ",59m 3s
Minor, There have been many container termination failures for pod aws-guardduty-agent-72896 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 02:19 ",4m 23s
Minor, Many blocked processes on New_CB_DB," Aug 01, 2025 02:19 ",29m 49s
Minor, Read rate from datafile sfcubstab.18532.1196823447 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 02:19 ",5h 15m
Minor, Read rate from datafile sfcubstab.30966.1196823455 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 02:19 ",1h 49m
Minor, There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 02:18 ",14m 29s
Minor, Write rate to datafile o1_mf_apidat_d_l8rb9t0s_.dbf is high on Oracle Database on Cloud APIRDB:1580," Aug 01, 2025 02:18 ",33m 50s
Minor, High CPU utilization when waiting for I/O on AWS_CBS_Reporting_DB," Aug 01, 2025 02:18 ",15m 10s
Minor, Many maintenance {system-update}," Aug 01, 2025 02:17 ",19m 39s
Minor, Many maintenance {Summary}," Aug 01, 2025 02:17 ",19m 42s
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 02:17 ",1m 21s
Minor, Many blocked sessions on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 02:15 ",20m 2s
Minor, Blocking threads in the JVM of eG Agent 10.13.96.40," Aug 01, 2025 02:15 ",30m
Critical, Test AWSAmazonWAFTest is not reporting at configured measure period on eG Agent eG_RUM_Agent," Aug 01, 2025 02:15 ",34m 20s
Minor, Many instances have been removed recently from AWS Cloud KBZ-Project," Aug 01, 2025 02:14 ",13m 48s
Minor, Read rate from datafile sfcubstab_02.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 02:14 ",2h 8m
Minor, Read rate from datafile sfcubstab.14294.1194948701 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 02:14 ",5h 20m
Minor, Read rate from datafile sfcubstab.23864.1195380491 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 02:14 ",5h 20m
Minor, Read rate from datafile sfcubstab.13635.1194949251 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 02:14 ",3h 3m
Minor, Read rate from datafile sfcubstab_22.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 02:14 ",1h 15m
Minor, Read rate from datafile sfcubstab_04.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 02:14 ",1h 53m
Minor, Read rate from datafile sfcubstab.11358.1193322589 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 02:14 ",1h 44m
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 02:13 ",4m 6s
Critical, TCP connection failed when accessing the web page HomePage. This is affecting External Web ibanking," Aug 01, 2025 02:13 ",9m 45s
Major, Many HTTP 5XX responses on load balancer app/flexcube-loadbalancer-prod1/dd97bd39a3f8c9b6 of AWS Cloud flexcube-corebanking-prd," Aug 01, 2025 02:13 ",8m 50s
Major, High CPU utilization when waiting for I/O on AWS_CBS_Reporting_DB," Aug 01, 2025 02:13 ",5m 11s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database eG_Backend_DB_DR:1521:egrepdr," Aug 01, 2025 02:12 ",35m 5s
Minor, Many instances have been removed recently from AWS Cloud AWS_Security," Aug 01, 2025 02:12 ",13m 52s
Minor, Maximum query elapsed time is high on Oracle Database BIREPOPDB:1665:KBZBIREPOPDB," Aug 01, 2025 02:12 ",36m 39s
Critical, Lagging checkpoint duration is high  {EXTRACT/ELOTNB}," Aug 01, 2025 02:11 ",1h 10m
Critical, Lagging checkpoint duration is high  {EXTRACT/ELOTNA}," Aug 01, 2025 02:11 ",1h 10m
Critical, Lagging checkpoint duration is high  {EXTRACT/ELOTND}," Aug 01, 2025 02:11 ",1h 10m
Critical, Lagging checkpoint duration is high  {EXTRACT/ELOTNE}," Aug 01, 2025 02:11 ",1h 10m
Critical, Lagging checkpoint duration is high  {EXTRACT/ELOTNG}," Aug 01, 2025 02:11 ",1h 10m
Critical, Lagging checkpoint duration is high  {EXTRACT/ELOTNC}," Aug 01, 2025 02:11 ",1h 10m
Critical, Lagging checkpoint duration is high  {EXTRACT/ELOTNF}," Aug 01, 2025 02:11 ",1h 10m
Critical, Lagging checkpoint duration is high  {EXTRACT/ELOTNH}," Aug 01, 2025 02:11 ",1h 10m
Minor, Average shared lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015," Aug 01, 2025 02:11 ",19m 13s
Minor, Average exclusive lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015," Aug 01, 2025 02:11 ",19m 13s
Critical, JMX connection to the JVM of Oracle WebLogic dcofsaa_edq_server1:7104 failed," Aug 01, 2025 02:11 ",19m 5s
Minor, Buffer cache hit ratio is low on Oracle Database EYLOAN_Oracle_DB:1880:dcey," Aug 01, 2025 02:11 ",14m 19s
Major, Actual CPU credit balance is high {ap-southeast-1:-:i-04b74635ad73c1a93}," Aug 01, 2025 02:10 ",18m 12s
Minor, Read rate from datafile sfcubstab.30721.1179273807 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 02:09 ",3h 49m
Minor, There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v5k4x of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 02:09 ",14m 44s
Minor, High CPU utilization when waiting for I/O on AWS_CBS_Reporting_DB," Aug 01, 2025 02:07 ",5m 19s
Minor, Many maintenance {system-update}," Aug 01, 2025 02:07 ",20m 42s
Minor, Many maintenance {Summary}," Aug 01, 2025 02:07 ",20m 47s
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 02:07 ",1m
Minor, Many blocked connections for user _BACKGROUND on Oracle Database eG_Backend_DB:1521:egrepdc," Aug 01, 2025 02:06 ",1h 12m
Major, High disk space usage on /export/home/orarom drive of BIREPO_DB_Node_1," Aug 01, 2025 02:06 ",20m 56s
Minor, High disk space usage on /var drive of BIREPO_DB_Node_1," Aug 01, 2025 02:06 ",20m 56s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 02:03 ",4m 30s
Minor, There have been many container termination failures for pod aws-guardduty-agent-ws4b9 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 02:03 ",20m 9s
Major, High CPU utilization when waiting for I/O on AWS_CBS_Reporting_DB," Aug 01, 2025 02:02 ",5m 26s
Minor, Many blocked connections for user KBZREPS on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 02:01 ",35m 9s
Minor, Buffer cache hit ratio is low on Oracle Database EYLOAN_Oracle_DB:1880:dcey," Aug 01, 2025 02:01 ",4m 51s
Critical, Disk /archive_new on eG_Backend_DB is very busy," Aug 01, 2025 01:59 ",5h 19m
Critical, Lagging checkpoint duration is high  {REPLICAT/RLOTNH}," Aug 01, 2025 01:59 ",16m 11s
Critical, Lagging checkpoint duration is high  {REPLICAT/RLOTND}," Aug 01, 2025 01:59 ",16m 11s
Minor, Read rate from datafile sfcubstab_116.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:58 ",55m 15s
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:58 ",4m 50s
Minor, Average exclusive lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015," Aug 01, 2025 01:56 ",5m
Minor, Average shared lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015," Aug 01, 2025 01:56 ",10m 6s
Minor, High CPU utilization when waiting for I/O on AWS_CBS_Reporting_DB," Aug 01, 2025 01:56 ",5m 25s
Minor, Blocking threads in the JVM of eG Agent eG_RUM_Agent," Aug 01, 2025 01:55 ",2h 40m
Minor, Read rate from datafile sfcubstab.26410.1179273921 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:54 ",2h 59m
Minor, Read rate from datafile sfcubstab_121.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:54 ",59m 57s
Minor, There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v5k4x of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 01:53 ",10m 56s
Minor, Many instances have been removed recently from AWS Cloud HRIS_Prod," Aug 01, 2025 01:53 ",1m 43s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:53 ",4m 51s
Minor, High CPU utilization when waiting for I/O on dc-smv-bo1-db02.kbzbank.com," Aug 01, 2025 01:53 ",4m 19s
Critical, Many back off pulling images on Kubernetes Cluster flexcube-cbs-mig-tkc," Aug 01, 2025 01:52 ",33m 34s
Minor, Many maintenance {Summary}," Aug 01, 2025 01:52 ",6m 37s
Critical, The web page HomePage is not available for external access. This is affecting External Web ibanking," Aug 01, 2025 01:49 ",58m 31s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:48 ",40s
Minor, High disk space usage on /export/home/oracle drive of BIREPO_DB_Node_1," Aug 01, 2025 01:47 ",39m 16s
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:47 ",4m 16s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#6}," Aug 01, 2025 01:46 ",24m 32s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\Summary}," Aug 01, 2025 01:46 ",24m 32s
Minor, Load failures rate is high {CBSAccountingService_1568\Summary}," Aug 01, 2025 01:46 ",24m 35s
Minor, Many blocked connections for user egurkha on Oracle Database eG_Backend_DB:1521:egrepdc," Aug 01, 2025 01:46 ",2h 24m
Minor, Many blocked connections for user _BACKGROUND on Oracle Database eG_Backend_DB:1521:egrepdc," Aug 01, 2025 01:46 ",10m 15s
Critical, Test AWSEMapReduceTest is not reporting at configured measure period on eG Agent eG_RUM_Agent," Aug 01, 2025 01:46 ",58m 31s
Minor, Many instances have been removed recently from AWS Cloud KBZT," Aug 01, 2025 01:45 ",4m 25s
Minor, Many maintenance {system-update}," Aug 01, 2025 01:45 ",9m 35s
Minor, Many maintenance {Summary}," Aug 01, 2025 01:45 ",9m 40s
Minor, Read rate from datafile sfcubstab_119.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:44 ",1h 9m
Minor, Write rate to datafile sfcubstab_69.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:44 ",34m 13s
Minor, Read rate from datafile sfcubstab_118.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:44 ",1h 9m
Minor, There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 01:44 ",29m 21s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:43 ",26s
Critical, Many container images are failed to pull/create/start on Kubernetes Cluster flexcube-cbs-mig-tkc," Aug 01, 2025 01:43 ",5m 22s
Minor, Buffer cache hit ratio is low on Oracle Database eG_Backend_DB_DR:1521:egrepdr," Aug 01, 2025 01:42 ",4m 42s
Major, CPU utilization is high for EC2 instance -:i-07d378eca4a2a1956 in region ap-southeast-1. This instance is hosted on AWS Cloud flexcube-corebanking-prd," Aug 01, 2025 01:42 ",4m 23s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 01:42 ",1m 45s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#4}," Aug 01, 2025 01:42 ",5m 34s
Minor, Many instances have been removed recently from AWS Cloud cbs-reporting-prd," Aug 01, 2025 01:41 ",5m 14s
Minor, Many maintenance {system-update}," Aug 01, 2025 01:40 ",29m 20s
Minor, Many maintenance {Summary}," Aug 01, 2025 01:40 ",29m 22s
Critical, The web page HomePage is not available for external access. This is affecting External Web ibanking," Aug 01, 2025 01:39 ",5m 20s
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:39 ",4m 1s
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:39 ",4m 1s
Major, High disk space usage on /archive_new drive of eG_Backend_DB," Aug 01, 2025 01:39 ",59m 28s
Minor, There are many waiting containers in pod aws-guardduty-agent-4jw5w of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 01:39 ",1h 18m
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:39 ",40s
Minor, Memory utilization is high for pod prometheus-0 of namespace monitoring on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 01:38 ",2h 8m
Minor, There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v5k4x of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 01:38 ",9m 39s
Minor, CPU utilization is high on AWS_CBS_Reporting_DB," Aug 01, 2025 01:38 ",5m 1s
Minor, Many maintenance {system-update}," Aug 01, 2025 01:38 ",7m 8s
Minor, Many maintenance {Summary}," Aug 01, 2025 01:37 ",7m 11s
Minor, Many maintenance {system-update}," Aug 01, 2025 01:37 ",20m 52s
Minor, High CPU utilization when waiting for I/O on eG_Backend_DB_DR," Aug 01, 2025 01:37 ",4m 51s
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:37 ",3m 26s
Minor, Average shared lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015," Aug 01, 2025 01:37 ",14m 26s
Minor, Average exclusive lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015," Aug 01, 2025 01:37 ",10m 5s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 01:36 ",2m 1s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\Summary}," Aug 01, 2025 01:36 ",39m 45s
Minor, Load failures rate is high {CBSAccountingService_1568\Summary}," Aug 01, 2025 01:36 ",39m 45s
Minor, Write rate to datafile SFCUBSTAB_183.dbf is high on Oracle Database New_CB_DB_DR:1665:kbzprddcpdb," Aug 01, 2025 01:36 ",1h 15m
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:35 ",3m 16s
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:35 ",3m 16s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:34 ",40s
Minor, Write rate to datafile SFCUBSTAB_113.dbf is high on Oracle Database AWS_CBS_Reporting_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:34 ",3h 22m
Minor, Many blocked sessions on Oracle Database eG_Backend_DB:1521:egrepdc," Aug 01, 2025 01:33 ",2h 33m
Minor, Many instances have been removed recently from AWS Cloud bluejay-workflow-prod," Aug 01, 2025 01:32 ",4m 16s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 01:31 ",2m 6s
Minor, Many maintenance {system-update}," Aug 01, 2025 01:31 ",4m 59s
Minor, Many maintenance {Summary}," Aug 01, 2025 01:31 ",5m 2s
Minor, Many blocked connections for user _BACKGROUND on Oracle Database eG_Backend_DB:1521:egrepdc," Aug 01, 2025 01:31 ",5m 4s
Minor, Read rate from datafile sfcubstab.13791.1187650675 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:30 ",1h 28m
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:30 ",2m 29s
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:30 ",2m 29s
Major, High CPU utilization when waiting for I/O on AWS_CBS_Reporting_DB," Aug 01, 2025 01:30 ",26m 38s
Critical, Lagging checkpoint duration is high  {EXTRACT/ELOTNE}," Aug 01, 2025 01:29 ",28m 8s
Critical, Lagging checkpoint duration is high  {EXTRACT/ELOTNC}," Aug 01, 2025 01:29 ",28m 8s
Critical, Lagging checkpoint duration is high  {EXTRACT/ELOTNF}," Aug 01, 2025 01:29 ",28m 8s
Critical, Lagging checkpoint duration is high  {EXTRACT/ELOTNB}," Aug 01, 2025 01:29 ",28m 8s
Critical, Lagging checkpoint duration is high  {EXTRACT/ELOTND}," Aug 01, 2025 01:29 ",28m 8s
Critical, Lagging checkpoint duration is high  {EXTRACT/ELOTNG}," Aug 01, 2025 01:29 ",28m 8s
Critical, Lagging checkpoint duration is high  {EXTRACT/ELOTNA}," Aug 01, 2025 01:29 ",28m 8s
Critical, Lagging checkpoint duration is high  {EXTRACT/ELOTNH}," Aug 01, 2025 01:29 ",28m 13s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:29 ",1m 5s
Minor, There have been many container termination failures for pod aws-guardduty-agent-4jw5w of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 01:29 ",9m 55s
Critical,TimeSinceLastChckPoint  {REPLICAT/RLOTNA}," Aug 01, 2025 01:28 ",15m 22s
Critical,TimeSinceLastChckPoint  {REPLICAT/RLOTNF}," Aug 01, 2025 01:28 ",15m 22s
Critical,TimeSinceLastChckPoint  {REPLICAT/RLOTNC}," Aug 01, 2025 01:28 ",47m 15s
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:28 ",1m 56s
Minor, Query is taking high CPU time on Oracle Database BIREPOPDB:1665:KBZBIREPOPDB," Aug 01, 2025 01:27 ",1h 46m
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 01:27 ",1m 44s
Major, Average latency for write operations is high in the FCP {port.3b [50:0a:09:82:80:63:2c:23]}," Aug 01, 2025 01:27 ",46m 54s
Major, Average latency for write operations is high in the FCP {port.3a [50:0a:09:81:80:63:2c:23]}," Aug 01, 2025 01:27 ",46m 54s
Critical, Test AWSOpsWorksTest is not reporting at configured measure period on eG Agent eG_RUM_Agent," Aug 01, 2025 01:26 ",52m 54s
Minor, Read rate from datafile sfcubstab_178.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:25 ",4h 17m
Minor, Read rate from datafile sfcubstab_125.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:25 ",33m 6s
Minor, Read rate from datafile sfcubstab.16530.1157977453 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:25 ",4h 17m
Minor, Write rate to datafile sfcubstab_152.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:25 ",28m 25s
